Camera1_START->CollisionAlert_FINISH,Camera1_START->Camera1_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_Fusion_START->Perception_Fusion_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_BrakingDecision_FINISH->CollisionAlert_START,CollisionAlert_START->CollisionAlert_FINISH,Perception_CameraPerception_START,Perception_Fusion_START,SemanticExtraction_ObjectDetection_START,SemanticExtraction_Prediction_START,CollisionDetection_TimeToCollision_START,CollisionDetection_BrakingDecision_START,CollisionAlert_START
0.444098,0.001007,0.129479,0.006434,0.022372,0.026568,0.000000,0.060548,0.004955,0.009334,0.153019,0.023731,0.000000,0.006210,0.000000,0.000441,0,1,1,2,2,2,2
0.461627,0.007955,0.108268,0.012432,0.030021,0.031182,0.000000,0.043645,0.010767,0.011397,0.165390,0.035160,0.000000,0.004139,0.000000,0.001271,0,1,1,2,2,2,2
0.447078,0.004009,0.110109,0.012593,0.041293,0.028039,0.000000,0.053007,0.013604,0.010673,0.132278,0.032889,0.000000,0.005418,0.000000,0.003166,0,1,1,2,2,2,2
0.458146,0.006880,0.058677,0.011996,0.091778,0.026739,0.000000,0.058242,0.000000,0.009896,0.157085,0.029978,0.000000,0.004118,0.000000,0.002757,0,1,1,2,2,2,2
0.466516,0.004181,0.087149,0.008883,0.070013,0.027027,0.000000,0.044469,0.015981,0.009143,0.162092,0.029869,0.000000,0.006941,0.000000,0.000768,0,1,1,2,2,2,2
0.487693,0.003519,0.130085,0.013458,0.030098,0.022771,0.000000,0.033988,0.033222,0.010299,0.166977,0.035830,0.000000,0.005106,0.000000,0.002340,0,1,1,2,2,2,2
0.461732,0.006475,0.086408,0.006127,0.083307,0.022268,0.000000,0.042342,0.039061,0.009838,0.135151,0.024095,0.000000,0.004615,0.000000,0.002045,0,1,2,2,2,2,2
0.465417,0.004399,0.089628,0.007594,0.082615,0.021830,0.000000,0.050889,0.005766,0.009539,0.160066,0.025485,0.000000,0.005476,0.000000,0.002130,0,1,2,2,2,2,2
0.447870,0.004615,0.056696,0.009145,0.074570,0.033603,0.000000,0.059054,0.000000,0.008236,0.152418,0.035263,0.010131,0.001619,0.000000,0.002520,0,1,1,2,2,2,2
0.484888,0.006714,0.097119,0.008184,0.069333,0.025688,0.000000,0.060926,0.002360,0.010131,0.152014,0.037843,0.009074,0.003973,0.000000,0.001529,0,1,2,2,2,2,2
0.494362,0.004337,0.096621,0.015452,0.073495,0.030822,0.000000,0.051798,0.000059,0.009074,0.174522,0.034686,0.000000,0.002461,0.000000,0.001035,0,1,2,2,2,2,2
0.366573,0.003372,0.085053,0.008754,0.102082,0.028574,0.000000,0.047600,0.000000,0.009409,0.051437,0.021238,0.000000,0.006085,0.000000,0.002969,0,1,2,2,1,1,1
0.487713,0.006245,0.142667,0.006708,0.036008,0.024704,0.000000,0.035603,0.013002,0.009834,0.178352,0.027323,0.000000,0.005650,0.000000,0.001617,0,1,2,2,2,2,2
0.506385,0.006227,0.101836,0.011598,0.072799,0.017977,0.000000,0.064792,0.012644,0.009982,0.156073,0.033346,0.009895,0.008978,0.000000,0.000238,0,1,2,2,2,2,2
0.423601,0.006315,0.067470,0.007038,0.047941,0.031612,0.000000,0.046840,0.018114,0.009895,0.153736,0.026229,0.000000,0.005063,0.000000,0.003348,0,1,1,2,1,2,2
0.466497,0.005771,0.066379,0.015702,0.063859,0.030762,0.000000,0.048661,0.022871,0.010588,0.155748,0.029337,0.008981,0.005239,0.000000,0.002599,0,1,1,2,2,2,2
0.425549,0.005985,0.035301,0.006926,0.083570,0.032459,0.000000,0.037934,0.017038,0.008981,0.148786,0.029055,0.011790,0.006906,0.000000,0.000818,0,1,1,2,1,2,2
0.504773,0.006234,0.105535,0.013210,0.067691,0.019018,0.000000,0.055774,0.005096,0.011790,0.175093,0.035494,0.000000,0.007499,0.000000,0.002339,0,1,2,2,2,2,2
0.386563,0.001446,0.080119,0.009760,0.071714,0.024319,0.014890,0.056597,0.000000,0.010306,0.062234,0.037274,0.010048,0.005425,0.000000,0.002431,0,1,1,2,1,1,1
0.466256,0.004654,0.081674,0.013115,0.070449,0.020171,0.000000,0.059334,0.020796,0.010048,0.143727,0.028255,0.008015,0.004867,0.000000,0.001151,0,1,1,2,2,2,2
0.516959,0.004235,0.153776,0.011117,0.039099,0.019091,0.000000,0.052729,0.007939,0.008015,0.189291,0.023822,0.000000,0.005512,0.000000,0.002333,1,2,2,2,2,2,2
0.356255,0.005637,0.088723,0.012612,0.075381,0.026020,0.000000,0.052585,0.000000,0.011086,0.055089,0.022861,0.000000,0.003571,0.000000,0.002690,0,1,2,2,1,1,1
0.453665,0.004726,0.085249,0.013911,0.066782,0.031948,0.000000,0.064178,0.000000,0.011483,0.138702,0.032707,0.000000,0.002895,0.000000,0.001084,0,1,1,2,2,2,2
0.455941,0.004686,0.106921,0.007709,0.062293,0.032380,0.000000,0.035765,0.005161,0.009434,0.152894,0.029706,0.000000,0.006903,0.000000,0.002089,0,1,2,2,2,2,2
0.465314,0.005893,0.072970,0.012728,0.089630,0.024006,0.000000,0.049767,0.000000,0.009916,0.163920,0.030641,0.000000,0.004857,0.000000,0.000986,0,1,2,2,2,2,2
0.492895,0.004991,0.088324,0.007190,0.077923,0.028508,0.000000,0.038665,0.021910,0.010593,0.177741,0.030809,0.000000,0.004521,0.000000,0.001720,0,1,2,2,2,2,2
0.479105,0.004669,0.084339,0.011215,0.077378,0.034775,0.000000,0.058658,0.020575,0.010688,0.132292,0.037380,0.000000,0.005050,0.000000,0.002086,0,1,2,2,2,2,2
0.475306,0.006020,0.096374,0.010740,0.081743,0.026893,0.000000,0.057771,0.002118,0.009558,0.145616,0.023872,0.010110,0.002846,0.000000,0.001645,0,1,2,2,2,2,2
0.471286,0.004241,0.099343,0.009314,0.072504,0.030652,0.000000,0.043763,0.002021,0.010110,0.170447,0.024263,0.000000,0.002681,0.000000,0.001947,0,1,2,2,2,2,2
0.504621,0.004584,0.078712,0.008386,0.099578,0.021857,0.000000,0.061245,0.000000,0.010178,0.172435,0.030681,0.010781,0.005560,0.000000,0.000624,1,1,2,2,2,2,2
0.366817,0.005532,0.151661,0.012165,0.029760,0.028719,0.000000,0.054210,0.000000,0.009924,0.041518,0.023702,0.000000,0.008499,0.000000,0.001127,0,1,2,2,1,1,1
0.411653,0.005167,0.038083,0.014671,0.078628,0.028433,0.000000,0.050269,0.000000,0.011521,0.142739,0.035702,0.000000,0.004655,0.000000,0.001785,0,1,1,2,1,2,2
0.466421,0.002524,0.058821,0.009094,0.094117,0.030801,0.000000,0.061935,0.000000,0.009237,0.156199,0.030276,0.008699,0.002664,0.000000,0.002054,0,1,2,2,2,2,2
0.461241,0.004461,0.102610,0.013290,0.048726,0.022182,0.000000,0.044067,0.018241,0.008699,0.161207,0.032414,0.000000,0.002402,0.000000,0.002942,0,1,1,2,2,2,2
0.481519,0.006253,0.075252,0.007944,0.071597,0.026769,0.000000,0.056268,0.016152,0.009059,0.174425,0.027722,0.000000,0.006097,0.000000,0.003981,0,1,1,2,2,2,2
0.338180,0.004182,0.049836,0.008173,0.078636,0.030522,0.000000,0.032942,0.000000,0.009878,0.079300,0.025334,0.010570,0.006495,0.000000,0.002312,0,1,1,1,1,1,1
0.464934,0.004437,0.066212,0.007088,0.094023,0.017460,0.000000,0.053567,0.009354,0.010570,0.162191,0.033947,0.000000,0.004177,0.000000,0.001908,0,1,1,2,2,2,2
0.493726,0.003480,0.151129,0.013187,0.034829,0.023869,0.000000,0.054600,0.017195,0.009593,0.146812,0.033413,0.000000,0.004037,0.000000,0.001582,1,2,2,2,2,2,2
0.449996,0.001775,0.058275,0.009865,0.071229,0.029106,0.000000,0.057825,0.000636,0.008593,0.170973,0.022947,0.009611,0.007077,0.000000,0.002084,0,1,1,2,1,2,2
0.475167,0.004779,0.073627,0.015695,0.083542,0.025643,0.000000,0.043894,0.017737,0.009611,0.154757,0.027727,0.010152,0.005375,0.000000,0.002628,0,1,2,2,2,2,2
0.427406,0.005899,0.054926,0.014040,0.066290,0.021616,0.000000,0.047051,0.017341,0.010152,0.154615,0.030370,0.000000,0.002946,0.000000,0.002160,0,1,1,2,2,2,2
0.454420,0.003558,0.054684,0.007622,0.085963,0.027645,0.000000,0.049590,0.000000,0.009933,0.164032,0.032321,0.010798,0.007170,0.000000,0.001104,1,1,1,2,2,2,2
0.474889,0.004945,0.130590,0.006681,0.034987,0.025866,0.000000,0.056636,0.011301,0.010798,0.149077,0.026986,0.010714,0.004636,0.000000,0.001672,0,1,2,2,2,2,2
0.467006,0.002342,0.122768,0.006217,0.050578,0.028219,0.000000,0.035161,0.014951,0.010714,0.163879,0.027482,0.000000,0.002296,0.000000,0.002399,0,1,2,2,2,2,2
0.482929,0.005613,0.138929,0.007990,0.029301,0.031232,0.000000,0.066106,0.000000,0.009959,0.152725,0.032843,0.000000,0.005490,0.000000,0.002741,1,1,2,2,2,2,2
0.451785,0.003339,0.097590,0.007010,0.049594,0.023328,0.000000,0.062800,0.005025,0.009126,0.160423,0.027546,0.000000,0.003897,0.000000,0.002107,1,1,1,2,2,2,2
0.470021,0.005703,0.133496,0.010972,0.035129,0.027632,0.000000,0.056426,0.016502,0.009219,0.142823,0.022037,0.000000,0.007364,0.000000,0.002718,1,1,2,2,2,2,2
0.468346,0.007116,0.099248,0.009163,0.052338,0.030189,0.000000,0.053254,0.000000,0.010934,0.147178,0.038958,0.011176,0.005324,0.000000,0.003468,0,1,1,2,2,2,2
0.463371,0.005163,0.058524,0.009743,0.087370,0.028078,0.000000,0.053890,0.008919,0.011176,0.162264,0.028916,0.000000,0.007125,0.000000,0.002203,0,1,2,2,2,2,2
0.385594,0.006344,0.138581,0.010792,0.043118,0.023623,0.000000,0.047989,0.000000,0.011946,0.061228,0.023941,0.010132,0.005821,0.000000,0.002079,0,1,2,2,1,1,2
0.441182,0.003194,0.087309,0.013133,0.027889,0.017388,0.000000,0.045801,0.008483,0.010132,0.193640,0.027200,0.000000,0.006164,0.000000,0.000849,0,1,1,1,1,2,2
0.457528,0.005031,0.092462,0.011993,0.054840,0.021542,0.000000,0.068560,0.020117,0.009314,0.135069,0.031046,0.000000,0.006348,0.000000,0.001206,1,1,1,2,2,2,2
0.462075,0.005915,0.109989,0.011701,0.045568,0.032519,0.000000,0.036762,0.015271,0.008643,0.161345,0.025481,0.000000,0.006853,0.000000,0.002028,1,1,1,2,2,2,2
0.416891,0.004606,0.069638,0.008189,0.059844,0.031687,0.000000,0.063743,0.000000,0.009702,0.139717,0.024066,0.000000,0.004175,0.000000,0.001524,0,1,1,2,1,2,2
0.453939,0.005875,0.078863,0.015169,0.075888,0.025817,0.000000,0.056437,0.000000,0.009641,0.155701,0.024704,0.000000,0.004098,0.000000,0.001746,0,1,2,2,2,2,2
0.466651,0.005371,0.070519,0.008865,0.091998,0.025073,0.000000,0.044975,0.005629,0.010841,0.157897,0.029269,0.009856,0.005518,0.000000,0.000840,0,1,2,2,2,2,2
0.477690,0.004717,0.085788,0.011833,0.070988,0.022646,0.000000,0.047722,0.011119,0.009856,0.182020,0.024560,0.000000,0.003679,0.000000,0.002762,0,1,2,2,2,2,2
0.365537,0.004049,0.119276,0.011880,0.044632,0.021937,0.007136,0.049968,0.000000,0.011461,0.059806,0.028213,0.000000,0.004662,0.000000,0.002517,0,1,2,2,1,1,1
0.469169,0.006056,0.054590,0.009334,0.074159,0.019363,0.000000,0.051775,0.015840,0.009578,0.174717,0.037683,0.010194,0.003835,0.000000,0.002045,0,1,1,2,2,2,2
0.455533,0.006590,0.075645,0.008146,0.084235,0.027194,0.000000,0.048612,0.035829,0.010194,0.131664,0.020256,0.000000,0.004818,0.000000,0.002350,0,1,1,2,2,2,2
0.452013,0.004394,0.061618,0.008235,0.075788,0.023486,0.000000,0.061312,0.000000,0.010275,0.153951,0.036436,0.010563,0.004896,0.000000,0.001059,0,1,1,2,2,2,2
0.448976,0.006326,0.062002,0.011678,0.079077,0.019986,0.000000,0.052651,0.004564,0.010563,0.169966,0.025370,0.000000,0.006101,0.000000,0.000692,1,1,1,2,2,2,2
0.481953,0.006789,0.098933,0.009768,0.080879,0.032530,0.000000,0.056102,0.000000,0.009806,0.150286,0.032155,0.000000,0.002268,0.000000,0.002437,0,1,2,2,2,2,2
0.452876,0.007472,0.094027,0.012783,0.041715,0.025662,0.000000,0.039481,0.028473,0.010017,0.154543,0.030451,0.000000,0.005563,0.000000,0.002689,0,1,1,2,2,2,2
0.408008,0.002782,0.056601,0.011901,0.052227,0.028317,0.000000,0.060002,0.005230,0.009087,0.143309,0.030720,0.000000,0.005200,0.000000,0.002632,0,1,1,2,1,2,2
0.467583,0.003671,0.073333,0.008931,0.095037,0.028281,0.000000,0.052661,0.000000,0.008201,0.141986,0.036770,0.011114,0.006337,0.000000,0.001261,0,1,1,2,2,2,2
0.466469,0.006226,0.079557,0.004430,0.078983,0.025431,0.000000,0.041589,0.014532,0.011114,0.154433,0.032719,0.008223,0.007156,0.000000,0.002076,1,1,2,2,2,2,2
0.450606,0.002055,0.075796,0.011485,0.072899,0.026911,0.000000,0.056727,0.004750,0.008223,0.156254,0.030636,0.000000,0.003400,0.000000,0.001470,0,1,1,2,2,2,2
0.497754,0.005175,0.105602,0.005884,0.085053,0.023900,0.000000,0.058255,0.000000,0.009999,0.161320,0.023403,0.010021,0.006795,0.000000,0.002347,1,1,2,2,2,2,2
0.466375,0.007265,0.075452,0.009446,0.077459,0.029050,0.000000,0.048746,0.000857,0.010021,0.167603,0.031593,0.000000,0.007622,0.000000,0.001261,0,1,1,2,2,2,2
0.477413,0.005828,0.078972,0.008982,0.076304,0.023350,0.000000,0.061016,0.014542,0.010715,0.155305,0.029996,0.008926,0.002001,0.000000,0.001476,0,1,2,2,2,2,2
0.457165,0.004128,0.100168,0.008020,0.063044,0.025582,0.000000,0.040980,0.023623,0.008926,0.145259,0.027384,0.000000,0.006880,0.000000,0.003171,0,1,1,2,2,2,2
0.472400,0.005780,0.104505,0.012226,0.051573,0.020507,0.000000,0.059484,0.002883,0.008849,0.175994,0.022787,0.000000,0.004767,0.000000,0.003045,0,1,2,2,2,2,2
0.498868,0.005376,0.089069,0.008629,0.079588,0.022171,0.000000,0.060752,0.006354,0.008023,0.170133,0.030749,0.010471,0.004832,0.000000,0.002721,0,1,1,2,2,2,2
0.460286,0.004776,0.121092,0.008260,0.051073,0.027581,0.000000,0.039813,0.029497,0.010471,0.132136,0.028266,0.000000,0.006488,0.000000,0.000833,0,1,2,2,2,2,2
0.476610,0.006371,0.079877,0.010061,0.082990,0.025761,0.000000,0.042224,0.014304,0.010355,0.176014,0.024995,0.000000,0.001607,0.000000,0.002051,0,1,2,2,2,2,2
0.478843,0.007000,0.121127,0.008947,0.053432,0.022455,0.000000,0.043398,0.019236,0.008401,0.160166,0.026612,0.000000,0.007283,0.000000,0.000786,0,1,2,2,2,2,2
0.492690,0.007114,0.089757,0.011323,0.080260,0.023405,0.000000,0.052980,0.015479,0.009981,0.161047,0.021274,0.010597,0.006448,0.000000,0.003025,1,1,2,2,2,2,2
0.459797,0.004370,0.087353,0.013123,0.031997,0.027137,0.000000,0.065448,0.015493,0.010745,0.162321,0.034445,0.000000,0.007063,0.000000,0.000302,0,1,1,1,1,1,1
0.354633,0.003689,0.103125,0.008050,0.022124,0.027948,0.000000,0.050000,0.000000,0.010410,0.082659,0.028125,0.010799,0.006001,0.000000,0.001703,1,1,1,2,1,1,1
0.415967,0.004108,0.071270,0.009873,0.018726,0.027740,0.000000,0.052907,0.018417,0.010799,0.166852,0.027637,0.000000,0.005458,0.000000,0.002180,0,1,1,1,1,2,2
0.465043,0.001464,0.083235,0.007603,0.058489,0.027102,0.000000,0.045305,0.027622,0.011197,0.169771,0.027002,0.000000,0.002257,0.000000,0.003996,0,1,1,2,2,2,2
0.320102,0.004517,0.058588,0.013284,0.038893,0.021778,0.000000,0.043167,0.000000,0.011021,0.093551,0.028015,0.000000,0.005043,0.000000,0.002245,0,1,1,1,1,1,1
0.479070,0.002443,0.116613,0.014573,0.008242,0.024930,0.000000,0.056190,0.030590,0.008291,0.164573,0.034824,0.010000,0.005150,0.000000,0.002651,0,1,1,2,2,2,2
0.439038,0.003920,0.077917,0.007535,0.025090,0.022459,0.000000,0.060818,0.030176,0.010000,0.164464,0.028567,0.000000,0.006662,0.000000,0.001430,0,1,1,2,1,2,2
0.355446,0.005745,0.073432,0.010179,0.031459,0.028256,0.000000,0.044330,0.000000,0.010468,0.103574,0.038841,0.000000,0.006126,0.000000,0.003036,0,1,1,2,1,1,1
0.343287,0.004687,0.067558,0.013718,0.031678,0.023872,0.000000,0.056783,0.000000,0.009349,0.095835,0.033347,0.000000,0.004046,0.000000,0.002414,0,1,1,1,1,1,1
0.316592,0.002604,0.062998,0.012870,0.009973,0.021788,0.000000,0.056100,0.000000,0.009506,0.093390,0.037590,0.000000,0.007101,0.000000,0.002672,0,0,1,1,1,1,1
0.454553,0.003521,0.078169,0.009248,0.032759,0.029619,0.000000,0.054664,0.036871,0.010950,0.157965,0.029746,0.000000,0.007452,0.000000,0.003589,0,1,1,1,2,2,2
0.353833,0.003123,0.096918,0.011197,0.008463,0.031345,0.000000,0.052886,0.000000,0.010123,0.106349,0.027966,0.000000,0.004279,0.000000,0.001184,0,1,1,1,1,1,1
0.344951,0.005807,0.102826,0.010370,0.007691,0.028188,0.000000,0.057677,0.000000,0.010565,0.088638,0.022833,0.000000,0.008220,0.000000,0.002136,0,1,1,2,1,1,1
0.353448,0.007500,0.074986,0.013170,0.034094,0.029440,0.000000,0.044865,0.000000,0.010232,0.104266,0.027484,0.000000,0.004891,0.000000,0.002520,0,1,1,2,1,1,1
0.438180,0.006343,0.111285,0.012752,0.102095,0.025751,0.000000,0.067923,0.000000,0.008059,0.070101,0.026737,0.000000,0.005603,0.000000,0.001531,0,2,2,3,2,2,2
0.468039,0.007637,0.096442,0.006513,0.025665,0.028410,0.000000,0.047231,0.028407,0.010368,0.178585,0.027082,0.000000,0.008633,0.000000,0.003066,1,1,1,1,2,2,2
0.328502,0.004170,0.063187,0.008563,0.039228,0.025345,0.000000,0.060680,0.000000,0.009748,0.080292,0.029977,0.000000,0.004124,0.000000,0.003188,0,1,1,1,1,1,1
0.387733,0.006551,0.093694,0.012376,0.033178,0.019078,0.013821,0.047761,0.000000,0.010373,0.107208,0.036839,0.000000,0.004182,0.000000,0.002672,0,1,1,2,1,1,1
0.371291,0.005953,0.087829,0.009416,0.042232,0.028825,0.000000,0.052395,0.000000,0.009580,0.099115,0.032221,0.000000,0.002408,0.000000,0.001317,1,1,1,2,1,1,1
0.370238,0.006638,0.105036,0.006942,0.027419,0.028935,0.000000,0.045407,0.000000,0.009534,0.088728,0.035572,0.011260,0.001975,0.000000,0.002792,1,1,1,2,1,1,1
0.434555,0.005806,0.073150,0.011487,0.019014,0.024771,0.000000,0.060771,0.029315,0.011260,0.162716,0.027914,0.000000,0.005246,0.000000,0.003105,0,1,1,1,2,2,2
0.336273,0.005961,0.076185,0.008026,0.030389,0.028641,0.000000,0.056391,0.000000,0.008149,0.081725,0.033253,0.000000,0.004190,0.000000,0.003363,0,1,1,1,1,1,1
0.340713,0.001959,0.077234,0.013190,0.020790,0.016522,0.000000,0.041375,0.000000,0.009332,0.108986,0.035779,0.009525,0.005707,0.000000,0.000314,0,1,1,2,1,1,1
0.450099,0.003687,0.073942,0.008730,0.037376,0.024052,0.000000,0.053235,0.025449,0.009525,0.172132,0.032305,0.000000,0.007270,0.000000,0.002396,0,1,1,1,1,2,2
0.349227,0.002862,0.083196,0.011359,0.017174,0.032056,0.000000,0.030577,0.000000,0.008661,0.108666,0.035615,0.010772,0.006812,0.000000,0.001477,0,1,1,2,1,1,1
0.451773,0.004874,0.097248,0.007082,0.003441,0.024248,0.000000,0.069513,0.023320,0.010772,0.171816,0.033278,0.000000,0.003886,0.000000,0.002295,0,1,1,1,2,2,2
0.330791,0.006608,0.079958,0.009762,0.027768,0.020723,0.000000,0.066622,0.000000,0.009928,0.074122,0.026968,0.000000,0.007069,0.000000,0.001263,0,1,1,1,1,1,1
0.458078,0.005899,0.081924,0.011044,0.027401,0.027423,0.000000,0.041649,0.032699,0.009852,0.185483,0.031235,0.000000,0.002558,0.000000,0.000911,0,1,1,2,2,2,2
0.351539,0.003294,0.085789,0.013332,0.021355,0.025319,0.006949,0.062685,0.000000,0.010634,0.083214,0.031899,0.000000,0.005025,0.000000,0.002044,0,1,1,1,1,1,1
0.353555,0.007047,0.067034,0.008910,0.053656,0.022396,0.000000,0.055029,0.000000,0.011262,0.098186,0.022958,0.000000,0.005945,0.000000,0.001132,0,1,1,2,1,1,1
0.330403,0.005067,0.053305,0.005314,0.041714,0.029122,0.016377,0.053489,0.000000,0.008917,0.082912,0.027267,0.000000,0.004365,0.000000,0.002554,0,0,1,1,1,1,1
0.330805,0.003035,0.059198,0.007917,0.021891,0.025047,0.000000,0.055963,0.000000,0.011491,0.109511,0.026332,0.000000,0.008532,0.000000,0.001888,0,1,1,2,1,1,1
0.363872,0.003613,0.077276,0.013884,0.048655,0.023619,0.007710,0.051984,0.000000,0.009959,0.094175,0.028006,0.000000,0.002972,0.000000,0.002019,0,1,1,2,1,1,1
0.317125,0.006084,0.066152,0.010870,0.025827,0.027229,0.000000,0.039187,0.000000,0.010502,0.096062,0.028173,0.000000,0.004282,0.000000,0.002757,0,1,1,1,1,1,1
0.349011,0.004531,0.101932,0.014105,0.020184,0.019363,0.000000,0.046378,0.000000,0.009099,0.102395,0.024436,0.000000,0.005680,0.000000,0.000908,1,1,1,2,1,1,1
0.359622,0.004451,0.099688,0.012704,0.026292,0.032619,0.007644,0.056819,0.000000,0.008957,0.056983,0.032684,0.010877,0.006478,0.000000,0.003426,1,1,1,2,1,1,1
0.470258,0.007526,0.084575,0.008890,0.039398,0.028833,0.000000,0.043067,0.026722,0.010877,0.182267,0.034375,0.000000,0.003340,0.000000,0.000388,1,1,1,2,2,2,2
0.328926,0.005583,0.059579,0.009874,0.028798,0.017127,0.000000,0.045854,0.000000,0.009687,0.117449,0.025279,0.000000,0.006702,0.000000,0.002994,0,1,1,1,1,1,1
0.467447,0.007284,0.112788,0.008852,0.018724,0.024523,0.000000,0.057240,0.031630,0.009667,0.141923,0.036193,0.009671,0.007797,0.000000,0.001155,1,1,1,2,2,2,2
0.443418,0.003355,0.080458,0.008962,0.031158,0.028094,0.000000,0.031190,0.034153,0.009671,0.173739,0.033024,0.000000,0.007891,0.000000,0.001723,0,1,1,2,1,2,2
0.347006,0.003109,0.080243,0.005423,0.039112,0.033914,0.011267,0.051366,0.000000,0.008931,0.070333,0.027715,0.010668,0.003126,0.000000,0.001799,0,1,1,1,1,1,1
0.443909,0.006447,0.058250,0.011882,0.047663,0.022310,0.000000,0.068449,0.016220,0.010668,0.166700,0.030714,0.000000,0.003958,0.000000,0.000648,0,1,1,1,2,2,2
0.351114,0.005354,0.081561,0.012315,0.028317,0.027912,0.010012,0.049473,0.000000,0.010230,0.086292,0.031808,0.000000,0.004818,0.000000,0.003022,0,1,1,1,1,1,1
0.387243,0.005582,0.116413,0.005241,0.029098,0.026164,0.000000,0.034682,0.000000,0.008982,0.125410,0.028689,0.000000,0.003724,0.000000,0.003258,1,1,2,2,1,1,1
0.343077,0.008568,0.092857,0.011539,0.011081,0.022354,0.010095,0.033081,0.000000,0.009364,0.113165,0.027069,0.000000,0.002763,0.000000,0.001141,0,1,1,1,1,1,1
0.349491,0.004839,0.086625,0.008752,0.027079,0.017711,0.000000,0.044419,0.000000,0.010497,0.109516,0.030641,0.000000,0.006129,0.000000,0.003283,0,1,1,1,1,1,1
0.339990,0.006660,0.081730,0.006687,0.035935,0.024000,0.000000,0.053073,0.000000,0.011592,0.090824,0.020953,0.000000,0.005612,0.000000,0.002924,0,1,1,1,1,1,1
0.366607,0.003653,0.078045,0.009133,0.038884,0.019599,0.009944,0.045378,0.000000,0.011044,0.101934,0.031263,0.009464,0.005795,0.000000,0.002471,0,1,1,2,1,1,1
0.445223,0.007050,0.092942,0.009977,0.025895,0.027178,0.000000,0.055235,0.030532,0.009464,0.151449,0.026671,0.000000,0.007036,0.000000,0.001794,0,1,1,2,2,2,2
0.367287,0.004248,0.078059,0.009870,0.050039,0.026195,0.000000,0.051633,0.000000,0.009291,0.096321,0.033979,0.000000,0.007291,0.000000,0.000361,0,1,1,1,1,1,1
0.363038,0.003701,0.102951,0.009398,0.016794,0.017851,0.000000,0.051246,0.000000,0.011044,0.108336,0.034124,0.000000,0.005222,0.000000,0.002371,0,1,1,2,1,1,1
0.321887,0.007280,0.073814,0.006414,0.029826,0.021655,0.000000,0.041336,0.000000,0.009842,0.080953,0.031757,0.010231,0.006239,0.000000,0.002540,0,1,1,1,1,1,1
0.439367,0.001191,0.058728,0.014535,0.036798,0.020048,0.000000,0.061408,0.010458,0.010231,0.188908,0.030840,0.000000,0.002528,0.000000,0.003694,0,1,1,1,1,2,2
0.361427,0.007514,0.100951,0.006736,0.022296,0.026980,0.000000,0.059821,0.000000,0.009899,0.093320,0.026574,0.000000,0.004575,0.000000,0.002761,1,1,1,2,1,1,1
0.343911,0.001148,0.095795,0.013171,0.003224,0.027415,0.000000,0.054470,0.000000,0.009237,0.089164,0.032109,0.011338,0.005520,0.000000,0.001320,0,1,1,1,1,1,1
0.422175,0.004626,0.082471,0.006558,0.019250,0.027836,0.000000,0.055031,0.030931,0.011338,0.151741,0.025453,0.000000,0.005103,0.000000,0.001837,0,1,1,1,1,2,2
0.336048,0.007255,0.066261,0.005400,0.045244,0.023061,0.000000,0.037201,0.000000,0.008872,0.109247,0.028904,0.000000,0.002634,0.000000,0.001969,0,1,1,1,1,1,1
0.378696,0.002404,0.113128,0.011926,0.022091,0.028308,0.000000,0.042776,0.000000,0.010946,0.112053,0.027154,0.000000,0.005499,0.000000,0.002411,1,1,1,2,1,1,1
0.331433,0.006153,0.090697,0.010474,0.023136,0.021361,0.000000,0.043637,0.000000,0.010699,0.089340,0.020938,0.008428,0.005625,0.000000,0.000945,0,1,1,1,1,1,1
0.425124,0.005393,0.081746,0.013124,0.021822,0.022069,0.000000,0.059148,0.016046,0.008428,0.165055,0.026037,0.000000,0.003769,0.000000,0.002487,0,1,1,2,2,2,2
0.449313,0.003957,0.100724,0.008318,0.025663,0.029683,0.000000,0.053214,0.003607,0.009668,0.171733,0.034026,0.000000,0.006462,0.000000,0.002258,0,1,1,2,2,2,2
0.362816,0.006674,0.120324,0.014535,0.016244,0.022069,0.000000,0.046581,0.000000,0.008542,0.100754,0.020244,0.000000,0.004747,0.000000,0.002102,1,1,1,2,1,1,1
0.447408,0.005468,0.082365,0.011771,0.031458,0.021899,0.000000,0.064594,0.009931,0.010837,0.171161,0.031290,0.000000,0.004623,0.000000,0.002011,0,1,1,1,2,2,2
0.322337,0.003706,0.067254,0.006312,0.039714,0.020314,0.000000,0.059219,0.000000,0.009210,0.075508,0.034185,0.000000,0.004468,0.000000,0.002447,0,0,1,1,1,1,1
