Camera1_START->CollisionAlert_FINISH,Camera1_START->Camera1_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_Fusion_START->Perception_Fusion_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_BrakingDecision_FINISH->CollisionAlert_START,CollisionAlert_START->CollisionAlert_FINISH,Perception_CameraPerception_START,Perception_Fusion_START,SemanticExtraction_ObjectDetection_START,SemanticExtraction_Prediction_START,CollisionDetection_TimeToCollision_START,CollisionDetection_BrakingDecision_START,CollisionAlert_START
0.387557,0.004264,0.065196,0.008736,0.092397,0.016746,0.017043,0.043786,0.000000,0.011301,0.084624,0.023529,0.011767,0.004383,0.000000,0.003785,0,1,2,2,1,1,1
0.531299,0.004651,0.102438,0.011638,0.095372,0.029765,0.000000,0.048050,0.008711,0.011767,0.171843,0.037399,0.000000,0.008049,0.000000,0.001616,1,2,2,2,2,2,2
0.380256,0.007140,0.067992,0.009239,0.083857,0.033070,0.011782,0.047655,0.000000,0.011667,0.069238,0.022265,0.009584,0.004620,0.000000,0.002147,0,1,1,2,1,1,1
0.493510,0.007607,0.064132,0.014201,0.085682,0.025624,0.000000,0.055551,0.013611,0.009584,0.185616,0.028694,0.000000,0.001878,0.000000,0.001330,0,1,2,2,2,2,2
0.387922,0.005816,0.078977,0.012514,0.089791,0.024633,0.005653,0.054536,0.000000,0.010719,0.071041,0.027314,0.000000,0.004150,0.000000,0.002778,0,1,2,2,1,1,1
0.382884,0.008084,0.072865,0.007128,0.094137,0.022039,0.000000,0.058028,0.000000,0.009908,0.067082,0.029733,0.009420,0.003580,0.000000,0.000880,0,1,2,2,1,1,1
0.491222,0.004099,0.075561,0.010394,0.088078,0.032831,0.000000,0.042763,0.016106,0.009420,0.175603,0.031648,0.000000,0.002457,0.000000,0.002262,0,1,2,2,2,2,2
0.391024,0.006653,0.101097,0.008502,0.068293,0.032786,0.006834,0.045863,0.000000,0.009036,0.081473,0.025364,0.000000,0.004309,0.000000,0.000814,0,1,2,2,1,1,1
0.430314,0.005480,0.098425,0.009161,0.005202,0.021423,0.000000,0.060993,0.024181,0.010847,0.155973,0.033032,0.000000,0.004326,0.000000,0.001271,1,1,1,2,1,2,2
0.535750,0.007132,0.111783,0.015011,0.083352,0.031456,0.000000,0.045688,0.034754,0.008967,0.159756,0.031468,0.000000,0.004069,0.000000,0.002314,1,2,2,3,2,2,2
0.393802,0.006458,0.096645,0.008475,0.080652,0.019526,0.000000,0.064656,0.000000,0.008977,0.065720,0.026943,0.009249,0.003725,0.000000,0.002776,1,1,2,3,1,1,2
0.507665,0.006394,0.095568,0.013032,0.076060,0.021545,0.000000,0.039545,0.023531,0.009249,0.175644,0.024489,0.010941,0.008109,0.000000,0.003558,1,1,2,2,2,2,2
0.468288,0.005167,0.058877,0.010041,0.086976,0.019243,0.000000,0.054754,0.021195,0.010941,0.171937,0.025493,0.000000,0.003023,0.000000,0.000641,0,1,1,2,2,2,2
0.402799,0.006003,0.097901,0.007997,0.078664,0.026165,0.016752,0.050820,0.000000,0.010243,0.074962,0.031006,0.000000,0.001032,0.000000,0.001254,0,1,2,2,1,2,2
0.395069,0.004821,0.097985,0.011643,0.078130,0.021446,0.015415,0.058114,0.000000,0.009860,0.067036,0.021416,0.000000,0.006651,0.000000,0.002552,0,1,2,2,1,2,2
0.505082,0.004044,0.088214,0.013611,0.091672,0.025716,0.000000,0.045357,0.024007,0.009796,0.154809,0.030652,0.011595,0.003571,0.000000,0.002038,1,1,2,2,2,2,2
0.488200,0.006642,0.067360,0.005830,0.092245,0.027683,0.000000,0.042682,0.015673,0.011595,0.179263,0.033579,0.000000,0.003902,0.000000,0.001746,0,1,1,2,2,2,2
0.516614,0.006387,0.103930,0.010061,0.084762,0.024165,0.000000,0.057665,0.034305,0.008342,0.149571,0.027368,0.000000,0.007764,0.000000,0.002294,1,2,2,2,2,2,2
0.393928,0.003872,0.067163,0.009737,0.094121,0.033856,0.000000,0.047165,0.000000,0.011130,0.093784,0.024444,0.000000,0.006178,0.000000,0.002478,0,1,1,2,1,1,1
0.388337,0.004740,0.073726,0.015766,0.085146,0.016263,0.000000,0.036213,0.000000,0.009632,0.113166,0.027538,0.000000,0.005459,0.000000,0.000688,0,1,2,2,1,1,1
0.394185,0.003515,0.063748,0.012105,0.086974,0.015848,0.000000,0.050743,0.000000,0.011418,0.113720,0.024467,0.000000,0.008140,0.000000,0.003507,0,1,1,2,1,1,1
0.437869,0.006396,0.116947,0.007805,0.091238,0.030368,0.000000,0.035611,0.000000,0.009653,0.087940,0.039732,0.009455,0.002396,0.000000,0.000328,1,2,2,2,1,2,2
0.483158,0.002710,0.087505,0.006238,0.083257,0.025928,0.000000,0.065427,0.022106,0.009455,0.131849,0.033914,0.011002,0.003073,0.000000,0.000694,0,1,2,2,2,2,2
0.492208,0.006205,0.073296,0.011272,0.089295,0.017799,0.000000,0.049366,0.024264,0.011002,0.155996,0.032811,0.009977,0.007922,0.000000,0.003003,0,1,2,2,2,2,2
0.501979,0.007202,0.095598,0.012921,0.072025,0.022637,0.000000,0.050884,0.010399,0.009977,0.188448,0.029936,0.000000,0.001366,0.000000,0.000586,0,1,1,2,2,2,2
0.400787,0.008940,0.075239,0.005289,0.092097,0.020110,0.000000,0.056720,0.000000,0.008695,0.091477,0.023507,0.009542,0.007353,0.000000,0.001818,1,1,2,2,1,1,1
0.518149,0.004815,0.095466,0.010305,0.073558,0.026736,0.000000,0.053775,0.019043,0.009542,0.172556,0.035534,0.008442,0.005644,0.000000,0.002733,0,1,2,2,2,2,2
0.496630,0.004299,0.098564,0.009166,0.079650,0.025069,0.000000,0.056131,0.029889,0.008442,0.152740,0.027904,0.000000,0.003401,0.000000,0.001375,0,1,2,2,2,2,2
0.427690,0.003376,0.090042,0.014035,0.085704,0.026485,0.014243,0.033701,0.000000,0.008959,0.102473,0.037380,0.000000,0.008264,0.000000,0.003028,0,1,2,3,1,2,2
0.375390,0.001943,0.069971,0.007557,0.083274,0.022826,0.000000,0.049274,0.000000,0.010264,0.094890,0.028820,0.000000,0.003842,0.000000,0.002729,0,1,2,2,1,1,1
0.482690,0.001915,0.059286,0.004279,0.100365,0.029986,0.000000,0.050788,0.028383,0.009026,0.172345,0.020094,0.000000,0.004725,0.000000,0.001498,0,1,1,2,2,2,2
0.410129,0.005012,0.101743,0.014041,0.080538,0.028763,0.000000,0.049006,0.000000,0.010764,0.091700,0.021143,0.000000,0.004933,0.000000,0.002486,0,2,2,3,1,2,2
0.311810,0.003865,0.108687,0.007086,0.076774,0.026817,0.000000,0.041742,0.000000,0.008589,0.000000,0.030753,0.000000,0.004584,0.000000,0.002913,0,2,2,2,1,1,1
0.382481,0.002257,0.068239,0.010805,0.086400,0.027915,0.000000,0.046260,0.000000,0.011143,0.103417,0.021034,0.000000,0.003657,0.000000,0.001354,0,1,1,2,1,1,1
0.484347,0.007904,0.067086,0.007441,0.085737,0.027784,0.000000,0.064209,0.022081,0.011102,0.143725,0.030307,0.009765,0.004743,0.000000,0.002463,0,1,1,2,2,2,2
0.407902,0.004318,0.120036,0.005851,0.076534,0.026046,0.000000,0.045847,0.000000,0.009847,0.081221,0.033574,0.000000,0.002966,0.000000,0.001662,1,2,2,3,1,2,2
0.491204,0.007233,0.086902,0.010142,0.074310,0.030502,0.000000,0.050993,0.013333,0.009603,0.158001,0.032757,0.010359,0.004034,0.000000,0.003035,0,1,2,2,2,2,2
0.486549,0.005629,0.055750,0.010169,0.109200,0.031821,0.000000,0.051320,0.011618,0.010359,0.164016,0.027264,0.000000,0.006503,0.000000,0.002900,0,1,2,2,2,2,2
0.499418,0.006252,0.067365,0.014517,0.086479,0.024271,0.000000,0.056273,0.030066,0.008948,0.161445,0.034854,0.000000,0.005318,0.000000,0.003630,0,1,2,2,2,2,2
0.493211,0.004097,0.079142,0.008711,0.088011,0.025393,0.000000,0.053991,0.038848,0.009360,0.144303,0.032420,0.000000,0.007014,0.000000,0.001921,0,1,2,2,2,2,2
0.410471,0.002608,0.081635,0.007696,0.098368,0.023737,0.000000,0.037696,0.000000,0.008927,0.105182,0.030559,0.009385,0.002913,0.000000,0.001765,0,1,1,2,1,1,1
0.502519,0.002865,0.104527,0.009094,0.076479,0.029587,0.000000,0.057646,0.019953,0.009385,0.142816,0.036866,0.009670,0.002085,0.000000,0.001546,0,1,2,2,2,2,2
0.498836,0.004500,0.087957,0.015455,0.078688,0.021039,0.000000,0.046335,0.036002,0.009670,0.163334,0.030889,0.000000,0.003998,0.000000,0.000969,0,1,2,2,2,2,2
0.394413,0.002894,0.093596,0.008972,0.076800,0.015642,0.000000,0.045328,0.000000,0.010933,0.105883,0.029578,0.000000,0.004598,0.000000,0.000189,0,1,2,2,1,2,2
0.479608,0.002473,0.092675,0.006664,0.093164,0.030227,0.000000,0.051279,0.018873,0.009719,0.140719,0.025509,0.000000,0.006752,0.000000,0.001554,0,1,2,2,2,2,2
0.508885,0.007411,0.101599,0.008949,0.081148,0.026083,0.000000,0.044239,0.010481,0.011742,0.184661,0.027188,0.000000,0.004208,0.000000,0.001176,0,1,2,2,2,2,2
0.389524,0.001637,0.099456,0.010048,0.081439,0.023948,0.000000,0.060149,0.000000,0.009969,0.071584,0.027627,0.000000,0.002431,0.000000,0.001236,0,1,2,2,1,1,1
0.443962,0.002162,0.063328,0.006946,0.095286,0.028319,0.000000,0.059522,0.002733,0.010306,0.148686,0.023257,0.000000,0.001758,0.000000,0.001659,0,1,1,2,2,2,2
0.478390,0.004625,0.068252,0.008671,0.083106,0.023731,0.000000,0.048707,0.007489,0.010655,0.190982,0.026442,0.000000,0.005533,0.000000,0.000197,0,1,1,2,2,2,2
0.377335,0.004152,0.069438,0.005728,0.091651,0.031905,0.000000,0.044549,0.000000,0.009621,0.081490,0.033062,0.000000,0.004125,0.000000,0.001614,0,1,1,2,1,1,1
0.377894,0.006383,0.072072,0.013168,0.084376,0.031183,0.000000,0.052106,0.000000,0.008696,0.071060,0.030365,0.000000,0.006636,0.000000,0.001849,0,1,2,2,1,1,1
0.426878,0.008155,0.100350,0.007646,0.090290,0.019512,0.000000,0.062661,0.000000,0.010952,0.093306,0.027734,0.000000,0.004017,0.000000,0.002255,1,2,2,2,1,2,2
0.389545,0.004840,0.079440,0.012726,0.093651,0.022947,0.000000,0.046483,0.000000,0.009549,0.079742,0.027611,0.008944,0.002259,0.000000,0.001353,0,1,1,2,1,1,1
0.494210,0.005952,0.077009,0.014167,0.074938,0.027051,0.000000,0.068254,0.011873,0.008944,0.174268,0.026925,0.000000,0.002405,0.000000,0.002424,0,1,2,2,2,2,2
0.388015,0.007273,0.072572,0.009139,0.086551,0.029667,0.001405,0.058941,0.000000,0.008082,0.083237,0.025721,0.000000,0.003648,0.000000,0.001779,0,1,1,2,1,1,1
0.504345,0.005102,0.075090,0.013183,0.092157,0.028587,0.000000,0.045934,0.028364,0.009186,0.152954,0.034731,0.010574,0.006725,0.000000,0.001758,0,1,2,2,2,2,2
0.451493,0.001949,0.050486,0.013414,0.083493,0.031235,0.000000,0.049932,0.022477,0.010574,0.145113,0.027025,0.008427,0.004815,0.000000,0.002553,0,1,1,2,2,2,2
0.484831,0.005454,0.082321,0.005847,0.089484,0.028263,0.000000,0.058768,0.000166,0.008427,0.163880,0.034784,0.000000,0.005186,0.000000,0.002251,0,1,2,2,2,2,2
0.497452,0.005662,0.076967,0.013765,0.088055,0.024114,0.000000,0.057488,0.019195,0.009967,0.157825,0.028816,0.009620,0.005252,0.000000,0.000726,0,1,2,2,2,2,2
0.515121,0.005823,0.091089,0.006684,0.092099,0.018651,0.000000,0.052584,0.016609,0.009620,0.178342,0.038035,0.000000,0.003830,0.000000,0.001755,0,1,2,2,2,2,2
0.392590,0.007361,0.091387,0.008490,0.082757,0.022751,0.003778,0.058910,0.000000,0.010784,0.059954,0.030083,0.011160,0.004226,0.000000,0.000949,0,1,2,2,1,1,1
0.493845,0.005072,0.095580,0.009132,0.086870,0.030868,0.000000,0.037674,0.014448,0.011160,0.165898,0.030158,0.000000,0.006481,0.000000,0.000504,1,1,2,2,2,2,2
0.495872,0.003184,0.096249,0.010477,0.085022,0.031568,0.000000,0.048750,0.018468,0.011850,0.151972,0.034031,0.000000,0.003107,0.000000,0.001194,0,1,2,2,2,2,2
0.386584,0.005449,0.081899,0.014444,0.087731,0.027967,0.000000,0.031650,0.000000,0.008625,0.091573,0.028948,0.000000,0.005674,0.000000,0.002624,0,1,2,2,1,1,1
0.501853,0.005732,0.093969,0.007372,0.087084,0.025391,0.000000,0.036934,0.030278,0.009225,0.173336,0.024658,0.000000,0.007206,0.000000,0.000668,0,1,2,2,2,2,2
0.505438,0.004524,0.090042,0.011971,0.099425,0.025087,0.000000,0.049680,0.020687,0.008189,0.160181,0.025927,0.000000,0.007791,0.000000,0.001934,0,1,2,2,2,2,2
0.414725,0.006946,0.089533,0.009371,0.098947,0.025507,0.000000,0.044712,0.000000,0.009891,0.089676,0.029697,0.000000,0.008547,0.000000,0.001898,1,2,2,3,1,1,2
0.492428,0.003925,0.100437,0.008811,0.090253,0.020081,0.000000,0.056261,0.033247,0.009839,0.129481,0.031018,0.000000,0.006401,0.000000,0.002674,0,1,2,2,2,2,2
0.462911,0.002876,0.071586,0.011033,0.087623,0.029666,0.000000,0.045353,0.011645,0.009417,0.157214,0.030959,0.000000,0.003147,0.000000,0.002392,0,1,1,2,2,2,2
0.417559,0.008299,0.100345,0.008781,0.089923,0.020601,0.000000,0.050206,0.000000,0.009138,0.098168,0.023807,0.000000,0.006547,0.000000,0.001744,1,2,2,2,1,1,1
0.523984,0.003882,0.109533,0.004993,0.092410,0.019296,0.000000,0.058046,0.026831,0.009606,0.163054,0.028864,0.000000,0.005012,0.000000,0.002457,0,2,2,2,2,2,2
0.330488,0.006042,0.088019,0.012988,0.010942,0.024765,0.000000,0.033302,0.000000,0.010897,0.112850,0.023232,0.000000,0.006364,0.000000,0.001087,0,1,1,2,1,1,1
0.413228,0.005300,0.113999,0.010527,0.088752,0.021605,0.000000,0.068114,0.000000,0.009351,0.058482,0.027571,0.000000,0.008470,0.000000,0.001057,0,2,2,2,1,2,2
0.497349,0.003369,0.079714,0.012755,0.094445,0.017021,0.000000,0.053489,0.022480,0.010381,0.165761,0.031294,0.000000,0.004150,0.000000,0.002490,0,1,2,2,2,2,2
0.484377,0.005355,0.076829,0.005386,0.101136,0.025754,0.000000,0.068639,0.013199,0.009217,0.137647,0.031870,0.000000,0.007123,0.000000,0.002222,0,1,2,2,2,2,2
0.405203,0.005074,0.091074,0.013852,0.082294,0.024828,0.000000,0.063526,0.000000,0.009235,0.079145,0.031606,0.000000,0.002577,0.000000,0.001992,0,1,2,2,1,1,1
0.407491,0.005422,0.115101,0.008363,0.003284,0.027675,0.000000,0.044791,0.033019,0.010530,0.132875,0.021731,0.000000,0.004024,0.000000,0.000676,1,1,1,2,1,2,2
0.517858,0.008235,0.083179,0.011971,0.088745,0.032313,0.000000,0.051750,0.000000,0.009708,0.186940,0.031389,0.009833,0.002569,0.000000,0.001226,0,1,2,2,2,2,2
0.532609,0.004888,0.119919,0.008103,0.098430,0.028747,0.000000,0.058389,0.022137,0.009833,0.134826,0.031244,0.010570,0.005048,0.000000,0.000475,1,2,2,3,2,2,2
0.502907,0.002834,0.099775,0.010982,0.081992,0.025367,0.000000,0.053646,0.012210,0.010570,0.167334,0.030207,0.000000,0.004063,0.000000,0.003927,0,2,2,2,2,2,2
0.508386,0.004287,0.104914,0.009709,0.087397,0.031978,0.000000,0.044746,0.016800,0.011433,0.156774,0.022761,0.009209,0.005210,0.000000,0.003168,0,1,2,2,2,2,2
0.521768,0.006021,0.090760,0.011754,0.098373,0.021840,0.000000,0.047595,0.015023,0.009209,0.171177,0.034111,0.009752,0.005568,0.000000,0.000585,1,2,2,2,2,2,2
0.492854,0.004955,0.098477,0.011140,0.089161,0.018558,0.000000,0.056640,0.030018,0.009752,0.136537,0.028805,0.000000,0.006412,0.000000,0.002399,0,2,2,2,2,2,2
0.418985,0.005036,0.081263,0.008074,0.010649,0.033017,0.000000,0.062313,0.000000,0.009875,0.161382,0.031576,0.010814,0.003725,0.000000,0.001261,0,1,1,2,1,2,2
0.511805,0.004172,0.111835,0.015118,0.069732,0.027736,0.000000,0.047703,0.027631,0.010814,0.166058,0.023878,0.000000,0.003911,0.000000,0.003217,0,2,2,2,2,2,2
0.497035,0.003821,0.082308,0.010444,0.085364,0.027926,0.000000,0.066806,0.000805,0.010221,0.167285,0.036917,0.000000,0.003406,0.000000,0.001732,0,1,1,2,2,2,2
0.383290,0.008402,0.073147,0.012423,0.076679,0.020868,0.006325,0.049895,0.000000,0.009541,0.089843,0.032337,0.000000,0.003219,0.000000,0.000611,0,1,1,2,1,1,1
0.441772,0.003356,0.090956,0.004519,0.010341,0.025694,0.000000,0.057431,0.027377,0.011094,0.171875,0.034017,0.000000,0.003691,0.000000,0.001421,0,1,1,1,1,2,2
0.429478,0.007569,0.114147,0.012091,0.076404,0.033276,0.006547,0.063344,0.000000,0.009631,0.067922,0.025010,0.010593,0.002460,0.000000,0.000484,0,2,2,3,1,2,2
0.499299,0.006198,0.072665,0.011089,0.091404,0.028745,0.000000,0.054472,0.019346,0.010593,0.169295,0.029501,0.000000,0.003982,0.000000,0.002009,0,1,2,2,2,2,2
0.388019,0.005507,0.074250,0.005743,0.097358,0.019960,0.000000,0.037893,0.000000,0.011616,0.087490,0.030142,0.009621,0.005172,0.000000,0.003267,0,1,2,2,1,1,2
0.490312,0.005829,0.087370,0.010070,0.081147,0.027605,0.000000,0.044598,0.013564,0.009621,0.182024,0.021470,0.000000,0.005412,0.000000,0.001602,0,1,2,2,2,2,2
0.490347,0.006473,0.082118,0.011605,0.087587,0.027710,0.000000,0.052178,0.024158,0.010910,0.152724,0.030085,0.000000,0.003370,0.000000,0.001429,0,1,2,2,2,2,2
0.436150,0.003573,0.119404,0.008678,0.098358,0.022795,0.000000,0.060290,0.000000,0.010836,0.073837,0.032466,0.000000,0.003884,0.000000,0.002029,1,2,2,3,2,2,2
0.509183,0.005190,0.089775,0.013839,0.082863,0.026126,0.000000,0.063224,0.022036,0.008717,0.157509,0.033651,0.000000,0.002447,0.000000,0.003806,0,1,2,2,2,2,2
0.405428,0.006216,0.093447,0.014983,0.082562,0.029419,0.000000,0.052655,0.000000,0.009263,0.082720,0.029280,0.000000,0.003890,0.000000,0.000993,1,1,2,3,1,2,2
0.408739,0.004472,0.089865,0.009374,0.091383,0.025166,0.000000,0.054410,0.000000,0.009499,0.092445,0.026698,0.000000,0.002989,0.000000,0.002438,0,1,2,2,1,2,2
0.511885,0.002905,0.093898,0.009495,0.097699,0.030686,0.000000,0.069905,0.004002,0.009199,0.146386,0.029992,0.008480,0.006140,0.000000,0.003098,0,2,2,2,2,2,2
0.498497,0.005247,0.092342,0.010710,0.091061,0.022070,0.000000,0.047931,0.023920,0.008480,0.165144,0.025197,0.000000,0.003775,0.000000,0.002620,0,2,2,2,2,2,2
0.510728,0.004690,0.095393,0.012852,0.092865,0.033849,0.000000,0.047846,0.011111,0.008905,0.166118,0.027686,0.000000,0.006444,0.000000,0.002969,1,2,2,2,2,2,2
0.474570,0.005219,0.067195,0.013246,0.105435,0.024335,0.000000,0.067707,0.000000,0.009175,0.142803,0.031419,0.000000,0.006601,0.000000,0.001435,0,1,2,2,2,2,2
0.397698,0.001170,0.076492,0.011374,0.088646,0.023065,0.000000,0.058618,0.000000,0.008194,0.091807,0.026679,0.000000,0.007984,0.000000,0.003669,0,1,2,2,1,1,1
0.531351,0.003339,0.104529,0.010707,0.093982,0.020605,0.000000,0.049938,0.014073,0.011982,0.183215,0.035811,0.000000,0.002188,0.000000,0.000982,0,2,2,2,2,2,2
0.431646,0.005482,0.105107,0.005016,0.100793,0.022285,0.000000,0.031785,0.000000,0.010888,0.118660,0.025907,0.000000,0.003961,0.000000,0.001762,0,2,2,2,1,2,2
0.527241,0.006915,0.112966,0.013664,0.086471,0.024258,0.000000,0.060275,0.018470,0.009875,0.156305,0.027012,0.000000,0.007512,0.000000,0.003518,0,2,2,2,2,2,2
0.301163,0.001775,0.087832,0.010020,0.086625,0.028219,0.000000,0.038563,0.000000,0.010924,0.001229,0.032965,0.000000,0.001210,0.000000,0.001801,0,1,2,2,1,1,1
0.395766,0.004322,0.084245,0.005024,0.100895,0.031971,0.015290,0.060845,0.000000,0.009912,0.039370,0.028575,0.008913,0.004761,0.000000,0.001643,0,1,2,2,1,1,1
0.401529,0.006464,0.085710,0.014902,0.081962,0.018828,0.000000,0.043449,0.000000,0.008405,0.097258,0.031259,0.009279,0.002259,0.000000,0.001754,0,1,2,2,1,2,2
0.385361,0.003611,0.087287,0.008370,0.094508,0.023749,0.012582,0.057124,0.000000,0.011244,0.057026,0.024385,0.000000,0.003683,0.000000,0.001792,0,1,2,2,1,1,1
0.392899,0.007089,0.073845,0.010040,0.010601,0.028493,0.000000,0.051995,0.002766,0.010174,0.167466,0.024893,0.000000,0.003337,0.000000,0.002200,0,0,1,1,1,2,2
0.515387,0.004388,0.092685,0.011556,0.082889,0.027656,0.000000,0.053704,0.020623,0.010409,0.175339,0.029493,0.000000,0.004955,0.000000,0.001690,0,2,2,2,2,2,2
0.399176,0.006371,0.094998,0.013690,0.088232,0.018495,0.000000,0.039334,0.000000,0.010199,0.093971,0.028776,0.000000,0.002894,0.000000,0.002216,1,2,2,2,1,1,1
0.410625,0.002049,0.095668,0.011360,0.094982,0.026436,0.000000,0.060688,0.000000,0.009885,0.066428,0.036842,0.000000,0.005890,0.000000,0.000397,0,2,2,2,1,2,2
0.425009,0.003127,0.101051,0.011625,0.087423,0.025008,0.000000,0.063589,0.000000,0.010993,0.064729,0.038952,0.010372,0.007278,0.000000,0.000862,1,2,2,2,1,1,1
0.510630,0.006101,0.100769,0.007001,0.093286,0.018709,0.000000,0.047442,0.034916,0.010372,0.140541,0.033592,0.011605,0.004328,0.000000,0.001968,1,1,2,2,2,2,2
0.477476,0.001884,0.073402,0.009672,0.082257,0.024949,0.000000,0.055011,0.014361,0.011605,0.173650,0.023844,0.000000,0.006228,0.000000,0.000613,0,1,1,2,2,2,2
0.414743,0.006307,0.114901,0.010081,0.069934,0.020490,0.000000,0.039239,0.000000,0.009690,0.099257,0.026079,0.009511,0.007309,0.000000,0.001945,0,2,2,2,1,2,2
0.483931,0.001715,0.061704,0.005556,0.111562,0.022703,0.000000,0.049556,0.010065,0.009511,0.174271,0.027999,0.000000,0.006913,0.000000,0.002376,0,1,1,2,2,2,2
0.434980,0.006631,0.106887,0.012714,0.092421,0.018474,0.000000,0.060350,0.000000,0.010085,0.090029,0.031008,0.000000,0.004548,0.000000,0.001833,0,2,2,2,1,2,2
0.448889,0.003655,0.112680,0.009390,0.096479,0.021448,0.012142,0.045700,0.000000,0.010098,0.091220,0.038010,0.000000,0.005437,0.000000,0.002630,1,2,2,2,1,2,2
0.399761,0.003712,0.085485,0.006768,0.083239,0.015566,0.015981,0.041049,0.000000,0.010534,0.095175,0.033046,0.000000,0.007984,0.000000,0.001222,0,1,2,2,1,2,2
0.499307,0.005584,0.094198,0.013963,0.070694,0.026320,0.000000,0.059832,0.033776,0.009033,0.143834,0.023968,0.009252,0.006245,0.000000,0.002608,0,1,2,2,2,2,2
0.500202,0.006883,0.084795,0.011085,0.084635,0.026818,0.000000,0.044802,0.023077,0.009252,0.164456,0.033199,0.000000,0.007583,0.000000,0.003617,1,1,2,2,2,2,2
0.506997,0.004643,0.086510,0.011521,0.089759,0.017043,0.000000,0.050913,0.037732,0.009753,0.148414,0.031755,0.010440,0.006006,0.000000,0.002508,0,1,2,2,2,2,2
0.516012,0.006511,0.085965,0.011076,0.092888,0.025715,0.000000,0.046177,0.021514,0.010440,0.177487,0.031384,0.000000,0.004802,0.000000,0.002053,0,1,2,2,2,2,2
0.385208,0.005862,0.066883,0.011309,0.085356,0.026308,0.000000,0.046273,0.000000,0.010942,0.086713,0.036493,0.000000,0.006030,0.000000,0.003039,0,1,1,2,1,1,1
0.477830,0.006060,0.059390,0.005578,0.093265,0.033917,0.000000,0.062442,0.020542,0.009170,0.136661,0.035923,0.009406,0.003801,0.000000,0.001675,0,1,1,2,2,2,2
0.391158,0.006856,0.095306,0.010638,0.088869,0.019760,0.000000,0.053522,0.000000,0.010281,0.073599,0.028890,0.000000,0.001429,0.000000,0.002008,0,2,2,3,1,2,2
0.475053,0.005097,0.060216,0.010069,0.102787,0.024421,0.000000,0.047122,0.008707,0.010535,0.176279,0.023791,0.000000,0.004005,0.000000,0.002024,0,1,2,2,2,2,2
0.413438,0.004085,0.105266,0.008749,0.089957,0.026255,0.000000,0.047494,0.000000,0.010627,0.088333,0.026005,0.000000,0.004736,0.000000,0.001931,0,1,2,2,1,1,1
0.386128,0.007177,0.074354,0.005717,0.088466,0.032799,0.000000,0.061327,0.000000,0.011612,0.071928,0.027404,0.000000,0.003356,0.000000,0.001988,0,1,2,2,1,1,1
0.473799,0.006250,0.076191,0.008072,0.091719,0.025196,0.000000,0.059483,0.016224,0.009388,0.142399,0.028739,0.000000,0.007474,0.000000,0.002664,0,1,1,2,2,2,2
0.467516,0.005206,0.076030,0.010629,0.089911,0.025096,0.000000,0.038734,0.028371,0.010119,0.143679,0.031576,0.000000,0.006421,0.000000,0.001744,0,1,2,2,2,2,2
0.492784,0.001988,0.078381,0.010064,0.098355,0.023291,0.000000,0.057019,0.000000,0.009756,0.179441,0.029875,0.000000,0.002485,0.000000,0.002129,0,1,2,2,2,2,2
0.502763,0.001338,0.074504,0.007121,0.100715,0.026277,0.000000,0.052778,0.028591,0.010535,0.155828,0.036291,0.000000,0.006274,0.000000,0.002511,0,1,2,2,2,2,2
0.415277,0.004022,0.094359,0.012188,0.078438,0.023671,0.000000,0.061373,0.000000,0.009745,0.088936,0.032946,0.000000,0.007219,0.000000,0.002380,0,2,2,2,1,1,1
0.294800,0.005357,0.079147,0.010419,0.088322,0.022092,0.000000,0.042549,0.000000,0.009283,0.000000,0.029909,0.000000,0.005537,0.000000,0.002185,0,1,1,2,1,1,1
0.521658,0.007309,0.115500,0.010698,0.089506,0.033374,0.000000,0.059749,0.002068,0.010425,0.154397,0.031406,0.000000,0.004326,0.000000,0.002900,1,2,2,2,2,2,2
0.498927,0.004728,0.085753,0.008364,0.086348,0.028553,0.000000,0.048139,0.025695,0.010413,0.153965,0.033290,0.009807,0.003032,0.000000,0.000840,0,1,2,2,2,2,2
0.518809,0.003689,0.090472,0.009119,0.096052,0.031205,0.000000,0.051248,0.004512,0.009807,0.174461,0.032466,0.010667,0.003392,0.000000,0.001719,0,1,2,2,2,2,2
0.404684,0.007046,0.069010,0.005092,0.013289,0.028155,0.000000,0.054666,0.029134,0.010667,0.155623,0.024753,0.000000,0.004027,0.000000,0.003222,0,1,1,1,1,1,2
0.510005,0.003934,0.105066,0.007954,0.083790,0.024387,0.000000,0.058067,0.016960,0.010255,0.152380,0.034211,0.008443,0.003901,0.000000,0.000657,0,2,2,2,2,2,2
