bin,total,start3=0,start3=1,start3=2,start3=3
0.010000,0.083842,0.007958,0.049880,0.025724,0.000280
0.011000,0.098246,0.009135,0.057333,0.031497,0.000280
0.012000,0.116068,0.011209,0.067870,0.036653,0.000336
0.013000,0.118254,0.010536,0.069831,0.037606,0.000280
0.014000,0.132769,0.010032,0.080424,0.041697,0.000616
0.015000,0.118590,0.008295,0.069103,0.040408,0.000785
0.016000,0.113602,0.007286,0.067085,0.038559,0.000673
0.017000,0.089335,0.005548,0.052121,0.031161,0.000504
0.018000,0.074427,0.003475,0.043378,0.027462,0.000112
0.019000,0.054811,0.002634,0.032450,0.019503,0.000224
0.020000,0.000056,0.000000,0.000056,0.000000,0.000000
