bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=8
0.164000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000,0.000000
0.165000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000,0.000000
0.166000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000032,0.000032,0.000000,0.000000
0.167000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000032,0.000032,0.000000,0.000000
0.168000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000,0.000000
0.169000,0.000095,0.000000,0.000000,0.000000,0.000032,0.000032,0.000032,0.000000,0.000000
0.170000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.172000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.174000,0.000095,0.000000,0.000000,0.000000,0.000032,0.000063,0.000000,0.000000,0.000000
0.175000,0.000095,0.000000,0.000000,0.000000,0.000000,0.000063,0.000032,0.000000,0.000000
0.177000,0.000032,0.000000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.178000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000032,0.000032,0.000000,0.000000
0.179000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.181000,0.000158,0.000000,0.000032,0.000000,0.000000,0.000095,0.000032,0.000000,0.000000
0.182000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.183000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.184000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000
0.185000,0.000158,0.000000,0.000000,0.000000,0.000000,0.000063,0.000032,0.000063,0.000000
0.186000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.187000,0.000126,0.000000,0.000000,0.000000,0.000032,0.000000,0.000095,0.000000,0.000000
0.189000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000,0.000000
0.190000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000063,0.000000,0.000000
0.197000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.198000,0.000063,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000,0.000032,0.000000
0.199000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.201000,0.000095,0.000000,0.000000,0.000000,0.000000,0.000032,0.000063,0.000000,0.000000
0.204000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000,0.000000
0.206000,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000063,0.000000,0.000000
0.215000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000,0.000000
0.229000,0.000032,0.000000,0.000000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.236000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000000
0.338000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032
