start1->finish3,start1->finish1,finish1->start2,start2->finish2,finish2->start3,start3->finish3,start3
0.163834,0.013259,0.043330,0.021437,0.045940,0.039868,2
0.160129,0.011215,0.000000,0.028653,0.084852,0.035409,2
0.112691,0.012666,0.011328,0.028701,0.021514,0.038482,2
0.087448,0.017972,0.000000,0.020510,0.010535,0.038431,1
0.088598,0.010535,0.016861,0.021570,0.009195,0.030437,1
0.088387,0.017527,0.001827,0.020064,0.013322,0.035647,1
0.183912,0.015872,0.084667,0.020296,0.026956,0.036121,2
0.135128,0.017081,0.010605,0.029845,0.040519,0.037078,1
0.139603,0.010279,0.031257,0.029192,0.029661,0.039214,2
0.203446,0.016685,0.036934,0.024127,0.086514,0.039186,1
0.141707,0.014556,0.061713,0.027564,0.000000,0.037874,3
0.171019,0.011262,0.076623,0.025898,0.023858,0.033378,4
0.183565,0.010835,0.076393,0.025329,0.033531,0.037477,4
0.212036,0.019793,0.026164,0.024186,0.104727,0.037166,2
0.080466,0.012361,0.006533,0.023119,0.007318,0.031135,2
0.135822,0.015311,0.056175,0.025272,0.000000,0.039064,2
0.132548,0.015489,0.013476,0.023045,0.046538,0.034000,2
0.180712,0.019360,0.018704,0.023424,0.082901,0.036323,1
0.177310,0.019679,0.079394,0.026375,0.021189,0.030673,3
0.138124,0.014094,0.040221,0.028906,0.018319,0.036584,3
0.138365,0.010926,0.062742,0.029706,0.000000,0.034991,2
0.209295,0.017773,0.083328,0.025094,0.043113,0.039987,2
0.137998,0.020000,0.029934,0.027127,0.021027,0.039910,2
0.148660,0.010020,0.018543,0.023027,0.063599,0.033471,1
0.081046,0.012905,0.000000,0.020588,0.015110,0.032443,1
0.101978,0.019398,0.000000,0.030000,0.019574,0.033006,1
0.107072,0.017970,0.027902,0.021574,0.000000,0.039626,1
0.183146,0.019327,0.001930,0.023789,0.104448,0.033652,1
0.107376,0.010605,0.037253,0.020400,0.000000,0.039118,1
0.126553,0.015198,0.050199,0.028768,0.000000,0.032388,3
0.133149,0.010469,0.045758,0.026479,0.017629,0.032814,2
0.084170,0.015057,0.008216,0.020423,0.009045,0.031429,1
0.112087,0.018524,0.031158,0.024660,0.000000,0.037745,1
0.097135,0.010947,0.000000,0.020610,0.026003,0.039575,1
0.124949,0.013818,0.036996,0.020190,0.016116,0.037829,1
0.131692,0.019300,0.016116,0.020657,0.045325,0.030294,1
0.205771,0.016116,0.066511,0.029765,0.053562,0.039817,3
