Perception_CameraPerception_SPAWN->Perception_CameraPerception_START,Perception_CameraPerception_SPAWN->Perception_CameraPerception_START
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005419,0.005419
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002023,0.002023
0.000000,0.000000
0.005282,0.005282
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004364,0.004364
0.000000,0.000000
0.000000,0.000000
0.008814,0.008814
0.000000,0.000000
0.005041,0.005041
0.000000,0.000000
0.004404,0.004404
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000268,0.000268
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011779,0.011779
0.007236,0.007236
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004748,0.004748
0.008052,0.008052
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.010599,0.010599
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002502,0.002502
0.000000,0.000000
0.001060,0.001060
0.000000,0.000000
0.004899,0.004899
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000802,0.000802
0.000000,0.000000
0.003964,0.003964
0.000000,0.000000
0.006852,0.006852
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.012395,0.012395
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009085,0.009085
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002274,0.002274
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011282,0.011282
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005170,0.005170
0.009228,0.009228
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000248,0.000248
0.000000,0.000000
0.008355,0.008355
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000032,0.000032
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.012493,0.012493
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006504,0.006504
0.018150,0.018150
0.000000,0.000000
0.007529,0.007529
0.000000,0.000000
0.000000,0.000000
0.005713,0.005713
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009261,0.009261
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001356,0.001356
0.012045,0.012045
0.000000,0.000000
0.000000,0.000000
0.017153,0.017153
0.000000,0.000000
0.000000,0.000000
0.017801,0.017801
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011356,0.011356
0.008735,0.008735
0.022655,0.022655
0.010483,0.010483
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002987,0.002987
0.000000,0.000000
0.009314,0.009314
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001469,0.001469
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000602,0.000602
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006010,0.006010
0.011918,0.011918
0.000000,0.000000
0.007113,0.007113
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006030,0.006030
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.016841,0.016841
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001647,0.001647
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008373,0.008373
0.004440,0.004440
0.000000,0.000000
0.001552,0.001552
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001113,0.001113
0.000000,0.000000
0.000000,0.000000
0.005043,0.005043
0.000000,0.000000
0.000000,0.000000
0.006158,0.006158
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006651,0.006651
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003878,0.003878
0.003797,0.003797
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000201,0.000201
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001707,0.001707
0.001562,0.001562
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008307,0.008307
0.000000,0.000000
0.014196,0.014196
0.000000,0.000000
0.004343,0.004343
0.000000,0.000000
0.004100,0.004100
0.002015,0.002015
0.000000,0.000000
0.000000,0.000000
0.007651,0.007651
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002506,0.002506
0.012571,0.012571
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008145,0.008145
0.007185,0.007185
0.000000,0.000000
0.001764,0.001764
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003279,0.003279
0.001269,0.001269
0.009996,0.009996
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.012307,0.012307
0.015588,0.015588
0.001637,0.001637
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004488,0.004488
0.000000,0.000000
0.009613,0.009613
0.008150,0.008150
0.001264,0.001264
0.000000,0.000000
0.000000,0.000000
0.004256,0.004256
0.000000,0.000000
0.013563,0.013563
0.000000,0.000000
0.014504,0.014504
0.006475,0.006475
0.000000,0.000000
0.005387,0.005387
0.001775,0.001775
0.005387,0.005387
0.007717,0.007717
0.003404,0.003404
0.000000,0.000000
0.000000,0.000000
0.001563,0.001563
0.009810,0.009810
0.004196,0.004196
0.003818,0.003818
0.000000,0.000000
0.000000,0.000000
0.003128,0.003128
0.001075,0.001075
0.000000,0.000000
0.000000,0.000000
0.001295,0.001295
0.000000,0.000000
0.005825,0.005825
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004266,0.004266
0.002352,0.002352
0.000000,0.000000
0.006414,0.006414
0.000000,0.000000
0.006804,0.006804
0.000000,0.000000
0.000000,0.000000
0.004301,0.004301
0.002052,0.002052
0.011754,0.011754
0.000000,0.000000
0.000000,0.000000
0.009401,0.009401
0.000000,0.000000
0.000000,0.000000
0.014224,0.014224
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004747,0.004747
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004702,0.004702
0.004867,0.004867
0.008287,0.008287
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000027,0.000027
0.000379,0.000379
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000909,0.000909
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008421,0.008421
0.000000,0.000000
0.000000,0.000000
0.015322,0.015322
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000620,0.000620
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006076,0.006076
0.000000,0.000000
0.007355,0.007355
0.000000,0.000000
0.006653,0.006653
0.002470,0.002470
0.004424,0.004424
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008077,0.008077
0.000000,0.000000
0.002822,0.002822
0.005300,0.005300
0.000000,0.000000
0.016657,0.016657
0.000000,0.000000
0.005186,0.005186
0.000000,0.000000
0.010417,0.010417
0.000000,0.000000
0.000000,0.000000
0.006156,0.006156
0.000000,0.000000
0.007571,0.007571
0.006055,0.006055
0.000000,0.000000
0.001402,0.001402
0.000000,0.000000
0.000000,0.000000
0.002932,0.002932
0.000000,0.000000
0.000000,0.000000
0.001080,0.001080
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009063,0.009063
0.000000,0.000000
0.000000,0.000000
0.006765,0.006765
0.000000,0.000000
0.000215,0.000215
0.007332,0.007332
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006706,0.006706
0.002683,0.002683
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004141,0.004141
0.002707,0.002707
0.000000,0.000000
0.005088,0.005088
0.004987,0.004987
0.000000,0.000000
0.000000,0.000000
0.003625,0.003625
0.000000,0.000000
0.000000,0.000000
0.004362,0.004362
0.000000,0.000000
0.005612,0.005612
0.006524,0.006524
0.008759,0.008759
0.012751,0.012751
0.000770,0.000770
0.000863,0.000863
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009512,0.009512
0.008134,0.008134
0.003928,0.003928
0.005215,0.005215
0.008971,0.008971
0.000000,0.000000
0.000000,0.000000
0.016079,0.016079
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007676,0.007676
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006202,0.006202
0.010002,0.010002
0.007158,0.007158
0.000000,0.000000
0.004671,0.004671
0.003119,0.003119
0.004753,0.004753
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009660,0.009660
0.000000,0.000000
0.008889,0.008889
0.008240,0.008240
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000888,0.000888
0.000000,0.000000
0.000000,0.000000
0.009234,0.009234
0.002271,0.002271
0.000881,0.000881
0.000000,0.000000
0.009982,0.009982
0.000000,0.000000
0.000000,0.000000
0.002066,0.002066
0.006507,0.006507
0.000000,0.000000
0.006889,0.006889
0.000000,0.000000
0.004182,0.004182
0.000000,0.000000
0.007116,0.007116
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007598,0.007598
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009738,0.009738
0.000000,0.000000
0.009512,0.009512
0.000000,0.000000
0.000000,0.000000
0.006760,0.006760
0.006964,0.006964
0.004775,0.004775
0.008395,0.008395
0.000000,0.000000
0.005423,0.005423
0.010891,0.010891
0.001771,0.001771
0.008410,0.008410
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.017425,0.017425
0.005271,0.005271
0.000000,0.000000
0.005841,0.005841
0.006128,0.006128
0.000000,0.000000
0.007974,0.007974
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006964,0.006964
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003745,0.003745
0.008309,0.008309
0.000000,0.000000
0.030850,0.030850
0.015257,0.015257
0.000000,0.000000
0.039774,0.039774
0.000000,0.000000
0.041704,0.041704
0.000000,0.000000
0.021915,0.021915
0.004842,0.004842
