bin,total,start3=0,start3=1,start3=2,start3=3
0.000000,0.018043,0.014547,0.003496,0.000000,0.000000
0.001000,0.016482,0.013111,0.003309,0.000062,0.000000
0.002000,0.015171,0.012050,0.003122,0.000000,0.000000
0.003000,0.012424,0.009740,0.002685,0.000000,0.000000
0.004000,0.011925,0.008866,0.003059,0.000000,0.000000
0.005000,0.008803,0.006805,0.001935,0.000062,0.000000
0.006000,0.007367,0.005994,0.001374,0.000000,0.000000
0.007000,0.004683,0.003371,0.001311,0.000000,0.000000
0.008000,0.003996,0.002560,0.001436,0.000000,0.000000
0.009000,0.003309,0.001374,0.001935,0.000000,0.000000
0.010000,0.002560,0.001124,0.001436,0.000000,0.000000
0.011000,0.002872,0.000624,0.002248,0.000000,0.000000
0.012000,0.002372,0.000062,0.002310,0.000000,0.000000
0.013000,0.002997,0.000062,0.002934,0.000000,0.000000
0.014000,0.003371,0.000000,0.003371,0.000000,0.000000
0.015000,0.003996,0.000000,0.003933,0.000062,0.000000
0.016000,0.005619,0.000000,0.005557,0.000062,0.000000
0.017000,0.006431,0.000000,0.006306,0.000125,0.000000
0.018000,0.006743,0.000000,0.006618,0.000125,0.000000
0.019000,0.008054,0.000000,0.007992,0.000062,0.000000
0.020000,0.009552,0.000000,0.009490,0.000062,0.000000
0.021000,0.010114,0.000000,0.010052,0.000062,0.000000
0.022000,0.012549,0.000000,0.012362,0.000187,0.000000
0.023000,0.015047,0.000000,0.014922,0.000125,0.000000
0.024000,0.015296,0.000000,0.015234,0.000062,0.000000
0.025000,0.016732,0.000000,0.016545,0.000187,0.000000
0.026000,0.017044,0.000000,0.016607,0.000437,0.000000
0.027000,0.018293,0.000000,0.017981,0.000312,0.000000
0.028000,0.020666,0.000000,0.020416,0.000250,0.000000
0.029000,0.019542,0.000000,0.019354,0.000187,0.000000
0.030000,0.019916,0.000000,0.019791,0.000125,0.000000
0.031000,0.020728,0.000000,0.020666,0.000062,0.000000
0.032000,0.023975,0.000000,0.023725,0.000250,0.000000
0.033000,0.021852,0.000000,0.021602,0.000250,0.000000
0.034000,0.024849,0.000000,0.024599,0.000250,0.000000
0.035000,0.025098,0.000000,0.024724,0.000375,0.000000
0.036000,0.026784,0.000000,0.026534,0.000250,0.000000
0.037000,0.030093,0.000000,0.029531,0.000562,0.000000
0.038000,0.033027,0.000000,0.032590,0.000437,0.000000
0.039000,0.032466,0.000000,0.031904,0.000562,0.000000
0.040000,0.035025,0.000000,0.034276,0.000687,0.000062
0.041000,0.035712,0.000000,0.035025,0.000687,0.000000
0.042000,0.038834,0.000000,0.038022,0.000812,0.000000
0.043000,0.043079,0.000000,0.041456,0.001561,0.000062
0.044000,0.042954,0.000000,0.040832,0.002123,0.000000
0.045000,0.041144,0.000000,0.039146,0.001998,0.000000
0.046000,0.040332,0.000000,0.037647,0.002622,0.000062
0.047000,0.038896,0.000000,0.036836,0.001998,0.000062
0.048000,0.038147,0.000000,0.035275,0.002872,0.000000
0.049000,0.028844,0.000000,0.026784,0.001998,0.000062
0.050000,0.020229,0.000000,0.018793,0.001374,0.000062
0.051000,0.014485,0.000000,0.013611,0.000874,0.000000
0.052000,0.011238,0.000000,0.009989,0.001249,0.000000
0.053000,0.005120,0.000000,0.004558,0.000562,0.000000
0.054000,0.003247,0.000000,0.002997,0.000250,0.000000
0.055000,0.001498,0.000000,0.001436,0.000062,0.000000
0.056000,0.000375,0.000000,0.000375,0.000000,0.000000
