bin,total,start3=0,start3=1,start3=2,start3=3
0.010000,0.077355,0.011800,0.063807,0.001748,0.000000
0.011000,0.096522,0.012924,0.081351,0.002185,0.000062
0.012000,0.114066,0.012050,0.099082,0.002810,0.000125
0.013000,0.126553,0.012549,0.111194,0.002810,0.000000
0.014000,0.126990,0.010739,0.112505,0.003684,0.000062
0.015000,0.123244,0.008678,0.110882,0.003621,0.000062
0.016000,0.112630,0.005182,0.103577,0.003871,0.000000
0.017000,0.093026,0.003496,0.086720,0.002810,0.000000
0.018000,0.072423,0.002123,0.068615,0.001623,0.000062
0.019000,0.057189,0.000749,0.054317,0.002123,0.000000
