bin,total,finish1->start2,finish2->start3,start1->finish1,start2->finish2,start3->finish3
0.070000,0.000112,0.000003,0.000000,0.000018,0.000036,0.000055
0.071000,0.000392,0.000009,0.000011,0.000066,0.000121,0.000183
0.072000,0.000336,0.000014,0.000010,0.000059,0.000102,0.000151
0.073000,0.000616,0.000021,0.000014,0.000109,0.000188,0.000283
0.074000,0.000952,0.000036,0.000037,0.000159,0.000296,0.000423
0.075000,0.001120,0.000038,0.000039,0.000194,0.000351,0.000497
0.076000,0.001624,0.000052,0.000071,0.000290,0.000489,0.000722
0.077000,0.001904,0.000078,0.000079,0.000348,0.000567,0.000832
0.078000,0.002800,0.000113,0.000134,0.000483,0.000848,0.001222
0.079000,0.003136,0.000147,0.000171,0.000553,0.000918,0.001347
0.080000,0.003976,0.000207,0.000209,0.000678,0.001159,0.001723
0.081000,0.003752,0.000179,0.000223,0.000629,0.001117,0.001604
0.082000,0.005544,0.000324,0.000396,0.000909,0.001602,0.002314
0.083000,0.006160,0.000382,0.000465,0.000993,0.001750,0.002570
0.084000,0.006776,0.000412,0.000494,0.001137,0.001903,0.002830
0.085000,0.008568,0.000547,0.000613,0.001434,0.002416,0.003558
0.086000,0.007560,0.000468,0.000671,0.001197,0.002145,0.003080
0.087000,0.008680,0.000577,0.000722,0.001428,0.002413,0.003540
0.088000,0.008624,0.000542,0.000821,0.001414,0.002354,0.003493
0.089000,0.008008,0.000555,0.000812,0.001244,0.002165,0.003232
0.090000,0.007840,0.000550,0.000820,0.001235,0.002117,0.003117
0.091000,0.007952,0.000562,0.000872,0.001232,0.002119,0.003167
0.092000,0.009352,0.000758,0.001059,0.001428,0.002435,0.003672
0.093000,0.008288,0.000658,0.001000,0.001304,0.002144,0.003182
0.094000,0.007896,0.000687,0.000956,0.001183,0.002042,0.003028
0.095000,0.006440,0.000526,0.000907,0.000947,0.001638,0.002421
0.096000,0.006048,0.000577,0.000770,0.000898,0.001558,0.002245
0.097000,0.006104,0.000576,0.000835,0.000900,0.001516,0.002277
0.098000,0.005600,0.000503,0.000839,0.000799,0.001432,0.002027
0.099000,0.006552,0.000613,0.001010,0.000935,0.001604,0.002390
0.100000,0.005096,0.000533,0.000782,0.000727,0.001230,0.001825
0.101000,0.005152,0.000500,0.000878,0.000719,0.001232,0.001824
0.102000,0.005320,0.000545,0.000845,0.000780,0.001277,0.001873
0.103000,0.006272,0.000705,0.001015,0.000884,0.001489,0.002178
0.104000,0.005208,0.000526,0.000948,0.000743,0.001209,0.001782
0.105000,0.006048,0.000623,0.001146,0.000816,0.001404,0.002059
0.106000,0.006048,0.000630,0.001188,0.000840,0.001373,0.002018
0.107000,0.005432,0.000526,0.001181,0.000723,0.001235,0.001767
0.108000,0.006104,0.000608,0.001273,0.000835,0.001393,0.001995
0.109000,0.006888,0.000723,0.001475,0.000925,0.001537,0.002227
0.110000,0.006496,0.000739,0.001407,0.000841,0.001432,0.002077
0.111000,0.007224,0.000773,0.001624,0.000961,0.001579,0.002286
0.112000,0.007560,0.000847,0.001690,0.000994,0.001644,0.002385
0.113000,0.007168,0.000794,0.001671,0.000917,0.001550,0.002237
0.114000,0.008120,0.000900,0.001922,0.001040,0.001749,0.002509
0.115000,0.009968,0.001199,0.002316,0.001287,0.002130,0.003035
0.116000,0.007840,0.000928,0.001925,0.000983,0.001629,0.002375
0.117000,0.010472,0.001275,0.002542,0.001314,0.002210,0.003131
0.118000,0.011424,0.001362,0.002838,0.001427,0.002404,0.003392
0.119000,0.013328,0.001675,0.003326,0.001632,0.002736,0.003960
0.120000,0.013104,0.001725,0.003256,0.001611,0.002695,0.003816
0.121000,0.013440,0.001865,0.003300,0.001614,0.002727,0.003934
0.122000,0.015904,0.002262,0.003944,0.001880,0.003199,0.004619
0.123000,0.014560,0.001972,0.003730,0.001757,0.002947,0.004155
0.124000,0.016688,0.002413,0.004162,0.002014,0.003331,0.004768
0.125000,0.018816,0.002911,0.004648,0.002195,0.003739,0.005322
0.126000,0.018536,0.002721,0.004803,0.002187,0.003637,0.005189
0.127000,0.019096,0.002933,0.004969,0.002195,0.003699,0.005300
0.128000,0.021952,0.003461,0.005695,0.002542,0.004220,0.006033
0.129000,0.024808,0.004135,0.006369,0.002823,0.004687,0.006794
0.130000,0.024136,0.004211,0.006080,0.002729,0.004537,0.006579
0.131000,0.026432,0.004601,0.006686,0.003024,0.005018,0.007104
0.132000,0.026488,0.004755,0.006677,0.002972,0.004956,0.007128
