bin,total,finish1->start2,finish2->start3,start1->finish1,start2->finish2,start3->finish3
0.306000,0.000016,0.000009,0.000000,0.000000,0.000007,0.000000
0.312000,0.000016,0.000000,0.000000,0.000000,0.000000,0.000016
0.553000,0.000016,0.000006,0.000010,0.000000,0.000000,0.000000
0.796000,0.000016,0.000009,0.000000,0.000005,0.000000,0.000002
0.929000,0.000016,0.000000,0.000009,0.000001,0.000000,0.000005
0.980000,0.000016,0.000000,0.000003,0.000002,0.000000,0.000011
0.988000,0.000016,0.000000,0.000003,0.000009,0.000000,0.000004
1.085000,0.000016,0.000000,0.000016,0.000000,0.000000,0.000000
1.230000,0.000016,0.000002,0.000000,0.000000,0.000000,0.000014
1.272000,0.000016,0.000010,0.000000,0.000000,0.000000,0.000006
1.304000,0.000016,0.000008,0.000000,0.000005,0.000003,0.000000
1.335000,0.000016,0.000015,0.000000,0.000000,0.000000,0.000001
1.364000,0.000016,0.000000,0.000000,0.000000,0.000000,0.000016
1.403000,0.000016,0.000012,0.000000,0.000000,0.000004,0.000000
1.444000,0.000016,0.000000,0.000000,0.000016,0.000000,0.000000
1.445000,0.000016,0.000000,0.000007,0.000000,0.000009,0.000000
1.450000,0.000016,0.000000,0.000000,0.000000,0.000007,0.000009
1.511000,0.000016,0.000008,0.000008,0.000000,0.000000,0.000000
1.513000,0.000016,0.000009,0.000000,0.000003,0.000004,0.000000
1.523000,0.000016,0.000000,0.000004,0.000000,0.000012,0.000000
1.546000,0.000016,0.000016,0.000000,0.000000,0.000000,0.000000
1.560000,0.000016,0.000011,0.000003,0.000002,0.000000,0.000000
1.686000,0.000016,0.000001,0.000004,0.000000,0.000004,0.000007
1.711000,0.000016,0.000000,0.000000,0.000000,0.000016,0.000000
1.714000,0.000016,0.000000,0.000009,0.000000,0.000000,0.000007
1.762000,0.000016,0.000007,0.000005,0.000000,0.000004,0.000000
1.770000,0.000016,0.000013,0.000000,0.000000,0.000000,0.000003
1.796000,0.000016,0.000004,0.000005,0.000000,0.000000,0.000006
1.862000,0.000016,0.000000,0.000014,0.000000,0.000000,0.000002
1.889000,0.000016,0.000007,0.000000,0.000008,0.000000,0.000000
1.969000,0.000016,0.000008,0.000006,0.000000,0.000000,0.000002
2.150000,0.000016,0.000002,0.000000,0.000011,0.000000,0.000003
2.152000,0.000016,0.000000,0.000000,0.000000,0.000002,0.000014
2.191000,0.000016,0.000011,0.000004,0.000000,0.000000,0.000001
2.203000,0.000016,0.000000,0.000000,0.000000,0.000005,0.000011
2.295000,0.000016,0.000000,0.000000,0.000008,0.000000,0.000008
2.324000,0.000016,0.000000,0.000000,0.000006,0.000000,0.000010
2.358000,0.000016,0.000010,0.000003,0.000001,0.000001,0.000000
2.379000,0.000016,0.000000,0.000000,0.000000,0.000016,0.000000
2.484000,0.000016,0.000001,0.000005,0.000005,0.000002,0.000002
2.554000,0.000016,0.000009,0.000000,0.000000,0.000000,0.000007
2.745000,0.000016,0.000003,0.000005,0.000000,0.000004,0.000003
2.815000,0.000016,0.000015,0.000000,0.000000,0.000000,0.000001
2.821000,0.000016,0.000003,0.000000,0.000002,0.000009,0.000002
2.844000,0.000016,0.000004,0.000003,0.000001,0.000000,0.000008
2.868000,0.000016,0.000007,0.000002,0.000001,0.000000,0.000006
2.880000,0.000016,0.000008,0.000003,0.000001,0.000000,0.000004
2.891000,0.000016,0.000005,0.000000,0.000000,0.000009,0.000002
2.906000,0.000016,0.000002,0.000004,0.000005,0.000000,0.000004
2.935000,0.000016,0.000012,0.000000,0.000004,0.000000,0.000000
2.969000,0.000016,0.000000,0.000000,0.000003,0.000004,0.000010
2.993000,0.000016,0.000005,0.000005,0.000000,0.000006,0.000000
3.000000,0.000016,0.000014,0.000000,0.000000,0.000000,0.000002
3.022000,0.000016,0.000012,0.000001,0.000000,0.000003,0.000000
3.031000,0.000032,0.000003,0.000009,0.000015,0.000003,0.000001
3.036000,0.000016,0.000004,0.000003,0.000000,0.000000,0.000008
3.043000,0.000016,0.000000,0.000002,0.000002,0.000000,0.000012
3.066000,0.000016,0.000002,0.000003,0.000003,0.000001,0.000007
3.098000,0.000016,0.000001,0.000000,0.000002,0.000013,0.000000
3.101000,0.000016,0.000010,0.000006,0.000000,0.000000,0.000000
3.127000,0.000016,0.000009,0.000000,0.000007,0.000000,0.000000
3.183000,0.000016,0.000013,0.000000,0.000000,0.000000,0.000003
3.188000,0.000016,0.000002,0.000000,0.000005,0.000000,0.000009
3.278000,0.000016,0.000004,0.000004,0.000000,0.000000,0.000007
3.325000,0.000016,0.000007,0.000000,0.000004,0.000005,0.000000
3.333000,0.000016,0.000002,0.000006,0.000001,0.000003,0.000004
3.354000,0.000016,0.000000,0.000000,0.000004,0.000012,0.000000
3.357000,0.000016,0.000006,0.000000,0.000000,0.000008,0.000002
3.376000,0.000016,0.000004,0.000002,0.000003,0.000005,0.000002
3.404000,0.000016,0.000002,0.000000,0.000003,0.000007,0.000003
3.405000,0.000016,0.000003,0.000001,0.000000,0.000000,0.000012
3.445000,0.000016,0.000002,0.000000,0.000006,0.000002,0.000006
3.455000,0.000016,0.000000,0.000000,0.000003,0.000005,0.000008
3.530000,0.000016,0.000006,0.000000,0.000004,0.000000,0.000006
3.690000,0.000016,0.000000,0.000001,0.000009,0.000002,0.000004
3.714000,0.000016,0.000004,0.000000,0.000001,0.000006,0.000005
3.722000,0.000016,0.000003,0.000005,0.000000,0.000002,0.000005
3.723000,0.000016,0.000003,0.000000,0.000000,0.000007,0.000007
3.727000,0.000016,0.000003,0.000000,0.000000,0.000007,0.000006
3.792000,0.000016,0.000004,0.000000,0.000004,0.000002,0.000007
3.822000,0.000016,0.000009,0.000000,0.000001,0.000006,0.000000
3.872000,0.000032,0.000013,0.000005,0.000003,0.000007,0.000004
3.960000,0.000016,0.000008,0.000004,0.000000,0.000001,0.000003
3.988000,0.000016,0.000005,0.000001,0.000000,0.000004,0.000005
3.992000,0.000016,0.000010,0.000000,0.000003,0.000000,0.000003
4.065000,0.000016,0.000000,0.000000,0.000001,0.000013,0.000002
4.101000,0.000016,0.000012,0.000000,0.000000,0.000004,0.000001
4.105000,0.000016,0.000003,0.000001,0.000006,0.000006,0.000000
4.111000,0.000016,0.000003,0.000000,0.000005,0.000000,0.000008
4.142000,0.000016,0.000000,0.000002,0.000008,0.000003,0.000003
4.147000,0.000016,0.000004,0.000006,0.000003,0.000000,0.000003
4.157000,0.000016,0.000003,0.000000,0.000000,0.000013,0.000000
4.191000,0.000016,0.000004,0.000001,0.000000,0.000000,0.000011
4.240000,0.000016,0.000004,0.000000,0.000003,0.000000,0.000009
4.254000,0.000016,0.000002,0.000000,0.000004,0.000010,0.000000
4.266000,0.000016,0.000001,0.000000,0.000003,0.000009,0.000003
4.274000,0.000016,0.000005,0.000004,0.000000,0.000004,0.000002
4.282000,0.000016,0.000002,0.000001,0.000000,0.000000,0.000013
4.311000,0.000016,0.000012,0.000000,0.000000,0.000002,0.000002
4.336000,0.000016,0.000008,0.000000,0.000004,0.000004,0.000000
4.379000,0.000016,0.000002,0.000008,0.000000,0.000005,0.000001
4.390000,0.000016,0.000001,0.000000,0.000000,0.000015,0.000000
4.393000,0.000016,0.000001,0.000000,0.000006,0.000005,0.000004
4.415000,0.000016,0.000014,0.000000,0.000000,0.000002,0.000001
4.424000,0.000016,0.000000,0.000002,0.000000,0.000004,0.000010
4.444000,0.000016,0.000000,0.000000,0.000015,0.000000,0.000001
4.462000,0.000016,0.000009,0.000000,0.000004,0.000000,0.000002
