bin,total,Braking_START->Braking_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Camera1_START->Camera1_FINISH,CollisionDetection_BrakingDecision_FINISH->Braking_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,Perception_Fusion_START->Perception_Fusion_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH
0.436000,0.010478,0.000241,0.002030,0.000135,0.000000,0.000121,0.000014,0.000659,0.001457,0.000267,0.000008,0.000597,0.000097,0.001206,0.003408,0.000240
0.437000,0.010478,0.000250,0.001859,0.000108,0.000000,0.000107,0.000107,0.000730,0.001420,0.000231,0.000017,0.000583,0.000188,0.001198,0.003440,0.000240
0.438000,0.009168,0.000208,0.001800,0.000097,0.000000,0.000107,0.000045,0.000646,0.001333,0.000220,0.000000,0.000537,0.000041,0.001092,0.002830,0.000210
0.439000,0.013098,0.000304,0.002684,0.000160,0.000000,0.000174,0.000013,0.000874,0.002044,0.000300,0.000000,0.000702,0.000028,0.001518,0.003995,0.000301
0.440000,0.006549,0.000146,0.001173,0.000071,0.000000,0.000086,0.000017,0.000413,0.001056,0.000149,0.000000,0.000381,0.000128,0.000736,0.002046,0.000148
0.441000,0.010478,0.000249,0.002035,0.000132,0.000000,0.000111,0.000073,0.000729,0.001331,0.000225,0.000000,0.000557,0.000055,0.001197,0.003548,0.000236
0.442000,0.010478,0.000241,0.001945,0.000138,0.000000,0.000136,0.000103,0.000767,0.001198,0.000229,0.000035,0.000599,0.000122,0.001230,0.003494,0.000241
0.443000,0.009823,0.000227,0.001798,0.000120,0.000000,0.000104,0.000014,0.000689,0.001466,0.000225,0.000000,0.000551,0.000126,0.001171,0.003113,0.000218
0.444000,0.011133,0.000238,0.002196,0.000134,0.000000,0.000128,0.000030,0.000733,0.001704,0.000268,0.000034,0.000626,0.000143,0.001298,0.003356,0.000245
0.445000,0.013098,0.000299,0.002344,0.000133,0.000000,0.000133,0.000025,0.000900,0.002053,0.000317,0.000020,0.000746,0.000170,0.001453,0.004216,0.000287
0.446000,0.012443,0.000279,0.002260,0.000139,0.000000,0.000150,0.000047,0.000853,0.001990,0.000303,0.000012,0.000701,0.000052,0.001399,0.003987,0.000271
0.447000,0.011133,0.000264,0.002210,0.000127,0.000000,0.000109,0.000047,0.000755,0.001338,0.000238,0.000031,0.000622,0.000213,0.001207,0.003716,0.000254
0.448000,0.011788,0.000264,0.002418,0.000138,0.000000,0.000157,0.000016,0.000770,0.001562,0.000280,0.000025,0.000646,0.000094,0.001350,0.003794,0.000273
0.449000,0.010478,0.000223,0.001858,0.000117,0.000000,0.000127,0.000000,0.000671,0.001669,0.000246,0.000052,0.000563,0.000165,0.001229,0.003324,0.000235
