bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.000000,0.010252,0.005321,0.004647,0.000284,0.000000,0.000000
0.001000,0.012203,0.006634,0.005427,0.000142,0.000000,0.000000
0.002000,0.015218,0.008726,0.006350,0.000142,0.000000,0.000000
0.003000,0.017488,0.009046,0.008336,0.000106,0.000000,0.000000
0.004000,0.020894,0.010784,0.010039,0.000071,0.000000,0.000000
0.005000,0.025222,0.012203,0.012770,0.000213,0.000035,0.000000
0.006000,0.028592,0.013977,0.014473,0.000106,0.000035,0.000000
0.007000,0.032778,0.016673,0.015821,0.000284,0.000000,0.000000
0.008000,0.035119,0.015963,0.018801,0.000355,0.000000,0.000000
0.009000,0.038666,0.018801,0.019404,0.000461,0.000000,0.000000
0.010000,0.039234,0.018978,0.019688,0.000568,0.000000,0.000000
0.011000,0.039801,0.017737,0.021745,0.000319,0.000000,0.000000
0.012000,0.036254,0.017418,0.018340,0.000497,0.000000,0.000000
0.013000,0.033026,0.015537,0.016921,0.000568,0.000000,0.000000
0.014000,0.030720,0.013906,0.016424,0.000390,0.000000,0.000000
0.015000,0.024441,0.010926,0.013019,0.000497,0.000000,0.000000
0.016000,0.019794,0.008230,0.010819,0.000709,0.000035,0.000000
0.017000,0.017701,0.007130,0.009294,0.001277,0.000000,0.000000
0.018000,0.012380,0.004576,0.006172,0.001596,0.000035,0.000000
0.019000,0.009365,0.002235,0.004860,0.002164,0.000106,0.000000
0.020000,0.009897,0.001383,0.005250,0.003228,0.000035,0.000000
0.021000,0.009436,0.000780,0.004824,0.003796,0.000035,0.000000
0.022000,0.008265,0.000284,0.003618,0.004328,0.000035,0.000000
0.023000,0.010890,0.000000,0.005286,0.005498,0.000106,0.000000
0.024000,0.012629,0.000000,0.006527,0.005995,0.000106,0.000000
0.025000,0.012096,0.000000,0.006208,0.005889,0.000000,0.000000
0.026000,0.014296,0.000000,0.007130,0.007059,0.000106,0.000000
0.027000,0.014260,0.000000,0.006279,0.007875,0.000106,0.000000
0.028000,0.014509,0.000000,0.006492,0.007946,0.000071,0.000000
0.029000,0.015218,0.000000,0.006456,0.008691,0.000071,0.000000
0.030000,0.014686,0.000000,0.005605,0.008975,0.000106,0.000000
0.031000,0.012877,0.000000,0.005215,0.007556,0.000106,0.000000
0.032000,0.015147,0.000000,0.005144,0.009862,0.000142,0.000000
0.033000,0.015928,0.000000,0.005392,0.010465,0.000071,0.000000
0.034000,0.016105,0.000000,0.005676,0.010394,0.000035,0.000000
0.035000,0.016814,0.000000,0.006634,0.010074,0.000106,0.000000
0.036000,0.019475,0.000000,0.007627,0.011706,0.000142,0.000000
0.037000,0.021674,0.000000,0.009507,0.011955,0.000213,0.000000
0.038000,0.021887,0.000000,0.009720,0.012096,0.000071,0.000000
0.039000,0.024193,0.000000,0.011493,0.012487,0.000213,0.000000
0.040000,0.023342,0.000000,0.011990,0.011316,0.000035,0.000000
0.041000,0.023022,0.000000,0.012061,0.010819,0.000142,0.000000
0.042000,0.023909,0.000000,0.012770,0.011032,0.000071,0.000035
0.043000,0.020362,0.000000,0.011387,0.008797,0.000177,0.000000
0.044000,0.019510,0.000000,0.010713,0.008656,0.000142,0.000000
0.045000,0.017985,0.000000,0.010571,0.007343,0.000071,0.000000
0.046000,0.015431,0.000000,0.008514,0.006775,0.000142,0.000000
0.047000,0.013409,0.000000,0.008123,0.005286,0.000000,0.000000
0.048000,0.011564,0.000000,0.006527,0.004966,0.000071,0.000000
0.049000,0.010110,0.000000,0.005569,0.004505,0.000035,0.000000
0.050000,0.007982,0.000000,0.004541,0.003441,0.000000,0.000000
0.051000,0.005818,0.000000,0.003193,0.002625,0.000000,0.000000
0.052000,0.003689,0.000000,0.002128,0.001525,0.000035,0.000000
0.053000,0.002448,0.000000,0.001596,0.000851,0.000000,0.000000
0.054000,0.000993,0.000000,0.000532,0.000426,0.000035,0.000000
0.055000,0.000780,0.000000,0.000461,0.000319,0.000000,0.000000
0.056000,0.000177,0.000000,0.000035,0.000142,0.000000,0.000000
0.057000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000
