bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.010000,0.084179,0.021994,0.039518,0.022384,0.000284,0.000000
0.011000,0.108514,0.026038,0.054984,0.027137,0.000355,0.000000
0.012000,0.115431,0.029443,0.056048,0.029620,0.000319,0.000000
0.013000,0.127563,0.030365,0.064030,0.032849,0.000319,0.000000
0.014000,0.125186,0.030968,0.060624,0.033239,0.000355,0.000000
0.015000,0.121816,0.030543,0.059631,0.031323,0.000319,0.000000
0.016000,0.103938,0.023058,0.052643,0.027776,0.000426,0.000035
0.017000,0.089074,0.019865,0.043100,0.025931,0.000177,0.000000
0.018000,0.070415,0.014757,0.036325,0.019085,0.000248,0.000000
0.019000,0.053849,0.010216,0.027244,0.016105,0.000284,0.000000
0.020000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000
