bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.030000,0.037034,0.008443,0.018482,0.009933,0.000177,0.000000
0.031000,0.054097,0.012735,0.027279,0.014012,0.000071,0.000000
0.032000,0.071266,0.016708,0.035686,0.018517,0.000355,0.000000
0.033000,0.091664,0.021142,0.046293,0.023874,0.000355,0.000000
0.034000,0.111600,0.026179,0.054062,0.030862,0.000497,0.000000
0.035000,0.127386,0.030330,0.063604,0.032919,0.000497,0.000035
0.036000,0.132352,0.032636,0.063994,0.035474,0.000248,0.000000
0.037000,0.133452,0.032316,0.066300,0.034551,0.000284,0.000000
0.038000,0.128875,0.029691,0.063959,0.034906,0.000319,0.000000
0.039000,0.112203,0.027031,0.054487,0.030401,0.000284,0.000000
0.040000,0.000071,0.000035,0.000000,0.000035,0.000000,0.000000
