SemanticExtraction_SignInterpretation_SPAWN->SemanticExtraction_SignInterpretation_START,SemanticExtraction_SignInterpretation_SPAWN->SemanticExtraction_SignInterpretation_START
0.017289,0.017289
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.018741,0.018741
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.075183,0.075183
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.078682,0.078682
0.000000,0.000000
0.071895,0.071895
0.000000,0.000000
0.043134,0.043134
0.000000,0.000000
0.014029,0.014029
0.075291,0.075291
0.000000,0.000000
0.051183,0.051183
0.066855,0.066855
0.028654,0.028654
0.018812,0.018812
0.008456,0.008456
0.023534,0.023534
0.001237,0.001237
0.030234,0.030234
0.015192,0.015192
0.000000,0.000000
0.007861,0.007861
0.025728,0.025728
0.006185,0.006185
0.047605,0.047605
0.037437,0.037437
0.003618,0.003618
0.066116,0.066116
0.037510,0.037510
0.002052,0.002052
0.018095,0.018095
0.018675,0.018675
0.024156,0.024156
0.049117,0.049117
0.026284,0.026284
0.013239,0.013239
0.017403,0.017403
0.059858,0.059858
0.041008,0.041008
0.034868,0.034868
0.018341,0.018341
0.022809,0.022809
0.019223,0.019223
0.000000,0.000000
0.022974,0.022974
0.011840,0.011840
0.047919,0.047919
0.006668,0.006668
0.022501,0.022501
0.031413,0.031413
0.039752,0.039752
0.017814,0.017814
0.029748,0.029748
0.034763,0.034763
0.049607,0.049607
0.006296,0.006296
0.023634,0.023634
0.016913,0.016913
0.032717,0.032717
0.023082,0.023082
0.050171,0.050171
0.029833,0.029833
0.046483,0.046483
0.040335,0.040335
0.008383,0.008383
0.039145,0.039145
0.001697,0.001697
0.028277,0.028277
0.054635,0.054635
0.000000,0.000000
0.028950,0.028950
0.020051,0.020051
0.061185,0.061185
0.039976,0.039976
0.057798,0.057798
0.012799,0.012799
0.000873,0.000873
0.007763,0.007763
0.020090,0.020090
0.077313,0.077313
0.033287,0.033287
0.022241,0.022241
0.006981,0.006981
0.007606,0.007606
0.007258,0.007258
0.043466,0.043466
0.013345,0.013345
0.063394,0.063394
0.013038,0.013038
0.015634,0.015634
0.033433,0.033433
0.042896,0.042896
0.045753,0.045753
0.024679,0.024679
0.009910,0.009910
0.000000,0.000000
0.058282,0.058282
0.030815,0.030815
0.062033,0.062033
0.013960,0.013960
0.002690,0.002690
0.046987,0.046987
0.036718,0.036718
0.000000,0.000000
0.031458,0.031458
0.027854,0.027854
0.029815,0.029815
0.046675,0.046675
0.033707,0.033707
0.036055,0.036055
0.017977,0.017977
0.008792,0.008792
0.041906,0.041906
0.027438,0.027438
0.000000,0.000000
0.034351,0.034351
0.000000,0.000000
0.008250,0.008250
0.060818,0.060818
0.017228,0.017228
0.001591,0.001591
0.019555,0.019555
0.010574,0.010574
0.029485,0.029485
0.009874,0.009874
0.030989,0.030989
0.044975,0.044975
0.049360,0.049360
0.047448,0.047448
0.000000,0.000000
0.047761,0.047761
0.038903,0.038903
0.010823,0.010823
0.045314,0.045314
0.074830,0.074830
0.000000,0.000000
0.036872,0.036872
0.007889,0.007889
0.045918,0.045918
0.011525,0.011525
0.009767,0.009767
0.027468,0.027468
0.027472,0.027472
0.043428,0.043428
0.016405,0.016405
0.052712,0.052712
0.030936,0.030936
0.004611,0.004611
0.002457,0.002457
0.036767,0.036767
0.039182,0.039182
0.041874,0.041874
0.022904,0.022904
0.038666,0.038666
0.032349,0.032349
0.000000,0.000000
0.046713,0.046713
0.034449,0.034449
0.026058,0.026058
0.024575,0.024575
0.046533,0.046533
0.056195,0.056195
0.091050,0.091050
0.059011,0.059011
0.008141,0.008141
0.059245,0.059245
0.027235,0.027235
0.040775,0.040775
0.039849,0.039849
0.011987,0.011987
0.019092,0.019092
0.030654,0.030654
0.031083,0.031083
0.007251,0.007251
0.021825,0.021825
0.000000,0.000000
0.003808,0.003808
0.031962,0.031962
0.032376,0.032376
0.052051,0.052051
0.021219,0.021219
0.003831,0.003831
0.027210,0.027210
0.016699,0.016699
0.032014,0.032014
0.021186,0.021186
0.025996,0.025996
0.033509,0.033509
0.023900,0.023900
0.010691,0.010691
0.029364,0.029364
0.047611,0.047611
0.022653,0.022653
0.029825,0.029825
0.000000,0.000000
0.022427,0.022427
0.028652,0.028652
0.022109,0.022109
0.004298,0.004298
0.045180,0.045180
0.019069,0.019069
0.014820,0.014820
0.000000,0.000000
0.018995,0.018995
0.028674,0.028674
0.036284,0.036284
0.035747,0.035747
0.010295,0.010295
0.030599,0.030599
0.026150,0.026150
0.048866,0.048866
0.031073,0.031073
0.060674,0.060674
0.037220,0.037220
0.115071,0.115071
0.069114,0.069114
0.036594,0.036594
0.000000,0.000000
0.007948,0.007948
0.021710,0.021710
0.009274,0.009274
0.015194,0.015194
0.023312,0.023312
0.012511,0.012511
0.017675,0.017675
0.000000,0.000000
0.007719,0.007719
0.009479,0.009479
0.037683,0.037683
0.012261,0.012261
0.043093,0.043093
0.042442,0.042442
0.004622,0.004622
0.034405,0.034405
0.004717,0.004717
0.009937,0.009937
0.016262,0.016262
0.004302,0.004302
0.013056,0.013056
0.000000,0.000000
0.000000,0.000000
0.040727,0.040727
0.038689,0.038689
0.004977,0.004977
0.019451,0.019451
0.004550,0.004550
0.016800,0.016800
0.036530,0.036530
0.021489,0.021489
0.054371,0.054371
0.034992,0.034992
0.025623,0.025623
0.000000,0.000000
0.029554,0.029554
0.009818,0.009818
0.062822,0.062822
0.009592,0.009592
0.017592,0.017592
0.011726,0.011726
0.029722,0.029722
0.021026,0.021026
0.024522,0.024522
0.058319,0.058319
0.000000,0.000000
0.034171,0.034171
0.050837,0.050837
0.000000,0.000000
0.023820,0.023820
0.012232,0.012232
0.034896,0.034896
0.024674,0.024674
0.034105,0.034105
0.033631,0.033631
0.000000,0.000000
0.016335,0.016335
0.000000,0.000000
0.004163,0.004163
0.034106,0.034106
0.027440,0.027440
0.026543,0.026543
0.035092,0.035092
0.022300,0.022300
0.016998,0.016998
0.032064,0.032064
0.028939,0.028939
0.035331,0.035331
0.016740,0.016740
0.045851,0.045851
0.017806,0.017806
0.009385,0.009385
0.021037,0.021037
0.031050,0.031050
0.040684,0.040684
0.020195,0.020195
0.023938,0.023938
0.017644,0.017644
0.028798,0.028798
0.047396,0.047396
0.037283,0.037283
0.069832,0.069832
0.024655,0.024655
0.027838,0.027838
0.010540,0.010540
0.042412,0.042412
0.019456,0.019456
0.000000,0.000000
0.026486,0.026486
0.000892,0.000892
0.005393,0.005393
0.038881,0.038881
0.012185,0.012185
0.030413,0.030413
0.021344,0.021344
0.016730,0.016730
0.038683,0.038683
0.067974,0.067974
0.016733,0.016733
0.004200,0.004200
0.002514,0.002514
0.005395,0.005395
0.004440,0.004440
0.023612,0.023612
0.000189,0.000189
0.000000,0.000000
0.038089,0.038089
0.067833,0.067833
0.003288,0.003288
0.010087,0.010087
0.047083,0.047083
0.027687,0.027687
0.028693,0.028693
0.036974,0.036974
0.019595,0.019595
0.009567,0.009567
0.035259,0.035259
0.033382,0.033382
0.027274,0.027274
0.062423,0.062423
0.033519,0.033519
0.004780,0.004780
0.011320,0.011320
0.029762,0.029762
0.006664,0.006664
0.041189,0.041189
0.003972,0.003972
0.030608,0.030608
0.025131,0.025131
0.033980,0.033980
0.020752,0.020752
0.055304,0.055304
0.062919,0.062919
0.037602,0.037602
0.046293,0.046293
0.015271,0.015271
0.054967,0.054967
0.025048,0.025048
