bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.010000,0.079585,0.010746,0.055009,0.013737,0.000093,0.000000
0.011000,0.102043,0.013394,0.071331,0.016914,0.000374,0.000031
0.012000,0.117119,0.014765,0.082233,0.019873,0.000249,0.000000
0.013000,0.125280,0.015543,0.090238,0.019125,0.000374,0.000000
0.014000,0.127835,0.014733,0.092854,0.019873,0.000374,0.000000
0.015000,0.117960,0.013020,0.084320,0.020247,0.000343,0.000031
0.016000,0.110391,0.012023,0.081080,0.017038,0.000249,0.000000
0.017000,0.094630,0.010466,0.069431,0.014484,0.000249,0.000000
0.018000,0.070708,0.008036,0.052330,0.010186,0.000156,0.000000
0.019000,0.054417,0.005358,0.040898,0.008068,0.000093,0.000000
0.020000,0.000031,0.000000,0.000031,0.000000,0.000000,0.000000
