bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.020000,0.099614,0.013519,0.068901,0.016883,0.000311,0.000000
0.021000,0.106778,0.013799,0.075287,0.017537,0.000125,0.000031
0.022000,0.112042,0.015201,0.078557,0.017911,0.000343,0.000031
0.023000,0.114223,0.013332,0.083167,0.017568,0.000156,0.000000
0.024000,0.111824,0.014048,0.078962,0.018502,0.000311,0.000000
0.025000,0.110640,0.011961,0.081236,0.017038,0.000405,0.000000
0.026000,0.101358,0.012023,0.074290,0.014827,0.000218,0.000000
0.027000,0.090830,0.008909,0.066939,0.014640,0.000343,0.000000
0.028000,0.082980,0.008753,0.060615,0.013456,0.000156,0.000000
0.029000,0.069680,0.006541,0.051769,0.011182,0.000187,0.000000
0.030000,0.000031,0.000000,0.000031,0.000000,0.000000,0.000000
