start1->finish3,start1->finish1,finish1->start2,start2->finish2,finish2->start3,start3->finish3,start3
0.306480,0.000000,0.171916,0.134564,0.000000,0.000000,1
1.523734,0.000000,0.000000,1.121701,0.402033,0.000000,2
5.821834,0.768181,1.931688,1.385930,1.160559,0.575476,4
4.804825,0.913130,1.160559,1.572712,0.000000,1.158424,2
2.906674,0.997236,0.454672,0.000000,0.703752,0.751014,3
2.358913,0.188313,1.548578,0.172547,0.449475,0.000000,3
3.723886,0.000000,0.606322,1.597111,0.000000,1.520453,2
3.727802,0.027855,0.594167,1.669494,0.000000,1.436286,2
7.332363,0.000000,1.452419,1.598188,0.000000,4.281756,5
8.486085,0.000000,1.885659,0.967706,0.000000,5.632720,6
9.160217,0.000000,2.523397,1.262458,0.644583,4.729779,7
8.233803,0.160060,1.746981,0.532816,1.919634,3.874312,4
10.371581,3.546465,0.230643,1.433289,0.844040,4.317144,3
11.008563,1.504144,0.886478,2.207072,1.601724,4.809145,4
12.580617,3.871004,1.601724,0.508428,0.000000,6.599461,5
14.588460,3.874312,1.876201,1.759493,1.597646,5.480808,8
15.742192,3.869645,0.990863,3.349105,0.000000,7.532579,5
18.357328,3.776508,0.606783,3.242322,0.000000,10.731715,6
18.910610,2.081783,1.305647,5.183254,0.000000,10.339926,6
16.945875,0.000000,0.937678,4.881122,0.000000,11.127075,6
17.986358,0.000000,0.500000,5.681190,5.714208,6.090960,8
11.361665,0.000000,3.421897,1.424722,1.905005,4.610041,1
7.529706,0.172000,3.112380,0.654930,0.000000,3.590396,2
7.783097,1.202386,2.738413,0.000000,0.000000,3.842298,2
9.912612,0.454652,4.261922,0.907886,0.000000,4.288152,5
10.988761,0.013109,5.687559,1.400540,0.000000,3.887553,7
13.496056,0.163510,6.541441,1.068155,0.257073,5.465877,9
17.765119,0.000000,7.377651,0.624967,0.189799,9.572702,10
16.813822,0.804378,6.470883,1.364716,0.000000,8.173845,9
16.018041,0.289302,6.726839,1.520987,0.688741,6.792172,9
17.808841,1.335486,6.912340,1.382565,0.000000,8.178450,9
18.810252,0.000000,7.497821,1.622741,0.786696,8.902994,9
