bin,total,finish1->start2,finish2->start3,start1->finish1,start2->finish2,start3->finish3
0.065000,0.000056,0.000001,0.000002,0.000010,0.000017,0.000026
0.068000,0.000056,0.000002,0.000001,0.000011,0.000017,0.000026
0.069000,0.000056,0.000001,0.000003,0.000010,0.000017,0.000026
0.070000,0.000112,0.000001,0.000006,0.000021,0.000034,0.000050
0.071000,0.000112,0.000004,0.000004,0.000018,0.000035,0.000050
0.072000,0.000337,0.000007,0.000013,0.000070,0.000100,0.000147
0.073000,0.000787,0.000024,0.000020,0.000137,0.000253,0.000352
0.074000,0.001124,0.000041,0.000043,0.000193,0.000338,0.000508
0.075000,0.001068,0.000033,0.000039,0.000189,0.000332,0.000474
0.076000,0.002192,0.000068,0.000092,0.000396,0.000662,0.000974
0.077000,0.002866,0.000094,0.000175,0.000479,0.000880,0.001238
0.078000,0.003540,0.000121,0.000219,0.000615,0.001045,0.001541
0.079000,0.006069,0.000240,0.000372,0.001056,0.001791,0.002610
0.080000,0.006856,0.000275,0.000439,0.001145,0.002063,0.002934
0.081000,0.008373,0.000402,0.000536,0.001440,0.002441,0.003554
0.082000,0.010059,0.000465,0.000710,0.001714,0.002953,0.004217
0.083000,0.012644,0.000583,0.000917,0.002129,0.003689,0.005325
0.084000,0.012756,0.000653,0.001037,0.002134,0.003610,0.005322
0.085000,0.012644,0.000681,0.001006,0.002114,0.003569,0.005274
0.086000,0.013318,0.000701,0.001276,0.002154,0.003699,0.005488
0.087000,0.012082,0.000697,0.001171,0.001954,0.003290,0.004970
0.088000,0.014779,0.000777,0.001509,0.002396,0.004052,0.006046
0.089000,0.012138,0.000749,0.001180,0.001929,0.003325,0.004955
0.090000,0.012307,0.000768,0.001315,0.001921,0.003335,0.004968
0.091000,0.011576,0.000779,0.001251,0.001845,0.003090,0.004612
0.092000,0.011464,0.000746,0.001345,0.001835,0.003012,0.004526
0.093000,0.009160,0.000663,0.001071,0.001422,0.002407,0.003597
0.094000,0.008148,0.000557,0.001097,0.001218,0.002114,0.003162
0.095000,0.007249,0.000521,0.000979,0.001111,0.001847,0.002792
0.096000,0.006800,0.000506,0.000944,0.001010,0.001749,0.002589
0.097000,0.005226,0.000362,0.000784,0.000803,0.001343,0.001935
0.098000,0.005620,0.000452,0.000875,0.000822,0.001413,0.002058
0.099000,0.004496,0.000448,0.000653,0.000646,0.001107,0.001641
0.100000,0.004102,0.000430,0.000565,0.000596,0.001020,0.001492
0.101000,0.004889,0.000478,0.000822,0.000696,0.001166,0.001725
0.102000,0.004327,0.000444,0.000733,0.000609,0.001019,0.001522
0.103000,0.004608,0.000496,0.000777,0.000634,0.001101,0.001601
0.104000,0.002922,0.000268,0.000565,0.000402,0.000698,0.000989
0.105000,0.003597,0.000344,0.000686,0.000494,0.000843,0.001229
0.106000,0.003653,0.000353,0.000755,0.000499,0.000809,0.001237
0.107000,0.002641,0.000247,0.000553,0.000358,0.000622,0.000862
0.108000,0.003877,0.000338,0.000897,0.000517,0.000864,0.001261
0.109000,0.004046,0.000394,0.000905,0.000539,0.000920,0.001288
0.110000,0.004608,0.000526,0.001003,0.000605,0.001007,0.001467
0.111000,0.004102,0.000509,0.000863,0.000543,0.000911,0.001276
0.112000,0.004327,0.000499,0.000968,0.000551,0.000936,0.001372
0.113000,0.005507,0.000655,0.001247,0.000711,0.001179,0.001715
0.114000,0.006125,0.000611,0.001520,0.000789,0.001307,0.001899
0.115000,0.006125,0.000675,0.001490,0.000781,0.001331,0.001848
0.116000,0.007362,0.000825,0.001837,0.000898,0.001573,0.002228
0.117000,0.007643,0.000783,0.001971,0.000958,0.001631,0.002299
0.118000,0.008092,0.000957,0.002035,0.000971,0.001694,0.002436
0.119000,0.008317,0.001011,0.002129,0.001009,0.001726,0.002442
0.120000,0.009666,0.001249,0.002485,0.001190,0.001937,0.002805
0.121000,0.011071,0.001439,0.002850,0.001334,0.002248,0.003199
0.122000,0.013094,0.001647,0.003427,0.001582,0.002689,0.003749
0.123000,0.011352,0.001310,0.003137,0.001369,0.002294,0.003241
0.124000,0.014386,0.001902,0.003853,0.001710,0.002846,0.004076
0.125000,0.015454,0.002191,0.004062,0.001817,0.003069,0.004316
0.126000,0.018039,0.002580,0.004808,0.002079,0.003530,0.005042
0.127000,0.020568,0.003030,0.005445,0.002400,0.004017,0.005676
0.128000,0.022815,0.003315,0.006170,0.002647,0.004423,0.006260
0.129000,0.028379,0.004500,0.007483,0.003257,0.005432,0.007706
0.130000,0.026468,0.004275,0.007020,0.002994,0.005054,0.007126
0.131000,0.029390,0.004932,0.007674,0.003287,0.005582,0.007915
0.132000,0.030627,0.005222,0.007980,0.003461,0.005786,0.008179
0.133000,0.032088,0.005236,0.008715,0.003547,0.005970,0.008619
0.134000,0.032481,0.005705,0.008533,0.003553,0.006029,0.008660
0.135000,0.033043,0.005740,0.008768,0.003671,0.006069,0.008796
0.136000,0.032481,0.005964,0.008442,0.003538,0.005921,0.008617
0.137000,0.033268,0.005910,0.008923,0.003601,0.006028,0.008806
0.138000,0.029559,0.005363,0.007949,0.003162,0.005353,0.007733
0.139000,0.025794,0.004606,0.007095,0.002746,0.004581,0.006766
0.140000,0.025513,0.004628,0.006975,0.002681,0.004549,0.006680
0.141000,0.023265,0.004272,0.006472,0.002415,0.004079,0.006026
0.142000,0.018432,0.003188,0.005294,0.001961,0.003240,0.004750
0.143000,0.016128,0.002897,0.004640,0.001676,0.002767,0.004148
0.144000,0.013262,0.002310,0.003978,0.001358,0.002248,0.003368
0.145000,0.012588,0.002192,0.003807,0.001298,0.002149,0.003142
0.146000,0.010790,0.001956,0.003175,0.001107,0.001834,0.002718
0.147000,0.010284,0.001864,0.003118,0.001017,0.001721,0.002564
0.148000,0.009047,0.001560,0.002832,0.000906,0.001517,0.002233
0.149000,0.007811,0.001379,0.002446,0.000765,0.001300,0.001922
0.150000,0.006350,0.001163,0.001954,0.000627,0.001071,0.001536
0.151000,0.006743,0.001099,0.002234,0.000665,0.001110,0.001636
0.152000,0.005901,0.001103,0.001872,0.000581,0.000962,0.001382
0.153000,0.003990,0.000693,0.001305,0.000387,0.000650,0.000954
0.154000,0.004271,0.000711,0.001441,0.000412,0.000688,0.001020
0.155000,0.003765,0.000687,0.001220,0.000356,0.000606,0.000896
0.156000,0.002866,0.000485,0.001008,0.000270,0.000446,0.000657
0.157000,0.002754,0.000525,0.000887,0.000263,0.000436,0.000643
0.158000,0.002754,0.000445,0.001007,0.000249,0.000427,0.000625
0.159000,0.002135,0.000406,0.000707,0.000197,0.000337,0.000490
0.160000,0.001349,0.000199,0.000500,0.000127,0.000211,0.000311
0.161000,0.001068,0.000207,0.000354,0.000094,0.000167,0.000244
0.162000,0.001573,0.000261,0.000571,0.000152,0.000239,0.000350
0.163000,0.001068,0.000207,0.000360,0.000100,0.000161,0.000240
0.164000,0.000843,0.000130,0.000317,0.000078,0.000127,0.000191
0.165000,0.001124,0.000176,0.000441,0.000104,0.000165,0.000238
0.166000,0.001180,0.000169,0.000457,0.000108,0.000181,0.000264
0.167000,0.001236,0.000203,0.000459,0.000116,0.000179,0.000279
0.168000,0.000899,0.000183,0.000317,0.000080,0.000131,0.000189
0.169000,0.000955,0.000195,0.000328,0.000085,0.000142,0.000206
0.170000,0.000674,0.000134,0.000249,0.000056,0.000096,0.000140
0.171000,0.000787,0.000144,0.000286,0.000070,0.000119,0.000167
0.172000,0.000393,0.000077,0.000140,0.000035,0.000057,0.000085
0.173000,0.001180,0.000228,0.000440,0.000096,0.000171,0.000244
0.174000,0.000843,0.000160,0.000331,0.000066,0.000119,0.000166
