bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.020000,0.098665,0.013511,0.068522,0.016506,0.000125,0.000000
0.021000,0.103158,0.014197,0.072298,0.016475,0.000187,0.000000
0.022000,0.113205,0.013012,0.081940,0.018067,0.000156,0.000031
0.023000,0.110927,0.013573,0.079506,0.017630,0.000218,0.000000
0.024000,0.109367,0.013261,0.077446,0.018535,0.000125,0.000000
0.025000,0.110678,0.013480,0.079443,0.017630,0.000125,0.000000
0.026000,0.104375,0.012200,0.075356,0.016694,0.000125,0.000000
0.027000,0.096106,0.009579,0.071643,0.014790,0.000094,0.000000
0.028000,0.082782,0.008706,0.060191,0.013542,0.000343,0.000000
0.029000,0.070644,0.006896,0.051860,0.011732,0.000156,0.000000
0.030000,0.000094,0.000000,0.000094,0.000000,0.000000,0.000000
