bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.010000,0.082564,0.010079,0.058163,0.014135,0.000187,0.000000
0.011000,0.101036,0.012700,0.071830,0.016413,0.000094,0.000000
0.012000,0.112706,0.015414,0.078663,0.018472,0.000156,0.000000
0.013000,0.121786,0.014603,0.086433,0.020563,0.000187,0.000000
0.014000,0.127652,0.015165,0.090645,0.021593,0.000250,0.000000
0.015000,0.123221,0.014759,0.089428,0.018816,0.000218,0.000000
0.016000,0.111302,0.012294,0.080847,0.017942,0.000218,0.000000
0.017000,0.090302,0.010422,0.066182,0.013573,0.000125,0.000000
0.018000,0.073577,0.007489,0.054169,0.011826,0.000094,0.000000
0.019000,0.055823,0.005492,0.041906,0.008269,0.000125,0.000031
0.020000,0.000031,0.000000,0.000031,0.000000,0.000000,0.000000
