bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.000000,0.404612,0.100318,0.303607,0.000686,0.000000,0.000000
0.001000,0.020657,0.001903,0.018722,0.000031,0.000000,0.000000
0.002000,0.016881,0.001560,0.015258,0.000062,0.000000,0.000000
0.003000,0.017006,0.002028,0.014822,0.000156,0.000000,0.000000
0.004000,0.015290,0.001779,0.013355,0.000156,0.000000,0.000000
0.005000,0.015820,0.001560,0.014135,0.000125,0.000000,0.000000
0.006000,0.016163,0.001654,0.014135,0.000374,0.000000,0.000000
0.007000,0.014603,0.001342,0.012825,0.000437,0.000000,0.000000
0.008000,0.014728,0.001404,0.012700,0.000624,0.000000,0.000000
0.009000,0.015227,0.001061,0.013293,0.000874,0.000000,0.000000
0.010000,0.015383,0.000905,0.013449,0.001030,0.000000,0.000000
0.011000,0.015227,0.000624,0.013386,0.001217,0.000000,0.000000
0.012000,0.015633,0.000530,0.013885,0.001217,0.000000,0.000000
0.013000,0.016350,0.000499,0.014104,0.001747,0.000000,0.000000
0.014000,0.014509,0.000437,0.012138,0.001935,0.000000,0.000000
0.015000,0.015134,0.000437,0.012700,0.001997,0.000000,0.000000
0.016000,0.015040,0.000094,0.012481,0.002465,0.000000,0.000000
0.017000,0.016538,0.000125,0.013511,0.002902,0.000000,0.000000
0.018000,0.015976,0.000062,0.012356,0.003557,0.000000,0.000000
0.019000,0.015383,0.000062,0.011202,0.004119,0.000000,0.000000
0.020000,0.022529,0.000031,0.012700,0.009798,0.000000,0.000000
0.021000,0.021343,0.000000,0.011608,0.009735,0.000000,0.000000
0.022000,0.021717,0.000000,0.010484,0.011233,0.000000,0.000000
0.023000,0.022654,0.000000,0.011420,0.011233,0.000000,0.000000
0.024000,0.019346,0.000000,0.008799,0.010547,0.000000,0.000000
0.025000,0.018566,0.000000,0.008113,0.010453,0.000000,0.000000
0.026000,0.017723,0.000000,0.008050,0.009673,0.000000,0.000000
0.027000,0.016194,0.000000,0.007239,0.008955,0.000000,0.000000
0.028000,0.012887,0.000000,0.006085,0.006802,0.000000,0.000000
0.029000,0.012356,0.000000,0.006053,0.006303,0.000000,0.000000
0.030000,0.007832,0.000000,0.005336,0.002496,0.000000,0.000000
0.031000,0.008113,0.000000,0.004993,0.003120,0.000000,0.000000
0.032000,0.006990,0.000000,0.004774,0.002215,0.000000,0.000000
0.033000,0.007052,0.000000,0.004556,0.002496,0.000000,0.000000
0.034000,0.006303,0.000000,0.003651,0.002652,0.000000,0.000000
0.035000,0.006521,0.000000,0.004212,0.002309,0.000000,0.000000
0.036000,0.005055,0.000000,0.003089,0.001966,0.000000,0.000000
0.037000,0.004743,0.000000,0.003370,0.001373,0.000000,0.000000
0.038000,0.003869,0.000000,0.002590,0.001279,0.000000,0.000000
0.039000,0.003089,0.000000,0.002184,0.000905,0.000000,0.000000
0.040000,0.002964,0.000000,0.002403,0.000562,0.000000,0.000000
0.041000,0.002028,0.000000,0.001685,0.000343,0.000000,0.000000
0.042000,0.002559,0.000000,0.002215,0.000343,0.000000,0.000000
0.043000,0.002808,0.000000,0.002340,0.000468,0.000000,0.000000
0.044000,0.002215,0.000000,0.001560,0.000655,0.000000,0.000000
0.045000,0.002621,0.000000,0.001779,0.000842,0.000000,0.000000
0.046000,0.002621,0.000000,0.001498,0.001123,0.000000,0.000000
0.047000,0.003401,0.000000,0.001966,0.001435,0.000000,0.000000
0.048000,0.003620,0.000000,0.002184,0.001435,0.000000,0.000000
0.049000,0.003089,0.000000,0.001498,0.001591,0.000000,0.000000
0.050000,0.003308,0.000000,0.001841,0.001435,0.000031,0.000000
0.051000,0.002996,0.000000,0.001467,0.001529,0.000000,0.000000
0.052000,0.002590,0.000000,0.001311,0.001279,0.000000,0.000000
0.053000,0.002153,0.000000,0.001155,0.000999,0.000000,0.000000
0.054000,0.001623,0.000000,0.000718,0.000874,0.000031,0.000000
0.055000,0.001279,0.000000,0.000749,0.000530,0.000000,0.000000
0.056000,0.000842,0.000000,0.000250,0.000593,0.000000,0.000000
0.057000,0.000468,0.000000,0.000125,0.000343,0.000000,0.000000
0.058000,0.000562,0.000000,0.000125,0.000374,0.000062,0.000000
0.059000,0.000374,0.000000,0.000031,0.000312,0.000031,0.000000
0.060000,0.000218,0.000000,0.000000,0.000187,0.000031,0.000000
0.061000,0.000125,0.000000,0.000000,0.000094,0.000031,0.000000
0.062000,0.000187,0.000000,0.000000,0.000156,0.000031,0.000000
0.063000,0.000218,0.000000,0.000000,0.000094,0.000125,0.000000
0.064000,0.000187,0.000000,0.000031,0.000094,0.000062,0.000000
0.065000,0.000281,0.000000,0.000000,0.000187,0.000094,0.000000
0.066000,0.000250,0.000000,0.000000,0.000218,0.000031,0.000000
0.067000,0.000218,0.000000,0.000000,0.000187,0.000031,0.000000
0.068000,0.000218,0.000000,0.000000,0.000187,0.000031,0.000000
0.069000,0.000312,0.000000,0.000000,0.000218,0.000094,0.000000
0.070000,0.000250,0.000000,0.000000,0.000125,0.000125,0.000000
0.071000,0.000156,0.000000,0.000000,0.000125,0.000031,0.000000
0.072000,0.000281,0.000000,0.000000,0.000187,0.000094,0.000000
0.073000,0.000250,0.000000,0.000000,0.000125,0.000125,0.000000
0.074000,0.000062,0.000000,0.000000,0.000031,0.000031,0.000000
0.075000,0.000187,0.000000,0.000000,0.000125,0.000062,0.000000
0.076000,0.000094,0.000000,0.000000,0.000062,0.000031,0.000000
0.077000,0.000062,0.000000,0.000000,0.000000,0.000062,0.000000
0.078000,0.000156,0.000000,0.000000,0.000125,0.000031,0.000000
0.079000,0.000125,0.000000,0.000000,0.000094,0.000031,0.000000
0.080000,0.000062,0.000000,0.000000,0.000000,0.000062,0.000000
0.081000,0.000094,0.000000,0.000000,0.000094,0.000000,0.000000
0.082000,0.000094,0.000000,0.000000,0.000062,0.000031,0.000000
0.083000,0.000125,0.000000,0.000000,0.000094,0.000031,0.000000
0.084000,0.000031,0.000000,0.000000,0.000000,0.000031,0.000000
0.085000,0.000062,0.000000,0.000000,0.000062,0.000000,0.000000
0.088000,0.000031,0.000000,0.000000,0.000031,0.000000,0.000000
0.089000,0.000094,0.000000,0.000000,0.000062,0.000031,0.000000
0.091000,0.000062,0.000000,0.000000,0.000031,0.000031,0.000000
0.092000,0.000031,0.000000,0.000000,0.000031,0.000000,0.000000
0.093000,0.000031,0.000000,0.000000,0.000031,0.000000,0.000000
0.097000,0.000031,0.000000,0.000000,0.000000,0.000031,0.000000
0.098000,0.000031,0.000000,0.000000,0.000031,0.000000,0.000000
0.099000,0.000031,0.000000,0.000000,0.000031,0.000000,0.000000
0.100000,0.000094,0.000000,0.000000,0.000062,0.000031,0.000000
0.101000,0.000031,0.000000,0.000000,0.000000,0.000031,0.000000
0.103000,0.000031,0.000000,0.000000,0.000031,0.000000,0.000000
0.117000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000031
