Assistance_BlindSpot_SPAWN->Assistance_BlindSpot_START,Assistance_BlindSpot_SPAWN->Assistance_BlindSpot_START
0.000000,0.000000
0.032398,0.032398
0.030967,0.030967
0.004707,0.004707
0.001971,0.001971
0.051428,0.051428
0.053507,0.053507
0.044732,0.044732
0.016916,0.016916
0.000000,0.000000
0.033800,0.033800
0.000000,0.000000
0.000000,0.000000
0.010559,0.010559
0.000000,0.000000
0.051929,0.051929
0.000000,0.000000
0.010617,0.010617
0.000000,0.000000
0.042671,0.042671
0.000000,0.000000
0.050710,0.050710
0.077650,0.077650
0.027142,0.027142
0.041520,0.041520
0.000000,0.000000
0.043408,0.043408
0.037092,0.037092
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.028545,0.028545
0.045798,0.045798
0.053051,0.053051
0.014659,0.014659
0.000000,0.000000
0.026594,0.026594
0.000000,0.000000
0.022802,0.022802
0.017478,0.017478
0.012756,0.012756
0.001525,0.001525
0.039481,0.039481
0.000092,0.000092
0.018283,0.018283
0.037348,0.037348
0.038242,0.038242
0.031168,0.031168
0.020217,0.020217
0.044977,0.044977
0.022489,0.022489
0.000000,0.000000
0.040983,0.040983
0.012079,0.012079
0.028059,0.028059
0.031846,0.031846
0.000000,0.000000
0.020107,0.020107
0.007382,0.007382
0.021777,0.021777
0.038429,0.038429
0.011557,0.011557
0.005435,0.005435
0.000000,0.000000
0.011346,0.011346
0.051663,0.051663
0.045309,0.045309
0.004614,0.004614
0.032289,0.032289
0.032944,0.032944
0.036142,0.036142
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.022251,0.022251
0.039774,0.039774
0.013226,0.013226
0.000385,0.000385
0.028483,0.028483
0.000000,0.000000
0.030969,0.030969
0.023621,0.023621
0.018022,0.018022
0.036847,0.036847
0.025583,0.025583
0.025023,0.025023
0.018896,0.018896
0.000000,0.000000
0.039399,0.039399
0.005406,0.005406
0.000948,0.000948
0.017487,0.017487
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.035093,0.035093
0.010551,0.010551
0.013750,0.013750
0.000000,0.000000
0.026460,0.026460
0.036305,0.036305
0.043267,0.043267
0.006259,0.006259
0.001037,0.001037
0.027205,0.027205
0.043153,0.043153
0.000288,0.000288
0.000000,0.000000
0.000000,0.000000
0.014126,0.014126
0.038308,0.038308
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.038621,0.038621
0.020867,0.020867
0.000000,0.000000
0.033127,0.033127
0.000000,0.000000
0.063379,0.063379
0.029540,0.029540
0.000000,0.000000
0.023042,0.023042
0.025953,0.025953
0.001940,0.001940
0.000000,0.000000
0.000000,0.000000
0.028468,0.028468
0.058464,0.058464
0.041755,0.041755
0.000000,0.000000
0.048907,0.048907
0.006401,0.006401
0.023486,0.023486
0.036940,0.036940
0.040396,0.040396
0.000000,0.000000
0.000000,0.000000
0.043070,0.043070
0.000000,0.000000
0.014794,0.014794
0.010108,0.010108
0.037138,0.037138
0.000000,0.000000
0.027482,0.027482
0.012610,0.012610
0.003376,0.003376
0.054775,0.054775
0.040073,0.040073
0.000000,0.000000
0.043899,0.043899
0.054048,0.054048
0.002130,0.002130
0.066059,0.066059
0.000000,0.000000
0.030002,0.030002
0.038116,0.038116
0.008473,0.008473
0.031666,0.031666
0.058268,0.058268
0.000000,0.000000
0.042232,0.042232
0.028339,0.028339
0.000000,0.000000
0.011102,0.011102
0.011396,0.011396
0.000000,0.000000
0.042732,0.042732
0.000347,0.000347
0.000000,0.000000
0.031834,0.031834
0.022321,0.022321
0.037262,0.037262
