bin,total,start3=0,start3=1,start3=2,start3=3
0.030000,0.036128,0.008465,0.018347,0.009245,0.000071
0.031000,0.053802,0.012007,0.026140,0.015549,0.000106
0.032000,0.070662,0.015797,0.035738,0.018949,0.000177
0.033000,0.090532,0.021925,0.043814,0.024652,0.000142
0.034000,0.111076,0.027061,0.054511,0.029221,0.000283
0.035000,0.129069,0.030921,0.064959,0.032586,0.000602
0.036000,0.136011,0.030921,0.068749,0.036022,0.000319
0.037000,0.135126,0.032586,0.067226,0.034782,0.000531
0.038000,0.123366,0.027911,0.063401,0.031700,0.000354
0.039000,0.114193,0.027875,0.055927,0.030036,0.000354
0.040000,0.000035,0.000000,0.000000,0.000035,0.000000
