bin,total,finish1->start2,finish2->start3,start1->finish1,start2->finish2,start3->finish3
0.074000,0.000035,0.000000,0.000004,0.000006,0.000011,0.000014
0.075000,0.000354,0.000012,0.000022,0.000069,0.000107,0.000143
0.076000,0.000815,0.000004,0.000071,0.000152,0.000260,0.000328
0.077000,0.002656,0.000012,0.000238,0.000510,0.000830,0.001066
0.078000,0.006198,0.000056,0.000603,0.001139,0.001918,0.002482
0.079000,0.010838,0.000089,0.001149,0.001969,0.003273,0.004358
0.080000,0.017037,0.000163,0.001782,0.003069,0.005148,0.006874
0.081000,0.025821,0.000199,0.002838,0.004550,0.007744,0.010489
0.082000,0.031948,0.000292,0.003491,0.005606,0.009457,0.013102
0.083000,0.040060,0.000415,0.004414,0.006949,0.011735,0.016547
0.084000,0.047852,0.000559,0.005342,0.008212,0.013837,0.019902
0.085000,0.052386,0.000671,0.006018,0.008872,0.014920,0.021905
0.086000,0.057840,0.000751,0.006598,0.009797,0.016388,0.024306
0.087000,0.050827,0.000648,0.006176,0.008437,0.014159,0.021408
0.088000,0.046506,0.000593,0.005609,0.007709,0.012915,0.019679
0.089000,0.033542,0.000546,0.004177,0.005457,0.009197,0.014165
0.090000,0.026246,0.000358,0.003489,0.004230,0.007074,0.011095
0.091000,0.015762,0.000277,0.002117,0.002488,0.004225,0.006655
0.092000,0.010343,0.000158,0.001426,0.001640,0.002754,0.004364
0.093000,0.004144,0.000059,0.000597,0.000649,0.001095,0.001744
0.094000,0.000744,0.000016,0.000106,0.000119,0.000191,0.000312
0.095000,0.000106,0.000000,0.000016,0.000017,0.000029,0.000044
0.124000,0.000071,0.000011,0.000020,0.000009,0.000014,0.000017
0.125000,0.000213,0.000040,0.000058,0.000025,0.000038,0.000051
0.126000,0.001240,0.000237,0.000308,0.000143,0.000250,0.000302
0.127000,0.004002,0.000749,0.001032,0.000458,0.000781,0.000982
0.128000,0.006871,0.001261,0.001797,0.000797,0.001329,0.001688
0.129000,0.012716,0.002301,0.003391,0.001449,0.002422,0.003152
0.130000,0.018808,0.003389,0.004997,0.002123,0.003602,0.004697
0.131000,0.027875,0.004986,0.007472,0.003129,0.005247,0.007041
0.132000,0.036447,0.006556,0.009736,0.004036,0.006821,0.009298
0.133000,0.045018,0.008170,0.011850,0.004984,0.008363,0.011650
0.134000,0.052456,0.009284,0.014021,0.005775,0.009684,0.013693
0.135000,0.056990,0.010098,0.015199,0.006204,0.010446,0.015043
0.136000,0.056105,0.009881,0.014951,0.006083,0.010204,0.014986
0.137000,0.053236,0.009428,0.014106,0.005749,0.009628,0.014325
0.138000,0.047639,0.008301,0.012845,0.005043,0.008581,0.012868
0.139000,0.036128,0.006243,0.009848,0.003824,0.006398,0.009815
0.140000,0.026352,0.004693,0.007016,0.002773,0.004693,0.007177
0.141000,0.016824,0.003038,0.004508,0.001746,0.002923,0.004608
0.142000,0.008926,0.001493,0.002494,0.000929,0.001561,0.002449
0.143000,0.002834,0.000500,0.000769,0.000294,0.000494,0.000777
0.144000,0.000638,0.000101,0.000190,0.000065,0.000107,0.000174
0.178000,0.000035,0.000014,0.000008,0.000003,0.000004,0.000006
0.180000,0.000248,0.000098,0.000049,0.000021,0.000034,0.000046
0.181000,0.000496,0.000212,0.000085,0.000040,0.000068,0.000091
0.182000,0.000531,0.000213,0.000103,0.000044,0.000071,0.000100
0.183000,0.000602,0.000237,0.000123,0.000049,0.000080,0.000114
0.184000,0.000744,0.000312,0.000133,0.000058,0.000098,0.000144
0.185000,0.000496,0.000196,0.000094,0.000040,0.000070,0.000096
0.186000,0.000638,0.000247,0.000134,0.000050,0.000084,0.000122
0.187000,0.000638,0.000255,0.000120,0.000053,0.000083,0.000126
0.188000,0.000567,0.000224,0.000109,0.000044,0.000075,0.000114
0.189000,0.000708,0.000283,0.000143,0.000050,0.000091,0.000141
0.190000,0.000354,0.000145,0.000066,0.000027,0.000044,0.000071
0.191000,0.000248,0.000097,0.000049,0.000020,0.000032,0.000050
0.192000,0.000177,0.000066,0.000040,0.000013,0.000022,0.000036
0.194000,0.000035,0.000012,0.000009,0.000002,0.000005,0.000007
0.235000,0.000035,0.000020,0.000004,0.000002,0.000004,0.000005
