Assistance_LaneMonitoring_SPAWN->Assistance_LaneMonitoring_START,Assistance_LaneMonitoring_SPAWN->Assistance_LaneMonitoring_START
0.000000,0.000000
0.000000,0.000000
0.027651,0.027651
0.071446,0.071446
0.048930,0.048930
0.000000,0.000000
0.000000,0.000000
0.008495,0.008495
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.048683,0.048683
0.053703,0.053703
0.045293,0.045293
0.057808,0.057808
0.022489,0.022489
0.000000,0.000000
0.000000,0.000000
0.038268,0.038268
0.000000,0.000000
0.015027,0.015027
0.000000,0.000000
0.000000,0.000000
0.053532,0.053532
0.000000,0.000000
0.029675,0.029675
0.024800,0.024800
0.039690,0.039690
0.000000,0.000000
0.034701,0.034701
0.018796,0.018796
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.044748,0.044748
0.064931,0.064931
0.043106,0.043106
0.025050,0.025050
0.000000,0.000000
0.037811,0.037811
0.003315,0.003315
0.010703,0.010703
0.046467,0.046467
0.039256,0.039256
0.051781,0.051781
0.000000,0.000000
0.017998,0.017998
0.026714,0.026714
0.000000,0.000000
0.024965,0.024965
0.046307,0.046307
0.044211,0.044211
0.000000,0.000000
0.000000,0.000000
0.035938,0.035938
0.023802,0.023802
0.025655,0.025655
0.041555,0.041555
0.034681,0.034681
0.035083,0.035083
0.000000,0.000000
0.072336,0.072336
0.001183,0.001183
0.000000,0.000000
0.000000,0.000000
0.054609,0.054609
0.025450,0.025450
0.000000,0.000000
0.007929,0.007929
0.044480,0.044480
0.005271,0.005271
0.004644,0.004644
0.023899,0.023899
0.001411,0.001411
0.000000,0.000000
0.002613,0.002613
0.056901,0.056901
0.044521,0.044521
0.000000,0.000000
0.050773,0.050773
0.000000,0.000000
0.025171,0.025171
0.025505,0.025505
0.000000,0.000000
0.049153,0.049153
0.044900,0.044900
0.000000,0.000000
0.047171,0.047171
0.000000,0.000000
0.000000,0.000000
0.040981,0.040981
0.046661,0.046661
0.032730,0.032730
0.000000,0.000000
0.000000,0.000000
0.108753,0.108753
0.006798,0.006798
0.000000,0.000000
0.007917,0.007917
0.024991,0.024991
0.033879,0.033879
0.034226,0.034226
0.054599,0.054599
0.000000,0.000000
0.021249,0.021249
0.034562,0.034562
0.050165,0.050165
0.000000,0.000000
0.008228,0.008228
0.000000,0.000000
0.063838,0.063838
0.031532,0.031532
0.000000,0.000000
0.043871,0.043871
0.040442,0.040442
0.061613,0.061613
0.023014,0.023014
0.000000,0.000000
0.000386,0.000386
0.009427,0.009427
0.036899,0.036899
0.014769,0.014769
0.045030,0.045030
0.050792,0.050792
0.064749,0.064749
0.008406,0.008406
0.045373,0.045373
0.048735,0.048735
0.000000,0.000000
0.044504,0.044504
0.000000,0.000000
0.033950,0.033950
0.022548,0.022548
0.036689,0.036689
0.050036,0.050036
0.000000,0.000000
0.008930,0.008930
0.000000,0.000000
0.000000,0.000000
0.028524,0.028524
0.000000,0.000000
0.000000,0.000000
0.008218,0.008218
0.024886,0.024886
0.006702,0.006702
0.000000,0.000000
0.038698,0.038698
0.000000,0.000000
0.004447,0.004447
0.027614,0.027614
0.030631,0.030631
0.057252,0.057252
0.033444,0.033444
0.000000,0.000000
0.000000,0.000000
0.036856,0.036856
0.017185,0.017185
0.008948,0.008948
0.010688,0.010688
0.000000,0.000000
0.000000,0.000000
0.050004,0.050004
0.000000,0.000000
0.029148,0.029148
0.023364,0.023364
0.023321,0.023321
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011608,0.011608
0.051972,0.051972
0.018467,0.018467
0.027451,0.027451
0.006431,0.006431
0.007138,0.007138
0.017825,0.017825
0.027599,0.027599
0.037969,0.037969
0.000000,0.000000
0.026578,0.026578
0.003288,0.003288
0.004201,0.004201
0.019834,0.019834
0.056730,0.056730
0.048128,0.048128
0.018691,0.018691
0.016711,0.016711
0.027025,0.027025
0.037095,0.037095
0.020024,0.020024
0.019985,0.019985
0.003861,0.003861
0.005522,0.005522
0.040254,0.040254
0.023112,0.023112
0.032799,0.032799
0.023112,0.023112
0.048024,0.048024
0.099571,0.099571
0.015749,0.015749
0.005551,0.005551
0.000000,0.000000
0.024449,0.024449
0.059699,0.059699
0.041579,0.041579
0.031065,0.031065
0.000000,0.000000
0.000000,0.000000
0.036140,0.036140
0.043135,0.043135
0.012057,0.012057
0.040082,0.040082
0.000000,0.000000
0.034885,0.034885
0.021081,0.021081
0.008028,0.008028
0.034016,0.034016
0.010243,0.010243
0.033088,0.033088
0.000000,0.000000
0.000000,0.000000
0.054315,0.054315
0.017551,0.017551
0.062601,0.062601
0.049172,0.049172
0.047323,0.047323
0.041083,0.041083
0.009901,0.009901
0.028542,0.028542
0.000000,0.000000
0.081232,0.081232
0.040661,0.040661
0.033238,0.033238
0.047495,0.047495
0.059010,0.059010
0.023409,0.023409
0.013890,0.013890
0.000000,0.000000
0.000000,0.000000
0.012376,0.012376
0.012127,0.012127
0.023015,0.023015
0.000000,0.000000
0.005127,0.005127
0.013540,0.013540
0.055862,0.055862
0.021434,0.021434
0.054068,0.054068
0.044520,0.044520
0.000000,0.000000
0.024788,0.024788
0.081256,0.081256
0.046175,0.046175
0.000000,0.000000
0.000000,0.000000
0.067838,0.067838
0.027973,0.027973
0.040156,0.040156
0.000000,0.000000
0.030765,0.030765
0.008530,0.008530
0.008389,0.008389
0.038519,0.038519
0.048882,0.048882
0.031517,0.031517
0.044751,0.044751
0.000000,0.000000
0.052565,0.052565
0.032727,0.032727
0.063435,0.063435
0.032008,0.032008
0.038403,0.038403
0.033800,0.033800
0.011896,0.011896
0.000000,0.000000
0.004421,0.004421
0.000000,0.000000
0.010190,0.010190
0.048128,0.048128
0.026417,0.026417
0.000000,0.000000
0.045982,0.045982
0.000000,0.000000
0.000000,0.000000
0.036487,0.036487
0.005323,0.005323
0.029381,0.029381
0.033968,0.033968
0.025216,0.025216
0.017963,0.017963
0.036772,0.036772
0.000000,0.000000
0.026525,0.026525
0.029537,0.029537
0.000000,0.000000
0.034889,0.034889
0.047933,0.047933
0.033631,0.033631
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.050954,0.050954
0.000793,0.000793
0.063036,0.063036
0.040025,0.040025
0.041260,0.041260
0.039043,0.039043
0.000000,0.000000
0.053476,0.053476
0.019187,0.019187
0.018514,0.018514
0.060994,0.060994
0.055087,0.055087
0.053551,0.053551
0.039792,0.039792
0.000000,0.000000
0.028303,0.028303
0.019442,0.019442
0.041638,0.041638
0.047106,0.047106
0.000000,0.000000
0.000000,0.000000
0.054569,0.054569
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.061423,0.061423
0.042439,0.042439
0.000000,0.000000
0.017174,0.017174
0.029714,0.029714
0.052105,0.052105
0.000201,0.000201
0.057997,0.057997
0.000000,0.000000
0.033424,0.033424
0.000000,0.000000
0.047656,0.047656
0.035186,0.035186
0.000000,0.000000
0.037060,0.037060
0.000000,0.000000
0.022549,0.022549
0.037095,0.037095
0.025026,0.025026
0.000000,0.000000
0.008332,0.008332
0.044323,0.044323
0.000000,0.000000
0.020889,0.020889
0.039623,0.039623
0.000000,0.000000
0.036805,0.036805
0.000000,0.000000
0.027672,0.027672
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006697,0.006697
0.024513,0.024513
0.018691,0.018691
0.031093,0.031093
0.043170,0.043170
0.022826,0.022826
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007009,0.007009
0.000000,0.000000
0.063439,0.063439
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008265,0.008265
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.045308,0.045308
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.016413,0.016413
0.000000,0.000000
0.000000,0.000000
0.000782,0.000782
0.000000,0.000000
0.049281,0.049281
0.000000,0.000000
0.000000,0.000000
0.065503,0.065503
0.002195,0.002195
0.037986,0.037986
0.000000,0.000000
0.061616,0.061616
0.057980,0.057980
0.008008,0.008008
0.000000,0.000000
0.035998,0.035998
0.000000,0.000000
0.000000,0.000000
0.057997,0.057997
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003137,0.003137
0.000000,0.000000
0.000000,0.000000
0.084277,0.084277
0.000762,0.000762
0.000000,0.000000
0.032589,0.032589
0.017523,0.017523
0.000000,0.000000
0.000209,0.000209
0.014435,0.014435
0.005815,0.005815
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.033802,0.033802
0.000000,0.000000
0.050809,0.050809
0.029857,0.029857
0.000000,0.000000
0.052254,0.052254
0.030574,0.030574
0.000000,0.000000
0.000000,0.000000
0.048226,0.048226
0.000000,0.000000
0.000041,0.000041
0.000000,0.000000
0.000000,0.000000
0.067129,0.067129
0.068928,0.068928
0.037362,0.037362
0.000000,0.000000
0.000000,0.000000
0.004574,0.004574
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.010817,0.010817
0.000000,0.000000
0.034670,0.034670
0.000000,0.000000
0.000000,0.000000
0.001593,0.001593
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003849,0.003849
0.000000,0.000000
0.000000,0.000000
0.052138,0.052138
0.000000,0.000000
0.000000,0.000000
0.000409,0.000409
0.003740,0.003740
0.004001,0.004001
0.000000,0.000000
0.000000,0.000000
0.014149,0.014149
0.034389,0.034389
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.044329,0.044329
0.039696,0.039696
0.000000,0.000000
0.000000,0.000000
0.002593,0.002593
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.037705,0.037705
0.046106,0.046106
0.043005,0.043005
0.000000,0.000000
0.045619,0.045619
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.048083,0.048083
0.000000,0.000000
0.002237,0.002237
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003266,0.003266
0.063747,0.063747
0.061298,0.061298
0.000000,0.000000
0.000000,0.000000
0.062119,0.062119
0.000000,0.000000
0.058719,0.058719
0.000000,0.000000
0.000000,0.000000
0.001736,0.001736
0.000000,0.000000
0.048174,0.048174
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.024259,0.024259
0.000000,0.000000
0.017898,0.017898
0.000000,0.000000
0.005228,0.005228
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.063876,0.063876
0.063279,0.063279
0.000000,0.000000
0.000000,0.000000
0.003151,0.003151
0.000000,0.000000
0.045938,0.045938
0.041725,0.041725
0.059458,0.059458
0.058223,0.058223
0.000000,0.000000
0.000000,0.000000
0.008508,0.008508
0.000000,0.000000
0.000000,0.000000
0.040432,0.040432
0.000000,0.000000
0.042660,0.042660
0.025002,0.025002
0.000000,0.000000
0.032250,0.032250
0.034390,0.034390
0.000000,0.000000
0.000000,0.000000
0.040860,0.040860
0.000000,0.000000
0.000000,0.000000
0.049335,0.049335
0.022599,0.022599
0.000000,0.000000
0.012284,0.012284
0.047745,0.047745
0.038275,0.038275
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001393,0.001393
0.000000,0.000000
0.000000,0.000000
0.003273,0.003273
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003548,0.003548
0.009923,0.009923
0.000000,0.000000
0.003232,0.003232
0.030262,0.030262
0.000000,0.000000
0.000000,0.000000
0.050087,0.050087
0.000000,0.000000
0.000000,0.000000
0.022671,0.022671
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.021755,0.021755
0.000000,0.000000
0.000000,0.000000
0.079144,0.079144
0.000000,0.000000
0.000000,0.000000
0.007859,0.007859
0.000000,0.000000
0.000000,0.000000
0.011099,0.011099
0.034394,0.034394
0.000000,0.000000
0.008177,0.008177
0.048166,0.048166
0.039462,0.039462
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007729,0.007729
0.000000,0.000000
0.000000,0.000000
0.028043,0.028043
0.000000,0.000000
0.037643,0.037643
0.025544,0.025544
0.000000,0.000000
0.048154,0.048154
0.025718,0.025718
0.000000,0.000000
0.000000,0.000000
0.003578,0.003578
0.000000,0.000000
0.000000,0.000000
0.049135,0.049135
0.117019,0.117019
0.071698,0.071698
0.051252,0.051252
0.051910,0.051910
0.000000,0.000000
0.007951,0.007951
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000155,0.000155
0.059650,0.059650
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.050663,0.050663
0.000000,0.000000
0.049639,0.049639
0.011507,0.011507
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.021271,0.021271
0.057528,0.057528
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.040387,0.040387
0.049909,0.049909
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001038,0.001038
0.000000,0.000000
0.000000,0.000000
0.002436,0.002436
0.000000,0.000000
0.000000,0.000000
0.022133,0.022133
0.033092,0.033092
0.000000,0.000000
0.080277,0.080277
0.000000,0.000000
0.025809,0.025809
0.000000,0.000000
0.023655,0.023655
0.020649,0.020649
0.000000,0.000000
0.026375,0.026375
0.000000,0.000000
0.073221,0.073221
0.009526,0.009526
0.034198,0.034198
0.030841,0.030841
0.000000,0.000000
0.000000,0.000000
0.019490,0.019490
0.029872,0.029872
0.042291,0.042291
0.000000,0.000000
0.000000,0.000000
0.038800,0.038800
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002817,0.002817
0.012917,0.012917
0.001936,0.001936
0.012755,0.012755
0.006228,0.006228
0.018122,0.018122
0.000000,0.000000
0.000000,0.000000
0.054362,0.054362
0.015502,0.015502
0.000000,0.000000
0.000000,0.000000
0.093384,0.093384
0.022178,0.022178
0.014441,0.014441
0.000000,0.000000
0.000000,0.000000
0.016359,0.016359
0.008329,0.008329
0.022189,0.022189
0.035717,0.035717
0.036154,0.036154
0.003725,0.003725
0.037493,0.037493
0.030994,0.030994
0.031235,0.031235
0.020520,0.020520
0.026782,0.026782
0.051836,0.051836
0.019538,0.019538
0.000000,0.000000
0.013439,0.013439
0.000000,0.000000
0.009293,0.009293
0.021059,0.021059
0.015816,0.015816
0.000000,0.000000
0.012466,0.012466
0.000000,0.000000
0.000000,0.000000
0.002816,0.002816
0.055482,0.055482
0.000000,0.000000
0.003423,0.003423
0.023642,0.023642
0.000000,0.000000
0.036354,0.036354
0.009848,0.009848
0.000000,0.000000
0.036871,0.036871
0.024437,0.024437
0.008582,0.008582
0.000000,0.000000
0.000000,0.000000
0.014934,0.014934
0.050624,0.050624
0.027335,0.027335
0.000000,0.000000
0.011694,0.011694
0.002268,0.002268
0.016984,0.016984
0.005810,0.005810
0.000000,0.000000
0.010367,0.010367
0.005071,0.005071
0.029702,0.029702
0.023238,0.023238
0.020025,0.020025
0.038497,0.038497
0.042269,0.042269
0.007351,0.007351
0.000000,0.000000
0.005706,0.005706
0.018169,0.018169
0.000000,0.000000
0.000000,0.000000
0.029936,0.029936
0.023099,0.023099
0.020382,0.020382
0.000327,0.000327
0.022585,0.022585
0.020479,0.020479
0.048024,0.048024
0.035423,0.035423
0.017507,0.017507
0.000000,0.000000
0.000000,0.000000
0.002328,0.002328
0.024752,0.024752
0.035158,0.035158
0.003022,0.003022
0.016094,0.016094
0.000000,0.000000
0.015500,0.015500
0.040851,0.040851
0.030311,0.030311
0.015982,0.015982
0.033409,0.033409
0.014037,0.014037
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.042945,0.042945
0.017491,0.017491
0.011250,0.011250
0.033297,0.033297
0.003999,0.003999
0.000000,0.000000
0.048604,0.048604
0.019219,0.019219
0.011384,0.011384
0.027039,0.027039
0.000000,0.000000
0.005198,0.005198
0.019850,0.019850
0.009611,0.009611
0.012580,0.012580
0.027244,0.027244
0.043826,0.043826
0.023366,0.023366
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.065616,0.065616
0.000000,0.000000
0.055430,0.055430
0.000000,0.000000
0.042023,0.042023
0.022915,0.022915
0.003229,0.003229
0.000000,0.000000
0.020840,0.020840
0.127838,0.127838
0.033504,0.033504
0.000000,0.000000
0.000000,0.000000
0.007518,0.007518
0.034537,0.034537
0.042747,0.042747
0.007286,0.007286
0.019605,0.019605
0.003148,0.003148
0.014985,0.014985
0.066318,0.066318
0.061616,0.061616
0.048002,0.048002
0.019672,0.019672
0.023783,0.023783
0.000000,0.000000
0.044456,0.044456
0.008862,0.008862
0.046120,0.046120
0.040373,0.040373
0.024897,0.024897
0.017618,0.017618
0.059932,0.059932
0.022792,0.022792
0.026695,0.026695
0.053524,0.053524
0.029919,0.029919
0.000000,0.000000
0.010525,0.010525
0.009611,0.009611
0.000000,0.000000
0.010354,0.010354
0.000000,0.000000
0.000000,0.000000
0.007353,0.007353
0.019683,0.019683
0.007916,0.007916
0.060009,0.060009
0.015733,0.015733
0.007996,0.007996
0.025186,0.025186
0.000000,0.000000
0.053713,0.053713
0.025960,0.025960
0.034907,0.034907
0.056248,0.056248
0.019188,0.019188
0.030568,0.030568
0.003279,0.003279
0.040391,0.040391
0.002567,0.002567
0.052861,0.052861
0.064552,0.064552
0.032208,0.032208
0.013097,0.013097
0.000000,0.000000
0.038014,0.038014
0.000000,0.000000
0.045792,0.045792
0.025598,0.025598
0.000000,0.000000
0.005280,0.005280
0.007015,0.007015
0.005895,0.005895
0.000000,0.000000
0.004399,0.004399
0.000000,0.000000
0.016919,0.016919
0.000000,0.000000
0.000000,0.000000
0.038833,0.038833
0.000000,0.000000
0.003332,0.003332
0.013186,0.013186
0.047935,0.047935
0.048779,0.048779
0.029543,0.029543
0.011165,0.011165
0.000000,0.000000
0.037046,0.037046
0.000000,0.000000
0.000000,0.000000
0.034449,0.034449
0.021639,0.021639
0.029198,0.029198
0.015667,0.015667
0.029083,0.029083
0.003702,0.003702
0.000000,0.000000
0.022676,0.022676
0.006051,0.006051
0.046357,0.046357
0.009059,0.009059
0.000000,0.000000
0.000000,0.000000
0.024558,0.024558
0.033791,0.033791
0.000000,0.000000
0.037043,0.037043
0.000000,0.000000
0.018601,0.018601
0.000000,0.000000
0.003812,0.003812
0.054862,0.054862
0.043021,0.043021
0.099497,0.099497
0.020037,0.020037
0.033097,0.033097
0.016488,0.016488
0.000000,0.000000
0.000000,0.000000
0.038864,0.038864
0.003793,0.003793
0.020040,0.020040
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007145,0.007145
0.039405,0.039405
0.019950,0.019950
0.029157,0.029157
0.019702,0.019702
0.000000,0.000000
0.027689,0.027689
0.030913,0.030913
0.001618,0.001618
0.026673,0.026673
0.000000,0.000000
0.000000,0.000000
0.076500,0.076500
0.027090,0.027090
0.009169,0.009169
0.000000,0.000000
0.000000,0.000000
0.038093,0.038093
0.000000,0.000000
0.033009,0.033009
0.019406,0.019406
0.000000,0.000000
0.058311,0.058311
0.005170,0.005170
0.000000,0.000000
0.008137,0.008137
0.015895,0.015895
0.015375,0.015375
0.000998,0.000998
0.031093,0.031093
0.000000,0.000000
0.014398,0.014398
0.010462,0.010462
0.000000,0.000000
0.007918,0.007918
0.000000,0.000000
0.000000,0.000000
0.047719,0.047719
0.017767,0.017767
0.003470,0.003470
0.015542,0.015542
0.000000,0.000000
0.045245,0.045245
0.040722,0.040722
0.025608,0.025608
0.007329,0.007329
0.000000,0.000000
0.043934,0.043934
0.027813,0.027813
0.000000,0.000000
0.002464,0.002464
0.015153,0.015153
0.000000,0.000000
0.092643,0.092643
0.001788,0.001788
0.008727,0.008727
0.029477,0.029477
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.021633,0.021633
0.000000,0.000000
0.056810,0.056810
0.000000,0.000000
0.025830,0.025830
0.008399,0.008399
0.064279,0.064279
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.053386,0.053386
0.036565,0.036565
0.000000,0.000000
0.039747,0.039747
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002803,0.002803
0.027072,0.027072
