bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=8,start3=9
0.010000,0.159105,0.010767,0.079473,0.052856,0.013388,0.002052,0.000474,0.000095,0.000000,0.000000
0.011000,0.107006,0.009062,0.050519,0.034732,0.009820,0.002242,0.000600,0.000032,0.000000,0.000000
0.012000,0.090777,0.006725,0.042310,0.030059,0.008841,0.002368,0.000410,0.000063,0.000000,0.000000
0.013000,0.084399,0.005747,0.038047,0.030122,0.008999,0.001200,0.000253,0.000000,0.000032,0.000000
0.014000,0.082410,0.005589,0.036974,0.028986,0.008778,0.001642,0.000379,0.000063,0.000000,0.000000
0.015000,0.081526,0.006283,0.036090,0.028070,0.009315,0.001484,0.000189,0.000095,0.000000,0.000000
0.016000,0.080863,0.005936,0.034953,0.029617,0.008620,0.001547,0.000095,0.000063,0.000000,0.000032
0.017000,0.079726,0.005715,0.035995,0.027154,0.008588,0.001958,0.000284,0.000032,0.000000,0.000000
0.018000,0.085251,0.005526,0.036469,0.031164,0.009441,0.002115,0.000474,0.000063,0.000000,0.000000
0.019000,0.097502,0.006031,0.043099,0.035521,0.010135,0.002368,0.000347,0.000000,0.000000,0.000000
0.020000,0.051435,0.000000,0.014366,0.025481,0.008936,0.002273,0.000379,0.000000,0.000000,0.000000
