bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=8,start3=9
0.030000,0.207130,0.013009,0.090966,0.073979,0.022702,0.004957,0.001326,0.000189,0.000000,0.000000
0.031000,0.096334,0.005936,0.043131,0.034858,0.010009,0.002147,0.000253,0.000000,0.000000,0.000000
0.032000,0.086262,0.005936,0.039689,0.029396,0.009093,0.001831,0.000316,0.000000,0.000000,0.000000
0.033000,0.077453,0.005399,0.033943,0.028038,0.008115,0.001831,0.000063,0.000063,0.000000,0.000000
0.034000,0.079915,0.005999,0.036563,0.027754,0.007578,0.001800,0.000221,0.000000,0.000000,0.000000
0.035000,0.075527,0.005431,0.033627,0.026996,0.007452,0.001610,0.000379,0.000000,0.000000,0.000032
0.036000,0.080073,0.005747,0.036595,0.027659,0.007925,0.001705,0.000316,0.000095,0.000032,0.000000
0.037000,0.081178,0.005526,0.036942,0.028701,0.008241,0.001516,0.000189,0.000063,0.000000,0.000000
0.038000,0.092293,0.005999,0.041205,0.033627,0.009693,0.001389,0.000316,0.000063,0.000000,0.000000
0.039000,0.121152,0.008209,0.054656,0.041773,0.013672,0.002337,0.000474,0.000032,0.000000,0.000000
0.040000,0.002684,0.000189,0.000979,0.000979,0.000379,0.000126,0.000032,0.000000,0.000000,0.000000
