bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=8,start3=9
0.060000,0.000032,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.061000,0.000189,0.000032,0.000126,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062000,0.000410,0.000221,0.000158,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.063000,0.000189,0.000063,0.000095,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.064000,0.000568,0.000379,0.000158,0.000000,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.065000,0.000789,0.000442,0.000284,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.066000,0.000631,0.000347,0.000253,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.067000,0.001042,0.000442,0.000537,0.000032,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.068000,0.001200,0.000631,0.000442,0.000063,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000
0.069000,0.001231,0.000568,0.000568,0.000032,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000
0.070000,0.001389,0.000726,0.000537,0.000095,0.000000,0.000032,0.000000,0.000000,0.000000,0.000000
0.071000,0.001358,0.000631,0.000631,0.000063,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.072000,0.001642,0.000631,0.000916,0.000095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.073000,0.001642,0.000631,0.000853,0.000158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.074000,0.002463,0.001295,0.001010,0.000158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.075000,0.002179,0.000631,0.001389,0.000126,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.076000,0.003884,0.001421,0.001926,0.000505,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.077000,0.005557,0.001516,0.003252,0.000758,0.000000,0.000032,0.000000,0.000000,0.000000,0.000000
0.078000,0.007799,0.002021,0.005020,0.000726,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.079000,0.008872,0.002179,0.005147,0.001389,0.000158,0.000000,0.000000,0.000000,0.000000,0.000000
0.080000,0.011272,0.002115,0.007294,0.001673,0.000158,0.000032,0.000000,0.000000,0.000000,0.000000
0.081000,0.011398,0.002337,0.007515,0.001358,0.000126,0.000063,0.000000,0.000000,0.000000,0.000000
0.082000,0.013167,0.002873,0.007957,0.002021,0.000284,0.000032,0.000000,0.000000,0.000000,0.000000
0.083000,0.012630,0.002337,0.008020,0.002147,0.000095,0.000032,0.000000,0.000000,0.000000,0.000000
0.084000,0.013735,0.002558,0.008588,0.002210,0.000284,0.000095,0.000000,0.000000,0.000000,0.000000
0.085000,0.012314,0.002368,0.007767,0.001926,0.000189,0.000032,0.000032,0.000000,0.000000,0.000000
0.086000,0.011840,0.001989,0.007452,0.001894,0.000410,0.000063,0.000032,0.000000,0.000000,0.000000
0.087000,0.011367,0.001705,0.007452,0.001958,0.000189,0.000063,0.000000,0.000000,0.000000,0.000000
0.088000,0.010388,0.001831,0.006536,0.001547,0.000474,0.000000,0.000000,0.000000,0.000000,0.000000
0.089000,0.009820,0.001452,0.006220,0.001831,0.000284,0.000032,0.000000,0.000000,0.000000,0.000000
0.090000,0.007925,0.001137,0.004768,0.001516,0.000474,0.000032,0.000000,0.000000,0.000000,0.000000
0.091000,0.006346,0.001168,0.003284,0.001705,0.000158,0.000032,0.000000,0.000000,0.000000,0.000000
0.092000,0.005494,0.000442,0.003442,0.001263,0.000316,0.000032,0.000000,0.000000,0.000000,0.000000
0.093000,0.006094,0.000568,0.004010,0.001389,0.000063,0.000063,0.000000,0.000000,0.000000,0.000000
0.094000,0.005620,0.000568,0.003978,0.000884,0.000158,0.000032,0.000000,0.000000,0.000000,0.000000
0.095000,0.006694,0.000884,0.004862,0.000821,0.000126,0.000000,0.000000,0.000000,0.000000,0.000000
0.096000,0.008052,0.001074,0.005652,0.001042,0.000221,0.000063,0.000000,0.000000,0.000000,0.000000
0.097000,0.008052,0.001231,0.005589,0.000979,0.000221,0.000032,0.000000,0.000000,0.000000,0.000000
0.098000,0.009504,0.000853,0.006599,0.001705,0.000284,0.000063,0.000000,0.000000,0.000000,0.000000
0.099000,0.009472,0.000884,0.006820,0.001516,0.000221,0.000032,0.000000,0.000000,0.000000,0.000000
0.100000,0.009504,0.000695,0.006725,0.001768,0.000253,0.000063,0.000000,0.000000,0.000000,0.000000
0.101000,0.008651,0.000631,0.005778,0.001989,0.000221,0.000032,0.000000,0.000000,0.000000,0.000000
0.102000,0.008115,0.000379,0.006031,0.001389,0.000253,0.000063,0.000000,0.000000,0.000000,0.000000
0.103000,0.007799,0.000537,0.005652,0.001295,0.000316,0.000000,0.000000,0.000000,0.000000,0.000000
0.104000,0.006978,0.000316,0.004705,0.001610,0.000284,0.000063,0.000000,0.000000,0.000000,0.000000
0.105000,0.007199,0.000663,0.005147,0.001137,0.000189,0.000063,0.000000,0.000000,0.000000,0.000000
0.106000,0.006946,0.000284,0.004547,0.001894,0.000126,0.000032,0.000063,0.000000,0.000000,0.000000
0.107000,0.008304,0.000379,0.005747,0.001926,0.000221,0.000032,0.000000,0.000000,0.000000,0.000000
0.108000,0.008052,0.000505,0.005747,0.001516,0.000253,0.000032,0.000000,0.000000,0.000000,0.000000
0.109000,0.006978,0.000284,0.005115,0.001389,0.000189,0.000000,0.000000,0.000000,0.000000,0.000000
0.110000,0.008052,0.000221,0.005810,0.001516,0.000379,0.000126,0.000000,0.000000,0.000000,0.000000
0.111000,0.008494,0.000600,0.005904,0.001673,0.000284,0.000032,0.000000,0.000000,0.000000,0.000000
0.112000,0.007957,0.000347,0.005399,0.001768,0.000410,0.000000,0.000000,0.000032,0.000000,0.000000
0.113000,0.008178,0.000410,0.005399,0.001894,0.000347,0.000095,0.000032,0.000000,0.000000,0.000000
0.114000,0.008241,0.000631,0.005431,0.001863,0.000221,0.000063,0.000032,0.000000,0.000000,0.000000
0.115000,0.007673,0.000284,0.005399,0.001768,0.000158,0.000063,0.000000,0.000000,0.000000,0.000000
0.116000,0.007988,0.000410,0.005336,0.001926,0.000253,0.000063,0.000000,0.000000,0.000000,0.000000
0.117000,0.008241,0.000379,0.005336,0.002021,0.000505,0.000000,0.000000,0.000000,0.000000,0.000000
0.118000,0.008146,0.000410,0.005147,0.002084,0.000474,0.000032,0.000000,0.000000,0.000000,0.000000
0.119000,0.006978,0.000221,0.004484,0.001989,0.000284,0.000000,0.000000,0.000000,0.000000,0.000000
0.120000,0.007231,0.000189,0.004831,0.001642,0.000474,0.000095,0.000000,0.000000,0.000000,0.000000
0.121000,0.007452,0.000347,0.004263,0.002210,0.000537,0.000095,0.000000,0.000000,0.000000,0.000000
0.122000,0.006978,0.000316,0.003726,0.002431,0.000442,0.000063,0.000000,0.000000,0.000000,0.000000
0.123000,0.007357,0.000316,0.004641,0.001863,0.000379,0.000126,0.000032,0.000000,0.000000,0.000000
0.124000,0.008304,0.000379,0.005020,0.002242,0.000568,0.000063,0.000032,0.000000,0.000000,0.000000
0.125000,0.008241,0.000221,0.004736,0.002873,0.000347,0.000063,0.000000,0.000000,0.000000,0.000000
0.126000,0.010672,0.000316,0.005589,0.003915,0.000789,0.000063,0.000000,0.000000,0.000000,0.000000
0.127000,0.012977,0.000505,0.005841,0.005557,0.000916,0.000158,0.000000,0.000000,0.000000,0.000000
0.128000,0.015566,0.000442,0.005936,0.007799,0.001295,0.000095,0.000000,0.000000,0.000000,0.000000
0.129000,0.016956,0.000442,0.006504,0.008304,0.001516,0.000189,0.000000,0.000000,0.000000,0.000000
0.130000,0.019955,0.000695,0.007199,0.009883,0.001958,0.000158,0.000063,0.000000,0.000000,0.000000
0.131000,0.020018,0.000789,0.007041,0.010483,0.001295,0.000379,0.000032,0.000000,0.000000,0.000000
0.132000,0.021786,0.000568,0.007167,0.011651,0.002052,0.000316,0.000032,0.000000,0.000000,0.000000
0.133000,0.019797,0.000253,0.006852,0.010862,0.001610,0.000221,0.000000,0.000000,0.000000,0.000000
0.134000,0.021755,0.000663,0.006883,0.011651,0.002273,0.000253,0.000032,0.000000,0.000000,0.000000
