SemanticExtraction_SignInterpretation_SPAWN->SemanticExtraction_SignInterpretation_START,SemanticExtraction_SignInterpretation_SPAWN->SemanticExtraction_SignInterpretation_START
0.042945,0.042945
0.048661,0.048661
0.017511,0.017511
0.046171,0.046171
0.062634,0.062634
0.043726,0.043726
0.046424,0.046424
0.058827,0.058827
0.062638,0.062638
0.074178,0.074178
0.054323,0.054323
0.016079,0.016079
0.051751,0.051751
0.062625,0.062625
0.078594,0.078594
0.072465,0.072465
0.000000,0.000000
0.000000,0.000000
0.045292,0.045292
0.077516,0.077516
0.011529,0.011529
0.035331,0.035331
0.001942,0.001942
0.068714,0.068714
0.013369,0.013369
0.000000,0.000000
0.025725,0.025725
0.013404,0.013404
0.000000,0.000000
0.051160,0.051160
0.014142,0.014142
0.015953,0.015953
0.013159,0.013159
0.005352,0.005352
0.016799,0.016799
0.024738,0.024738
0.000000,0.000000
0.024608,0.024608
0.009898,0.009898
0.040685,0.040685
0.016288,0.016288
0.000000,0.000000
0.022456,0.022456
0.030222,0.030222
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.013826,0.013826
0.000000,0.000000
0.050177,0.050177
0.032872,0.032872
0.036484,0.036484
0.000000,0.000000
0.020516,0.020516
0.012638,0.012638
0.007252,0.007252
0.005708,0.005708
0.011343,0.011343
0.028045,0.028045
0.000000,0.000000
0.001731,0.001731
0.000000,0.000000
0.035385,0.035385
0.000000,0.000000
0.000000,0.000000
0.018648,0.018648
0.000000,0.000000
0.011918,0.011918
0.019819,0.019819
0.001297,0.001297
0.000000,0.000000
0.004279,0.004279
0.017835,0.017835
0.000000,0.000000
0.000000,0.000000
0.053614,0.053614
0.000000,0.000000
0.016371,0.016371
0.000000,0.000000
0.034825,0.034825
0.000000,0.000000
0.023570,0.023570
0.031674,0.031674
0.001092,0.001092
0.000000,0.000000
0.000000,0.000000
0.007863,0.007863
0.000000,0.000000
0.000000,0.000000
0.010728,0.010728
0.002822,0.002822
0.000000,0.000000
0.046393,0.046393
0.027554,0.027554
0.005059,0.005059
0.037913,0.037913
0.014860,0.014860
0.011106,0.011106
0.035810,0.035810
0.002482,0.002482
0.016881,0.016881
0.015804,0.015804
0.000000,0.000000
0.021338,0.021338
0.009041,0.009041
0.029587,0.029587
0.007858,0.007858
0.000000,0.000000
0.035239,0.035239
0.018679,0.018679
0.019421,0.019421
0.018077,0.018077
0.000000,0.000000
0.023762,0.023762
0.005125,0.005125
0.019927,0.019927
0.008528,0.008528
0.027700,0.027700
0.024044,0.024044
0.013417,0.013417
0.030514,0.030514
0.016297,0.016297
0.012740,0.012740
0.023454,0.023454
0.026218,0.026218
0.037014,0.037014
0.058015,0.058015
0.000000,0.000000
0.000000,0.000000
0.027194,0.027194
0.001501,0.001501
0.031605,0.031605
0.038879,0.038879
0.025598,0.025598
0.006019,0.006019
0.028463,0.028463
0.036770,0.036770
0.000000,0.000000
0.000271,0.000271
0.033431,0.033431
0.014895,0.014895
0.000000,0.000000
0.049266,0.049266
0.004645,0.004645
0.027950,0.027950
0.002154,0.002154
0.021825,0.021825
0.014923,0.014923
0.011230,0.011230
0.035040,0.035040
0.036869,0.036869
0.034733,0.034733
0.017604,0.017604
0.025450,0.025450
0.010219,0.010219
0.031867,0.031867
0.027634,0.027634
0.008957,0.008957
0.000000,0.000000
0.030975,0.030975
0.000000,0.000000
0.004258,0.004258
0.016453,0.016453
0.000000,0.000000
0.002902,0.002902
0.033288,0.033288
0.031797,0.031797
0.025448,0.025448
0.000000,0.000000
0.068079,0.068079
0.000000,0.000000
0.007751,0.007751
0.014170,0.014170
0.008935,0.008935
0.000000,0.000000
0.017883,0.017883
0.004194,0.004194
0.008840,0.008840
0.020363,0.020363
0.037688,0.037688
0.045696,0.045696
0.018309,0.018309
0.000725,0.000725
0.013349,0.013349
0.047661,0.047661
0.030316,0.030316
0.030147,0.030147
0.003116,0.003116
0.000000,0.000000
0.000000,0.000000
0.051097,0.051097
0.036928,0.036928
0.038050,0.038050
0.032075,0.032075
0.085925,0.085925
0.000000,0.000000
0.026983,0.026983
0.001427,0.001427
