bin,total,Camera1_FINISH->Perception_CameraPerception_START,Camera1_START->Camera1_FINISH,CollisionAlert_START->CollisionAlert_FINISH,CollisionDetection_BrakingDecision_FINISH->CollisionAlert_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,Perception_Fusion_START->Perception_Fusion_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH
0.363000,0.004152,0.001068,0.000048,0.000028,0.000000,0.000053,0.000031,0.000354,0.000546,0.000126,0.000013,0.000289,0.000000,0.000639,0.000838,0.000119
0.364000,0.001779,0.000364,0.000025,0.000009,0.000000,0.000022,0.000017,0.000145,0.000342,0.000043,0.000000,0.000102,0.000000,0.000269,0.000389,0.000052
0.365000,0.001186,0.000295,0.000016,0.000009,0.000000,0.000011,0.000000,0.000092,0.000212,0.000036,0.000012,0.000067,0.000000,0.000153,0.000250,0.000033
0.366000,0.002966,0.000808,0.000038,0.000019,0.000000,0.000046,0.000033,0.000214,0.000418,0.000083,0.000016,0.000218,0.000000,0.000413,0.000577,0.000083
0.367000,0.001779,0.000398,0.000021,0.000010,0.000000,0.000030,0.000015,0.000155,0.000205,0.000052,0.000000,0.000131,0.000000,0.000205,0.000511,0.000046
0.368000,0.002372,0.000623,0.000031,0.000011,0.000000,0.000039,0.000016,0.000217,0.000332,0.000064,0.000000,0.000171,0.000000,0.000317,0.000487,0.000064
0.369000,0.000593,0.000130,0.000008,0.000002,0.000000,0.000006,0.000017,0.000039,0.000115,0.000010,0.000000,0.000039,0.000000,0.000111,0.000097,0.000017
0.370000,0.002966,0.000757,0.000046,0.000017,0.000000,0.000031,0.000069,0.000248,0.000346,0.000082,0.000000,0.000238,0.000000,0.000357,0.000697,0.000078
0.371000,0.004152,0.000938,0.000062,0.000027,0.000000,0.000058,0.000016,0.000354,0.000686,0.000116,0.000000,0.000292,0.000000,0.000521,0.000971,0.000112
0.372000,0.001186,0.000219,0.000016,0.000007,0.000000,0.000019,0.000000,0.000091,0.000247,0.000038,0.000000,0.000083,0.000000,0.000147,0.000286,0.000033
0.373000,0.000593,0.000106,0.000013,0.000002,0.000000,0.000008,0.000000,0.000047,0.000114,0.000020,0.000000,0.000047,0.000000,0.000067,0.000153,0.000016
0.374000,0.002372,0.000520,0.000040,0.000010,0.000000,0.000034,0.000016,0.000198,0.000447,0.000071,0.000017,0.000176,0.000000,0.000342,0.000441,0.000060
0.375000,0.002966,0.000603,0.000039,0.000017,0.000000,0.000023,0.000031,0.000230,0.000525,0.000083,0.000000,0.000211,0.000000,0.000377,0.000747,0.000079
0.376000,0.000593,0.000106,0.000013,0.000004,0.000000,0.000006,0.000000,0.000049,0.000133,0.000014,0.000016,0.000048,0.000000,0.000063,0.000123,0.000018
0.377000,0.005338,0.001153,0.000081,0.000026,0.000000,0.000064,0.000000,0.000401,0.001040,0.000164,0.000007,0.000393,0.000000,0.000717,0.001154,0.000137
0.378000,0.003559,0.000743,0.000056,0.000016,0.000000,0.000044,0.000031,0.000296,0.000569,0.000093,0.000000,0.000253,0.000000,0.000418,0.000946,0.000095
0.379000,0.002372,0.000551,0.000030,0.000013,0.000000,0.000022,0.000014,0.000198,0.000409,0.000064,0.000012,0.000163,0.000000,0.000293,0.000541,0.000062
0.380000,0.003559,0.000816,0.000040,0.000018,0.000000,0.000047,0.000030,0.000281,0.000722,0.000102,0.000029,0.000244,0.000000,0.000423,0.000709,0.000096
0.381000,0.001779,0.000450,0.000027,0.000013,0.000000,0.000019,0.000000,0.000141,0.000334,0.000062,0.000000,0.000114,0.000000,0.000199,0.000370,0.000050
0.382000,0.001779,0.000354,0.000028,0.000005,0.000000,0.000017,0.000030,0.000132,0.000390,0.000043,0.000000,0.000119,0.000000,0.000242,0.000371,0.000047
0.383000,0.004152,0.000756,0.000063,0.000019,0.000000,0.000058,0.000016,0.000316,0.000854,0.000116,0.000010,0.000279,0.000021,0.000544,0.000992,0.000108
0.384000,0.002372,0.000586,0.000027,0.000011,0.000000,0.000022,0.000032,0.000195,0.000469,0.000056,0.000000,0.000150,0.000000,0.000347,0.000412,0.000065
0.385000,0.004152,0.000926,0.000056,0.000020,0.000000,0.000051,0.000031,0.000312,0.000768,0.000109,0.000019,0.000261,0.000005,0.000534,0.000946,0.000113
0.386000,0.004745,0.001070,0.000059,0.000026,0.000000,0.000042,0.000015,0.000374,0.000907,0.000124,0.000036,0.000321,0.000039,0.000613,0.001001,0.000118
0.387000,0.003559,0.000709,0.000055,0.000025,0.000000,0.000041,0.000018,0.000252,0.000586,0.000083,0.000068,0.000219,0.000006,0.000460,0.000943,0.000094
0.388000,0.003559,0.000756,0.000057,0.000019,0.000000,0.000035,0.000046,0.000272,0.000748,0.000095,0.000022,0.000243,0.000000,0.000417,0.000760,0.000089
0.389000,0.005338,0.001179,0.000057,0.000025,0.000000,0.000045,0.000078,0.000414,0.001140,0.000150,0.000000,0.000329,0.000000,0.000711,0.001072,0.000137
0.390000,0.002966,0.000493,0.000043,0.000017,0.000000,0.000038,0.000014,0.000206,0.000639,0.000078,0.000014,0.000191,0.000008,0.000358,0.000788,0.000078
0.391000,0.005338,0.001307,0.000077,0.000025,0.000000,0.000060,0.000046,0.000406,0.001056,0.000125,0.000040,0.000371,0.000000,0.000637,0.001047,0.000140
0.392000,0.004152,0.000812,0.000058,0.000022,0.000000,0.000041,0.000017,0.000283,0.000750,0.000112,0.000016,0.000280,0.000043,0.000529,0.001081,0.000108
0.393000,0.003559,0.000714,0.000046,0.000018,0.000000,0.000048,0.000042,0.000257,0.000767,0.000084,0.000014,0.000228,0.000000,0.000446,0.000805,0.000088
0.394000,0.002966,0.000641,0.000031,0.000013,0.000000,0.000045,0.000000,0.000207,0.000608,0.000080,0.000009,0.000157,0.000000,0.000387,0.000713,0.000077
0.395000,0.004745,0.000953,0.000064,0.000025,0.000000,0.000056,0.000029,0.000325,0.000860,0.000122,0.000046,0.000270,0.000074,0.000588,0.001217,0.000116
0.396000,0.004152,0.000887,0.000050,0.000015,0.000000,0.000035,0.000017,0.000274,0.000641,0.000105,0.000005,0.000231,0.000077,0.000559,0.001147,0.000109
0.397000,0.004745,0.000981,0.000063,0.000031,0.000000,0.000065,0.000044,0.000330,0.001003,0.000130,0.000034,0.000324,0.000011,0.000632,0.000985,0.000112
0.398000,0.002372,0.000492,0.000020,0.000012,0.000000,0.000031,0.000031,0.000184,0.000399,0.000057,0.000019,0.000144,0.000047,0.000323,0.000556,0.000057
0.399000,0.003559,0.000750,0.000044,0.000015,0.000000,0.000051,0.000015,0.000254,0.000739,0.000082,0.000042,0.000209,0.000033,0.000426,0.000806,0.000092
0.400000,0.003559,0.000641,0.000064,0.000012,0.000000,0.000052,0.000014,0.000303,0.000781,0.000079,0.000000,0.000221,0.000000,0.000407,0.000901,0.000083
0.401000,0.002966,0.000646,0.000037,0.000009,0.000000,0.000034,0.000029,0.000220,0.000384,0.000070,0.000000,0.000190,0.000046,0.000352,0.000875,0.000072
0.402000,0.004152,0.000845,0.000061,0.000018,0.000000,0.000050,0.000000,0.000296,0.000820,0.000100,0.000043,0.000273,0.000043,0.000525,0.000979,0.000099
0.403000,0.003559,0.000732,0.000048,0.000015,0.000000,0.000039,0.000015,0.000253,0.000596,0.000086,0.000019,0.000244,0.000058,0.000403,0.000964,0.000086
0.404000,0.001186,0.000189,0.000018,0.000009,0.000000,0.000013,0.000000,0.000067,0.000062,0.000018,0.000000,0.000078,0.000062,0.000159,0.000481,0.000030
0.405000,0.007117,0.001425,0.000086,0.000035,0.000000,0.000084,0.000000,0.000511,0.001438,0.000213,0.000000,0.000416,0.000032,0.000969,0.001729,0.000179
0.406000,0.001779,0.000408,0.000024,0.000006,0.000000,0.000019,0.000013,0.000119,0.000435,0.000032,0.000000,0.000106,0.000000,0.000229,0.000347,0.000042
0.407000,0.007711,0.001745,0.000101,0.000041,0.000000,0.000098,0.000046,0.000561,0.001263,0.000159,0.000026,0.000460,0.000097,0.001035,0.001888,0.000191
0.408000,0.010083,0.002101,0.000116,0.000054,0.000000,0.000111,0.000016,0.000752,0.001642,0.000251,0.000019,0.000687,0.000104,0.001346,0.002634,0.000252
0.409000,0.004152,0.000892,0.000059,0.000020,0.000000,0.000062,0.000000,0.000311,0.000740,0.000103,0.000000,0.000241,0.000000,0.000533,0.001093,0.000097
0.410000,0.005338,0.000968,0.000064,0.000021,0.000000,0.000063,0.000028,0.000371,0.000822,0.000137,0.000000,0.000307,0.000123,0.000662,0.001646,0.000124
0.411000,0.004152,0.000818,0.000044,0.000018,0.000000,0.000031,0.000000,0.000294,0.000750,0.000098,0.000000,0.000277,0.000020,0.000480,0.001219,0.000103
0.412000,0.005931,0.001165,0.000070,0.000033,0.000000,0.000064,0.000042,0.000404,0.000808,0.000143,0.000023,0.000365,0.000154,0.000729,0.001790,0.000142
0.413000,0.006524,0.001397,0.000078,0.000036,0.000000,0.000091,0.000029,0.000483,0.001000,0.000143,0.000003,0.000388,0.000056,0.000788,0.001870,0.000161
0.414000,0.005338,0.001124,0.000070,0.000034,0.000000,0.000075,0.000043,0.000419,0.001123,0.000128,0.000000,0.000313,0.000000,0.000629,0.001254,0.000126
0.415000,0.005338,0.001048,0.000065,0.000025,0.000000,0.000061,0.000028,0.000410,0.000756,0.000144,0.000000,0.000326,0.000105,0.000702,0.001543,0.000124
0.416000,0.004152,0.000788,0.000047,0.000014,0.000000,0.000055,0.000014,0.000258,0.000693,0.000093,0.000019,0.000255,0.000038,0.000517,0.001263,0.000099
0.417000,0.003559,0.000722,0.000052,0.000017,0.000000,0.000049,0.000000,0.000230,0.000447,0.000090,0.000000,0.000210,0.000142,0.000417,0.001100,0.000082
0.418000,0.003559,0.000737,0.000049,0.000020,0.000000,0.000050,0.000030,0.000220,0.000555,0.000081,0.000000,0.000213,0.000026,0.000464,0.001027,0.000087
0.419000,0.004152,0.000759,0.000049,0.000018,0.000000,0.000048,0.000057,0.000321,0.000563,0.000094,0.000019,0.000269,0.000080,0.000522,0.001256,0.000099
0.420000,0.002966,0.000631,0.000036,0.000013,0.000000,0.000025,0.000000,0.000188,0.000310,0.000073,0.000000,0.000184,0.000091,0.000338,0.001003,0.000072
0.421000,0.004152,0.000830,0.000052,0.000017,0.000000,0.000047,0.000041,0.000293,0.000646,0.000097,0.000000,0.000250,0.000137,0.000481,0.001161,0.000101
0.422000,0.005931,0.001153,0.000072,0.000021,0.000000,0.000069,0.000013,0.000392,0.000878,0.000133,0.000000,0.000349,0.000124,0.000664,0.001924,0.000138
0.423000,0.003559,0.000726,0.000045,0.000013,0.000000,0.000043,0.000000,0.000234,0.000452,0.000079,0.000000,0.000209,0.000097,0.000429,0.001149,0.000081
0.424000,0.005931,0.001176,0.000081,0.000025,0.000000,0.000072,0.000044,0.000373,0.000850,0.000152,0.000008,0.000347,0.000105,0.000725,0.001835,0.000136
0.425000,0.006524,0.001297,0.000080,0.000031,0.000000,0.000079,0.000074,0.000470,0.000927,0.000163,0.000000,0.000397,0.000134,0.000835,0.001892,0.000146
0.426000,0.007117,0.001484,0.000100,0.000037,0.000000,0.000098,0.000028,0.000513,0.001023,0.000163,0.000013,0.000427,0.000131,0.000927,0.002006,0.000166
0.427000,0.007711,0.001386,0.000097,0.000035,0.000000,0.000075,0.000028,0.000564,0.001317,0.000182,0.000034,0.000397,0.000164,0.000836,0.002411,0.000185
0.428000,0.008304,0.001481,0.000097,0.000034,0.000000,0.000100,0.000038,0.000566,0.001081,0.000198,0.000017,0.000491,0.000262,0.001049,0.002700,0.000191
0.429000,0.005338,0.001101,0.000065,0.000020,0.000000,0.000055,0.000042,0.000376,0.000514,0.000122,0.000009,0.000333,0.000186,0.000613,0.001780,0.000124
0.430000,0.005931,0.001241,0.000059,0.000029,0.000000,0.000072,0.000026,0.000409,0.000559,0.000132,0.000000,0.000335,0.000226,0.000712,0.001994,0.000135
0.431000,0.006524,0.001255,0.000072,0.000030,0.000000,0.000076,0.000041,0.000449,0.000719,0.000152,0.000000,0.000390,0.000238,0.000707,0.002247,0.000149
0.432000,0.006524,0.001103,0.000067,0.000029,0.000000,0.000077,0.000053,0.000466,0.000770,0.000151,0.000000,0.000379,0.000187,0.000756,0.002338,0.000151
0.433000,0.011862,0.002239,0.000137,0.000060,0.000000,0.000142,0.000024,0.000811,0.001665,0.000277,0.000015,0.000652,0.000422,0.001336,0.003812,0.000270
0.434000,0.007711,0.001351,0.000086,0.000039,0.000000,0.000079,0.000042,0.000540,0.001085,0.000185,0.000000,0.000415,0.000201,0.000890,0.002616,0.000180
0.435000,0.005338,0.000988,0.000053,0.000023,0.000000,0.000052,0.000040,0.000375,0.000512,0.000123,0.000000,0.000314,0.000238,0.000600,0.001898,0.000121
0.436000,0.008304,0.001563,0.000107,0.000041,0.000000,0.000085,0.000059,0.000569,0.000978,0.000192,0.000018,0.000493,0.000182,0.001019,0.002811,0.000188
0.437000,0.006524,0.001354,0.000068,0.000028,0.000000,0.000069,0.000039,0.000440,0.000829,0.000147,0.000039,0.000355,0.000195,0.000682,0.002124,0.000154
0.438000,0.007711,0.001569,0.000092,0.000036,0.000000,0.000079,0.000040,0.000514,0.000938,0.000184,0.000000,0.000436,0.000232,0.000932,0.002482,0.000177
0.439000,0.005338,0.000897,0.000053,0.000029,0.000000,0.000065,0.000025,0.000352,0.000574,0.000126,0.000000,0.000282,0.000241,0.000596,0.001979,0.000120
0.440000,0.008897,0.001601,0.000118,0.000047,0.000000,0.000089,0.000049,0.000573,0.001222,0.000216,0.000028,0.000495,0.000260,0.001049,0.002948,0.000201
0.441000,0.004745,0.000953,0.000036,0.000012,0.000000,0.000052,0.000026,0.000303,0.000484,0.000128,0.000000,0.000250,0.000142,0.000605,0.001644,0.000112
0.442000,0.010676,0.001956,0.000141,0.000056,0.000000,0.000113,0.000013,0.000697,0.001426,0.000250,0.000023,0.000606,0.000362,0.001248,0.003547,0.000238
0.443000,0.006524,0.001141,0.000082,0.000021,0.000000,0.000067,0.000027,0.000448,0.000796,0.000142,0.000000,0.000397,0.000341,0.000709,0.002209,0.000145
0.444000,0.004745,0.000907,0.000045,0.000019,0.000000,0.000048,0.000014,0.000300,0.000618,0.000088,0.000000,0.000302,0.000135,0.000555,0.001609,0.000104
0.445000,0.005931,0.001278,0.000072,0.000025,0.000000,0.000080,0.000040,0.000410,0.000619,0.000126,0.000000,0.000367,0.000199,0.000746,0.001842,0.000128
0.446000,0.007117,0.001200,0.000089,0.000034,0.000000,0.000081,0.000041,0.000462,0.001008,0.000174,0.000000,0.000440,0.000182,0.000834,0.002411,0.000161
0.447000,0.008897,0.001591,0.000099,0.000045,0.000000,0.000087,0.000053,0.000604,0.001090,0.000178,0.000026,0.000520,0.000278,0.001073,0.003049,0.000204
0.448000,0.007711,0.001455,0.000088,0.000035,0.000000,0.000096,0.000000,0.000533,0.000971,0.000169,0.000016,0.000436,0.000273,0.000900,0.002567,0.000171
0.449000,0.009490,0.001683,0.000111,0.000046,0.000000,0.000103,0.000053,0.000622,0.001282,0.000206,0.000000,0.000553,0.000191,0.001085,0.003349,0.000206
0.450000,0.008897,0.001841,0.000094,0.000036,0.000000,0.000108,0.000028,0.000634,0.001075,0.000212,0.000009,0.000501,0.000258,0.001008,0.002896,0.000198
0.451000,0.011862,0.002280,0.000127,0.000052,0.000000,0.000136,0.000065,0.000757,0.001521,0.000268,0.000054,0.000650,0.000286,0.001388,0.004012,0.000266
0.452000,0.005931,0.001102,0.000067,0.000027,0.000000,0.000065,0.000044,0.000408,0.000883,0.000144,0.000024,0.000343,0.000167,0.000639,0.001888,0.000130
0.453000,0.010676,0.001902,0.000133,0.000036,0.000000,0.000120,0.000040,0.000697,0.001465,0.000218,0.000011,0.000624,0.000265,0.001180,0.003744,0.000242
0.454000,0.005931,0.001045,0.000065,0.000025,0.000000,0.000074,0.000041,0.000419,0.000684,0.000129,0.000000,0.000333,0.000215,0.000671,0.002096,0.000133
0.455000,0.007117,0.001308,0.000076,0.000034,0.000000,0.000089,0.000024,0.000446,0.000988,0.000141,0.000000,0.000414,0.000286,0.000869,0.002284,0.000159
0.456000,0.006524,0.001329,0.000073,0.000031,0.000000,0.000067,0.000039,0.000406,0.000804,0.000145,0.000010,0.000397,0.000116,0.000748,0.002217,0.000142
0.457000,0.006524,0.001275,0.000081,0.000026,0.000000,0.000074,0.000038,0.000421,0.000908,0.000136,0.000033,0.000339,0.000140,0.000780,0.002132,0.000142
0.458000,0.008304,0.001462,0.000092,0.000034,0.000000,0.000084,0.000040,0.000543,0.001075,0.000182,0.000007,0.000460,0.000307,0.000907,0.002928,0.000182
0.459000,0.006524,0.001379,0.000085,0.000026,0.000000,0.000068,0.000024,0.000430,0.000681,0.000141,0.000053,0.000356,0.000164,0.000803,0.002172,0.000142
0.460000,0.008304,0.001672,0.000088,0.000027,0.000000,0.000077,0.000041,0.000561,0.001038,0.000181,0.000013,0.000452,0.000265,0.000908,0.002805,0.000174
0.461000,0.008304,0.001698,0.000099,0.000032,0.000000,0.000101,0.000024,0.000512,0.001089,0.000188,0.000000,0.000454,0.000215,0.000886,0.002827,0.000179
0.462000,0.010083,0.001958,0.000122,0.000042,0.000000,0.000115,0.000062,0.000652,0.001188,0.000223,0.000005,0.000575,0.000309,0.001093,0.003522,0.000217
0.463000,0.006524,0.001135,0.000069,0.000032,0.000000,0.000082,0.000039,0.000437,0.000954,0.000161,0.000060,0.000342,0.000100,0.000785,0.002185,0.000144
0.464000,0.007711,0.001403,0.000073,0.000027,0.000000,0.000083,0.000065,0.000505,0.001205,0.000164,0.000001,0.000414,0.000218,0.000807,0.002582,0.000167
0.465000,0.007711,0.001420,0.000086,0.000038,0.000000,0.000070,0.000037,0.000501,0.001187,0.000171,0.000000,0.000413,0.000162,0.000880,0.002578,0.000167
0.466000,0.013642,0.002503,0.000150,0.000050,0.000000,0.000143,0.000109,0.000900,0.001900,0.000303,0.000011,0.000759,0.000376,0.001546,0.004596,0.000295
0.467000,0.008897,0.001736,0.000086,0.000039,0.000000,0.000107,0.000076,0.000600,0.001190,0.000179,0.000011,0.000501,0.000255,0.000977,0.002954,0.000185
0.468000,0.004745,0.000822,0.000065,0.000020,0.000000,0.000047,0.000028,0.000326,0.000585,0.000100,0.000006,0.000270,0.000151,0.000549,0.001673,0.000104
