Camera1_START->Braking_FINISH,Camera1_START->Camera1_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_Fusion_START->Perception_Fusion_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_BrakingDecision_FINISH->Braking_START,Braking_START->Braking_FINISH,Perception_CameraPerception_START,Perception_Fusion_START,SemanticExtraction_ObjectDetection_START,SemanticExtraction_Prediction_START,CollisionDetection_TimeToCollision_START,CollisionDetection_BrakingDecision_START,Braking_START
0.429480,0.004861,0.081664,0.015003,0.038940,0.026786,0.000000,0.060284,0.000000,0.011662,0.137193,0.034425,0.000000,0.006160,0.000000,0.012502,0,1,1,2,1,2,2
0.415580,0.001875,0.060449,0.007957,0.060624,0.023017,0.000000,0.059875,0.002392,0.011440,0.143376,0.026747,0.000000,0.005277,0.000000,0.012551,0,1,1,2,1,2,2
0.425263,0.003197,0.063423,0.013671,0.058140,0.029721,0.000000,0.060308,0.000000,0.010258,0.143899,0.024798,0.000000,0.005212,0.000000,0.012636,0,1,1,2,1,2,2
0.430555,0.003680,0.088801,0.013967,0.035090,0.019951,0.000000,0.048774,0.003823,0.009498,0.155577,0.038056,0.000000,0.005085,0.000000,0.008253,0,1,1,2,1,2,2
0.428694,0.005767,0.076927,0.007166,0.059787,0.032254,0.000000,0.055843,0.000000,0.011104,0.132638,0.031376,0.000000,0.004986,0.000000,0.010846,0,1,1,2,1,2,2
0.433388,0.004716,0.077263,0.012647,0.056768,0.026270,0.000000,0.060830,0.000000,0.009873,0.144930,0.024785,0.000000,0.003349,0.000000,0.011957,0,1,1,2,1,2,2
0.447237,0.003174,0.067860,0.006907,0.071139,0.024356,0.000000,0.047459,0.002914,0.011545,0.166853,0.031671,0.000000,0.004083,0.000000,0.009276,0,1,1,2,1,2,2
0.431478,0.005258,0.081132,0.008308,0.059094,0.025469,0.000000,0.044438,0.015280,0.010224,0.133456,0.033307,0.000000,0.001632,0.000000,0.013880,0,1,1,2,1,2,2
0.450654,0.004929,0.094046,0.008259,0.054985,0.029473,0.000000,0.060081,0.000000,0.008608,0.141755,0.034641,0.000000,0.002798,0.000000,0.011079,0,1,1,2,2,2,2
0.457238,0.001441,0.081323,0.013679,0.058308,0.027944,0.000000,0.044187,0.013190,0.010870,0.157765,0.024116,0.008048,0.006346,0.000000,0.010021,0,1,1,2,1,2,2
0.470099,0.004374,0.124606,0.007900,0.051706,0.016846,0.000000,0.053357,0.008337,0.008048,0.143855,0.035005,0.000000,0.004232,0.000000,0.011833,0,1,2,2,2,2,2
0.451765,0.007439,0.071400,0.006767,0.072255,0.022479,0.000000,0.067851,0.000000,0.009995,0.141576,0.035992,0.000000,0.006363,0.000000,0.009648,0,1,1,2,2,2,2
0.413974,0.001163,0.051105,0.008840,0.066712,0.025355,0.000000,0.057268,0.002394,0.010126,0.146894,0.032117,0.000000,0.005246,0.000000,0.006754,0,1,1,2,1,1,1
0.443482,0.006222,0.106921,0.011991,0.042575,0.024510,0.000000,0.056513,0.000000,0.010496,0.131262,0.034767,0.000000,0.006230,0.000000,0.011995,0,1,1,2,2,2,2
0.461954,0.004364,0.066693,0.009053,0.085711,0.018767,0.000000,0.044745,0.005232,0.009339,0.175302,0.026235,0.000000,0.004190,0.000000,0.012323,0,1,1,2,2,2,2
0.450730,0.004509,0.090853,0.009288,0.073007,0.030976,0.000000,0.045220,0.000000,0.010603,0.145762,0.026652,0.000000,0.004248,0.000000,0.009612,0,1,1,2,1,2,2
0.409420,0.007308,0.073862,0.007942,0.050602,0.029447,0.000000,0.063442,0.000000,0.009385,0.126231,0.028236,0.000000,0.005528,0.000000,0.007437,0,1,1,2,1,2,2
0.415019,0.005440,0.075264,0.006285,0.055265,0.025761,0.000000,0.041659,0.000000,0.010313,0.150244,0.030397,0.000000,0.005156,0.000000,0.009235,0,1,1,2,1,2,2
0.489984,0.004888,0.101931,0.011468,0.049302,0.026915,0.000000,0.042821,0.004067,0.010116,0.173083,0.039864,0.010699,0.004452,0.000000,0.010378,0,1,2,2,2,2,2
0.465075,0.006049,0.107530,0.012571,0.048659,0.024728,0.000000,0.039278,0.027291,0.010699,0.148329,0.024616,0.000000,0.006226,0.000000,0.009099,1,1,1,2,2,2,2
0.461616,0.007618,0.075491,0.011367,0.078911,0.034016,0.000000,0.048288,0.002044,0.010710,0.146876,0.030534,0.000000,0.007266,0.000000,0.008495,1,1,2,2,2,2,2
0.446958,0.004169,0.073758,0.013584,0.059967,0.025168,0.000000,0.042741,0.001761,0.008846,0.163417,0.034156,0.000000,0.007089,0.000000,0.012302,0,1,1,2,1,2,2
0.430329,0.003296,0.087600,0.008253,0.047628,0.026211,0.000000,0.048537,0.014496,0.010423,0.138142,0.030888,0.000000,0.004297,0.000000,0.010558,0,1,1,2,1,2,2
0.452944,0.004055,0.073377,0.011159,0.065040,0.019929,0.000000,0.046292,0.002610,0.009007,0.171582,0.039188,0.000000,0.004425,0.000000,0.006280,0,1,1,2,1,2,2
0.458831,0.003628,0.108879,0.009685,0.063099,0.027680,0.000000,0.051705,0.015846,0.010195,0.117672,0.032485,0.000000,0.005313,0.000000,0.012644,0,1,2,2,2,2,2
0.448922,0.001772,0.097946,0.011860,0.050514,0.026369,0.000000,0.047925,0.000000,0.010537,0.153341,0.029156,0.000000,0.007194,0.000000,0.012308,0,1,1,2,2,2,2
0.469597,0.004640,0.086209,0.004821,0.062203,0.025568,0.000000,0.052777,0.003858,0.010613,0.164957,0.031128,0.010483,0.002884,0.000000,0.009456,0,1,1,2,1,2,2
0.455143,0.005471,0.092531,0.008361,0.056992,0.018510,0.000000,0.055314,0.010235,0.010483,0.154973,0.027003,0.000000,0.005706,0.000000,0.009564,0,1,1,2,2,2,2
0.451691,0.008920,0.051444,0.011938,0.086133,0.027525,0.000000,0.057264,0.004770,0.009748,0.143800,0.033182,0.000000,0.005126,0.000000,0.011841,1,1,1,2,2,2,2
0.445199,0.003014,0.074355,0.007294,0.079094,0.024739,0.000000,0.050601,0.003023,0.008321,0.149491,0.027569,0.000000,0.005869,0.000000,0.011829,1,1,1,2,2,2,2
0.453620,0.003074,0.093339,0.008557,0.058958,0.026050,0.000000,0.053058,0.000000,0.009446,0.159563,0.027556,0.000000,0.003950,0.000000,0.010069,0,1,1,2,2,2,2
0.410249,0.002874,0.063379,0.007297,0.062444,0.020783,0.000000,0.062704,0.000000,0.010748,0.135386,0.030983,0.000000,0.001925,0.000000,0.011726,0,1,1,2,1,1,2
0.424827,0.005636,0.041928,0.011875,0.078356,0.021743,0.000000,0.062025,0.000000,0.009360,0.130572,0.037098,0.011352,0.004374,0.000000,0.010508,0,1,1,2,1,2,2
0.473351,0.007915,0.088773,0.007343,0.060882,0.020611,0.000000,0.036674,0.010312,0.011352,0.179094,0.035148,0.000000,0.003545,0.000000,0.011702,0,1,1,2,2,2,2
0.447769,0.006401,0.096515,0.008060,0.061764,0.019903,0.000000,0.052665,0.016105,0.009797,0.129124,0.036187,0.000000,0.003075,0.000000,0.008173,0,1,1,2,1,2,2
0.462630,0.001565,0.103779,0.013563,0.056980,0.021639,0.000000,0.048492,0.000000,0.008533,0.163184,0.030378,0.000000,0.003244,0.000000,0.011273,0,1,1,2,2,2,2
0.467231,0.002600,0.105414,0.008946,0.063239,0.027292,0.000000,0.042321,0.004281,0.008977,0.161794,0.023615,0.000000,0.006792,0.000000,0.011960,1,1,2,2,2,2,2
0.482220,0.004417,0.109472,0.011386,0.059792,0.022501,0.000000,0.065250,0.000000,0.009990,0.148937,0.033847,0.000000,0.006682,0.000000,0.009946,0,1,2,2,2,2,2
0.411143,0.003325,0.048875,0.007247,0.092008,0.034182,0.000000,0.043312,0.013418,0.011618,0.117951,0.026389,0.000000,0.003270,0.000000,0.009548,0,1,1,2,1,2,2
0.425019,0.006792,0.082901,0.007761,0.054946,0.026211,0.000000,0.061645,0.000000,0.008890,0.141792,0.021515,0.000000,0.003211,0.000000,0.009355,0,1,1,2,2,2,2
0.434909,0.006262,0.088062,0.013903,0.046244,0.026112,0.000000,0.035944,0.003079,0.009989,0.157696,0.029997,0.000000,0.006038,0.000000,0.011583,0,1,1,2,1,2,2
0.428057,0.001331,0.091583,0.008620,0.047167,0.025028,0.000000,0.053384,0.000000,0.010439,0.153802,0.026738,0.000000,0.003230,0.000000,0.006735,0,1,1,2,1,2,2
0.467553,0.006607,0.101152,0.010473,0.033850,0.032654,0.000000,0.038144,0.000964,0.009109,0.180795,0.034871,0.000000,0.006751,0.000000,0.012183,0,1,1,2,1,2,2
0.455753,0.007298,0.098718,0.010758,0.044663,0.034056,0.000000,0.057879,0.000947,0.008723,0.143845,0.024994,0.008203,0.003637,0.000000,0.012032,0,1,1,2,1,2,2
0.409619,0.003887,0.054235,0.008021,0.062442,0.028513,0.000000,0.036929,0.009602,0.008203,0.159383,0.028009,0.000000,0.001489,0.000000,0.008906,0,1,1,2,1,2,2
0.453590,0.007170,0.069914,0.004279,0.079550,0.030857,0.000000,0.045542,0.000000,0.010626,0.159714,0.031056,0.000000,0.003861,0.000000,0.011021,1,1,1,2,2,2,2
0.448306,0.003579,0.103019,0.013721,0.052086,0.026121,0.000000,0.068239,0.000000,0.009564,0.129294,0.026926,0.000000,0.003718,0.000000,0.012039,1,1,1,2,2,2,2
0.454096,0.004356,0.096370,0.013676,0.046211,0.029700,0.000000,0.066790,0.000000,0.009888,0.141877,0.030573,0.000000,0.003845,0.000000,0.010810,0,1,1,2,2,2,2
0.457599,0.006341,0.112325,0.004773,0.039993,0.019503,0.000000,0.058150,0.003134,0.008974,0.157781,0.034321,0.000000,0.005960,0.000000,0.006344,0,1,1,2,2,2,2
0.453712,0.002766,0.097593,0.005958,0.060955,0.030732,0.000000,0.053542,0.001696,0.010024,0.146255,0.030004,0.000000,0.004380,0.000000,0.009807,0,1,1,2,2,2,2
0.452650,0.006425,0.096699,0.010952,0.056011,0.029101,0.000000,0.044015,0.005538,0.011552,0.146356,0.033735,0.000000,0.003457,0.000000,0.008809,0,1,2,2,2,2,2
0.411996,0.003987,0.082166,0.008932,0.047066,0.030664,0.000000,0.054374,0.000000,0.009344,0.133618,0.025079,0.000000,0.004218,0.000000,0.012548,0,1,1,2,1,2,2
0.413599,0.007063,0.087297,0.008253,0.037625,0.025999,0.000000,0.067723,0.000000,0.009491,0.131150,0.026374,0.000000,0.001957,0.000000,0.010667,0,1,1,2,1,2,2
0.451165,0.005647,0.073389,0.009484,0.057169,0.022778,0.000000,0.042382,0.000000,0.010559,0.176510,0.029545,0.009731,0.004040,0.000000,0.009931,0,1,1,2,1,1,2
0.439426,0.007364,0.079040,0.013488,0.047566,0.020016,0.000000,0.057579,0.004721,0.009731,0.153334,0.031648,0.000000,0.004299,0.000000,0.010640,0,1,1,2,1,2,2
0.439114,0.003919,0.082436,0.006749,0.062172,0.025578,0.000000,0.048175,0.002458,0.009431,0.155359,0.025037,0.000000,0.007876,0.000000,0.009924,0,1,1,2,2,2,2
0.442557,0.008525,0.085769,0.008920,0.047761,0.022179,0.000000,0.047149,0.010345,0.009394,0.150966,0.035759,0.000000,0.005616,0.000000,0.010174,0,1,1,2,1,2,2
0.444858,0.005486,0.088628,0.010373,0.040328,0.018484,0.000000,0.036102,0.033555,0.008363,0.157984,0.024416,0.011035,0.003514,0.000000,0.006590,0,1,1,2,1,2,2
0.457796,0.004561,0.087197,0.011050,0.043301,0.023848,0.000000,0.047486,0.008396,0.011035,0.170855,0.036212,0.000000,0.004102,0.000000,0.009753,0,1,1,2,1,2,2
0.435171,0.005323,0.085445,0.011443,0.051225,0.021792,0.000000,0.060532,0.014648,0.010418,0.129264,0.029467,0.000000,0.004730,0.000000,0.010884,0,1,1,2,2,2,2
0.410697,0.008747,0.056426,0.010866,0.060955,0.024448,0.000000,0.055458,0.000000,0.011319,0.130488,0.034824,0.000000,0.005405,0.000000,0.011761,0,1,1,2,1,2,2
0.451336,0.008595,0.084594,0.012662,0.053170,0.028365,0.000000,0.067082,0.000000,0.009237,0.145006,0.030103,0.000000,0.004494,0.000000,0.008028,0,1,1,2,1,2,2
0.421805,0.007828,0.053368,0.008621,0.057963,0.029894,0.000000,0.034421,0.020620,0.010381,0.151268,0.032012,0.000000,0.003951,0.000000,0.011478,0,1,1,2,1,1,2
0.451364,0.003896,0.084376,0.007429,0.070454,0.033828,0.000000,0.052277,0.000000,0.011014,0.137576,0.035342,0.000000,0.004416,0.000000,0.010756,0,1,1,2,2,2,2
0.505328,0.006751,0.134111,0.010178,0.048857,0.022180,0.000000,0.050952,0.005107,0.010152,0.170267,0.029707,0.000000,0.007232,0.000000,0.009834,1,2,2,2,2,2,2
0.338278,0.004495,0.082633,0.007116,0.071671,0.024328,0.000000,0.046077,0.000000,0.009130,0.055450,0.021304,0.000000,0.005288,0.000000,0.010786,0,1,2,2,1,1,1
0.462069,0.006139,0.109191,0.008806,0.051557,0.025182,0.000000,0.043270,0.000000,0.010891,0.159321,0.028917,0.000000,0.006987,0.000000,0.011808,0,1,1,2,2,2,2
0.428647,0.001680,0.066989,0.013489,0.051896,0.021560,0.000000,0.058204,0.006552,0.010321,0.155898,0.028567,0.000000,0.007047,0.000000,0.006444,0,1,1,2,1,1,1
0.459562,0.004345,0.096499,0.009168,0.067872,0.021611,0.000000,0.065316,0.000000,0.008780,0.134746,0.031944,0.000000,0.006742,0.000000,0.012539,0,1,1,2,2,2,2
0.419280,0.002484,0.069234,0.008459,0.068401,0.029459,0.000000,0.055234,0.000000,0.010442,0.131372,0.033388,0.000000,0.003232,0.000000,0.007575,0,1,1,2,1,2,2
0.433006,0.002232,0.065304,0.006546,0.079229,0.032815,0.000000,0.055461,0.000000,0.010282,0.134883,0.028245,0.000000,0.007331,0.000000,0.010678,0,1,1,2,1,2,2
0.428205,0.005287,0.054754,0.013864,0.071698,0.034580,0.000000,0.043594,0.001781,0.011409,0.151811,0.028608,0.000000,0.001122,0.000000,0.009697,0,1,1,2,1,2,2
0.432484,0.005538,0.059523,0.009590,0.068158,0.023060,0.000000,0.054178,0.000519,0.011582,0.158285,0.028222,0.000000,0.003833,0.000000,0.009996,0,1,1,2,1,2,2
0.431997,0.005409,0.104635,0.010383,0.036487,0.022864,0.000000,0.055825,0.000000,0.008963,0.149200,0.026147,0.000000,0.002813,0.000000,0.009271,0,1,1,2,1,2,2
0.445504,0.004161,0.090695,0.008386,0.047146,0.022102,0.000000,0.045597,0.007163,0.010034,0.170056,0.023603,0.000000,0.005284,0.000000,0.011277,0,1,1,2,1,2,2
0.436120,0.005174,0.100603,0.012417,0.039730,0.019931,0.000000,0.051979,0.005830,0.010397,0.145127,0.029178,0.000000,0.006111,0.000000,0.009643,0,1,1,2,1,2,2
0.461207,0.001558,0.065171,0.006318,0.084259,0.025784,0.000000,0.062639,0.000000,0.010641,0.149865,0.026828,0.010177,0.007107,0.000000,0.010860,1,1,1,2,2,2,2
0.411402,0.003999,0.052788,0.013236,0.052995,0.021069,0.000000,0.032668,0.024203,0.010177,0.152399,0.033017,0.000000,0.004488,0.000000,0.010363,0,1,1,2,1,1,1
0.465040,0.006519,0.097771,0.005516,0.056744,0.022602,0.000000,0.053974,0.000000,0.009147,0.160528,0.028383,0.008988,0.005694,0.000000,0.009174,0,1,1,2,2,2,2
0.417571,0.004284,0.032062,0.013799,0.085456,0.024116,0.000000,0.047183,0.001102,0.008988,0.156732,0.031808,0.000000,0.002148,0.000000,0.009893,0,1,1,2,1,2,2
0.425462,0.002465,0.073792,0.005717,0.052663,0.025771,0.000000,0.054482,0.000000,0.011178,0.148602,0.026426,0.011895,0.003198,0.000000,0.009273,0,1,1,2,1,2,2
0.431249,0.004424,0.073599,0.009094,0.048321,0.025433,0.000000,0.032392,0.009662,0.011895,0.157907,0.026952,0.010304,0.007752,0.000000,0.013514,0,1,1,2,1,2,2
0.462631,0.004572,0.111694,0.007522,0.048367,0.024091,0.000000,0.033024,0.006722,0.010304,0.175174,0.024064,0.000000,0.006797,0.000000,0.010300,1,1,1,2,2,2,2
0.432700,0.004773,0.074113,0.014534,0.051873,0.018699,0.000000,0.063962,0.000000,0.008208,0.150649,0.023586,0.010766,0.001745,0.000000,0.009792,0,1,1,2,1,2,2
0.441403,0.005661,0.108753,0.008314,0.041660,0.015163,0.000000,0.063185,0.000116,0.010766,0.142588,0.027649,0.000000,0.004462,0.000000,0.013086,1,1,1,2,2,2,2
0.441810,0.004565,0.070521,0.009081,0.063855,0.021095,0.000000,0.050229,0.000000,0.009052,0.171091,0.027178,0.000000,0.005979,0.000000,0.009164,0,1,1,2,1,2,2
0.459485,0.005243,0.089778,0.010521,0.045811,0.027654,0.000000,0.066617,0.000000,0.009588,0.143256,0.033394,0.009415,0.006685,0.000000,0.011523,0,1,1,2,1,1,2
0.424879,0.005033,0.072858,0.010069,0.060304,0.015991,0.000000,0.057863,0.009456,0.009415,0.143834,0.023306,0.000000,0.003097,0.000000,0.013653,0,1,1,2,2,2,2
0.432660,0.004610,0.075151,0.007509,0.067795,0.027561,0.000000,0.055421,0.000000,0.009335,0.133651,0.036797,0.000000,0.004291,0.000000,0.010539,0,1,1,2,2,2,2
0.464938,0.001883,0.133025,0.005214,0.040092,0.033239,0.000000,0.063779,0.000000,0.009449,0.134309,0.032417,0.000000,0.004425,0.000000,0.007106,0,1,2,2,2,2,2
0.444302,0.004502,0.074853,0.013075,0.054251,0.025476,0.000000,0.061191,0.000000,0.009739,0.152249,0.031207,0.000000,0.004527,0.000000,0.013232,0,1,1,2,1,2,2
0.475305,0.007509,0.108643,0.010679,0.057659,0.028919,0.000000,0.059718,0.000000,0.010545,0.141720,0.030802,0.000000,0.007089,0.000000,0.012022,0,1,2,2,2,2,2
0.438770,0.004317,0.062178,0.009911,0.081957,0.021256,0.000000,0.063516,0.000000,0.009251,0.138397,0.031623,0.000000,0.008396,0.000000,0.007968,0,1,1,2,2,2,2
0.414583,0.003854,0.052585,0.005419,0.072025,0.028974,0.000000,0.046037,0.000000,0.010715,0.143889,0.037216,0.000000,0.003347,0.000000,0.010522,0,1,1,2,1,1,1
0.460078,0.006297,0.084341,0.008928,0.070111,0.026379,0.000000,0.058211,0.000000,0.009944,0.141097,0.034721,0.000000,0.007459,0.000000,0.012590,0,1,2,2,1,2,2
0.444360,0.003054,0.091560,0.007307,0.068580,0.028829,0.000000,0.039677,0.007562,0.009998,0.139779,0.031084,0.000000,0.007788,0.000000,0.009142,0,1,1,2,2,2,2
0.446952,0.006442,0.088196,0.014483,0.065905,0.022337,0.000000,0.047441,0.000000,0.010836,0.153268,0.023364,0.000000,0.003144,0.000000,0.011536,0,1,2,2,2,2,2
0.441359,0.007456,0.105472,0.011185,0.045606,0.021055,0.000000,0.052920,0.000000,0.008848,0.146415,0.030766,0.000000,0.002952,0.000000,0.008684,0,1,2,2,2,2,2
0.457771,0.003405,0.097857,0.009892,0.056146,0.028105,0.000000,0.049422,0.000000,0.009963,0.162388,0.029033,0.000000,0.001792,0.000000,0.009768,1,1,1,2,2,2,2
0.474346,0.002500,0.098450,0.008827,0.061185,0.033741,0.000000,0.065076,0.000000,0.009230,0.128945,0.037205,0.010501,0.008160,0.000000,0.010526,1,1,1,2,2,2,2
0.425136,0.006341,0.076571,0.008899,0.039929,0.025442,0.000000,0.053988,0.004282,0.010501,0.157278,0.026755,0.000000,0.006117,0.000000,0.009033,0,1,1,2,1,2,2
0.454648,0.007528,0.095705,0.004505,0.068473,0.024570,0.000000,0.050168,0.000000,0.009827,0.149259,0.030507,0.000000,0.005769,0.000000,0.008337,1,1,1,2,2,2,2
0.472956,0.003293,0.104306,0.010246,0.059539,0.028790,0.000000,0.042338,0.001073,0.011585,0.170079,0.026189,0.000000,0.007087,0.000000,0.008431,0,1,2,2,2,2,2
0.453736,0.003968,0.108866,0.010322,0.058540,0.032264,0.000000,0.043270,0.008277,0.009463,0.139975,0.026566,0.000000,0.001662,0.000000,0.010563,1,1,2,2,2,2,2
0.429431,0.008657,0.059718,0.011240,0.065012,0.025138,0.000000,0.061708,0.000000,0.010284,0.144742,0.031837,0.000000,0.002080,0.000000,0.009015,0,1,1,2,2,2,2
0.430396,0.004952,0.050868,0.006593,0.088882,0.031101,0.000000,0.049257,0.000000,0.011619,0.151547,0.021319,0.000000,0.006583,0.000000,0.007675,0,1,1,2,1,2,2
0.433674,0.005618,0.089759,0.014637,0.038505,0.024542,0.000000,0.064469,0.000000,0.009811,0.148856,0.027301,0.000000,0.001809,0.000000,0.008367,0,1,1,2,1,2,2
0.434832,0.005823,0.082805,0.010526,0.059068,0.026901,0.000000,0.051063,0.000000,0.011963,0.144302,0.031668,0.000000,0.001624,0.000000,0.009089,0,1,1,2,2,2,2
0.424553,0.007405,0.081159,0.009979,0.057301,0.033194,0.000000,0.036119,0.000220,0.008695,0.147989,0.028058,0.000000,0.003933,0.000000,0.010501,0,1,1,2,1,2,2
0.464491,0.007169,0.100983,0.013264,0.035289,0.024039,0.000000,0.051939,0.000000,0.010410,0.157434,0.034549,0.010202,0.007787,0.000000,0.011426,0,1,1,2,1,2,2
0.452303,0.008285,0.091401,0.007115,0.051199,0.021958,0.000000,0.050657,0.007010,0.010202,0.155681,0.029913,0.009115,0.003199,0.000000,0.006568,0,1,1,2,1,2,2
0.437128,0.005576,0.074113,0.010430,0.069395,0.017594,0.000000,0.036594,0.022729,0.009115,0.152227,0.022270,0.000000,0.004459,0.000000,0.012626,1,1,1,2,2,2,2
0.428305,0.003646,0.090333,0.009471,0.060399,0.033233,0.000000,0.057912,0.000000,0.010798,0.125263,0.024869,0.000000,0.003457,0.000000,0.008924,1,1,1,2,2,2,2
0.405102,0.005000,0.067876,0.010721,0.054105,0.028310,0.000000,0.046094,0.000000,0.010430,0.145195,0.023853,0.000000,0.001160,0.000000,0.012358,0,1,1,2,1,1,1
0.448568,0.007389,0.080659,0.012471,0.071240,0.016099,0.000000,0.055418,0.000000,0.011452,0.152472,0.022585,0.000000,0.007900,0.000000,0.010883,1,1,1,2,1,2,2
0.439783,0.006628,0.074064,0.008451,0.049515,0.022989,0.000000,0.053284,0.000000,0.010009,0.165472,0.032272,0.000000,0.005466,0.000000,0.011633,0,1,1,2,1,1,1
0.433094,0.007399,0.036744,0.011227,0.080030,0.028337,0.000000,0.034649,0.033876,0.009709,0.140357,0.034978,0.000000,0.004367,0.000000,0.011421,0,1,1,2,1,2,2
0.474778,0.004147,0.100609,0.004492,0.070773,0.023159,0.000000,0.051450,0.001385,0.009336,0.158780,0.035471,0.000000,0.004878,0.000000,0.010298,0,1,1,2,2,2,2
0.453492,0.003067,0.069314,0.011169,0.066983,0.023637,0.000000,0.055713,0.004276,0.009425,0.153839,0.030672,0.010034,0.002773,0.000000,0.012590,0,1,1,2,1,2,2
0.447663,0.003701,0.111430,0.012011,0.054171,0.022858,0.000000,0.052056,0.005725,0.010034,0.136572,0.022786,0.000000,0.003141,0.000000,0.013178,1,1,2,2,2,2,2
0.420285,0.002501,0.076858,0.013209,0.060961,0.023314,0.000000,0.050814,0.000000,0.010316,0.137689,0.029947,0.000000,0.004329,0.000000,0.010347,0,1,1,2,2,2,2
0.456944,0.007839,0.071335,0.009592,0.088254,0.028741,0.000000,0.039524,0.000000,0.009962,0.160587,0.027277,0.000000,0.002130,0.000000,0.011703,1,1,2,2,2,2,2
0.451298,0.007201,0.078944,0.007268,0.055487,0.027987,0.000000,0.044251,0.000000,0.011665,0.164783,0.036924,0.000000,0.004736,0.000000,0.012052,0,1,1,2,1,2,2
0.455114,0.005464,0.083161,0.013369,0.047968,0.021385,0.000000,0.051770,0.016007,0.009296,0.143525,0.036439,0.010380,0.006441,0.000000,0.009909,0,1,1,2,1,2,2
0.482838,0.006384,0.110281,0.013067,0.051617,0.031439,0.000000,0.045489,0.005997,0.010380,0.165416,0.028409,0.000000,0.006819,0.000000,0.007540,0,1,2,2,2,2,2
0.481857,0.006960,0.110368,0.010095,0.059290,0.021935,0.000000,0.038055,0.031531,0.010543,0.149319,0.032190,0.000000,0.001773,0.000000,0.009798,0,1,2,2,2,2,2
0.402051,0.005266,0.025550,0.011188,0.084018,0.033178,0.000000,0.049272,0.000000,0.010755,0.133186,0.030816,0.009416,0.001851,0.000000,0.007555,0,1,1,2,1,2,2
0.468616,0.005543,0.062592,0.010455,0.077159,0.032070,0.000000,0.031620,0.000566,0.009416,0.182175,0.037519,0.000000,0.008541,0.000000,0.010960,1,1,1,2,2,2,2
0.444555,0.007492,0.098628,0.007601,0.055005,0.031819,0.000000,0.041034,0.015903,0.009485,0.139970,0.025828,0.000000,0.002236,0.000000,0.009554,1,1,1,2,1,2,2
0.488170,0.002336,0.136032,0.008208,0.053857,0.029359,0.000000,0.065668,0.000000,0.010119,0.140743,0.030356,0.000000,0.001653,0.000000,0.009839,0,2,2,2,2,2,2
0.433611,0.007511,0.056657,0.006896,0.072731,0.025137,0.000000,0.054884,0.000000,0.009616,0.149160,0.025227,0.009806,0.004357,0.000000,0.011629,0,1,1,2,1,2,2
0.468981,0.005308,0.096908,0.011665,0.055518,0.022492,0.000000,0.050314,0.000964,0.009806,0.155019,0.033569,0.009085,0.006036,0.000000,0.012297,0,1,2,2,2,2,2
0.479305,0.007294,0.086760,0.009009,0.075640,0.018059,0.000000,0.040570,0.006477,0.009085,0.164224,0.034227,0.011912,0.003513,0.000000,0.012535,0,1,1,2,2,2,2
0.476910,0.003256,0.098339,0.010563,0.057317,0.031216,0.000000,0.046897,0.006761,0.011912,0.151985,0.032574,0.009337,0.006266,0.000000,0.010487,1,1,1,2,2,2,2
0.478329,0.007138,0.109644,0.011317,0.044103,0.016982,0.000000,0.041070,0.022496,0.009337,0.162669,0.031350,0.009446,0.002218,0.000000,0.010559,1,1,2,2,2,2,2
0.481318,0.005931,0.111243,0.007120,0.048282,0.018248,0.000000,0.059260,0.006494,0.009446,0.170965,0.023060,0.009346,0.004987,0.000000,0.006936,0,1,1,2,2,2,2
0.423200,0.004513,0.082993,0.009918,0.047923,0.027454,0.000000,0.045684,0.010312,0.009346,0.144373,0.027577,0.000000,0.005039,0.000000,0.008068,0,1,1,2,1,2,2
0.427305,0.008658,0.063699,0.007809,0.062501,0.023917,0.000000,0.049473,0.000000,0.011353,0.157184,0.031843,0.000000,0.002129,0.000000,0.008739,0,1,1,2,2,2,2
0.470270,0.006064,0.109826,0.007919,0.061887,0.023763,0.000000,0.049072,0.000000,0.011088,0.147679,0.027831,0.010020,0.008093,0.000000,0.007028,0,1,2,2,2,2,2
0.455740,0.003413,0.073225,0.006103,0.066545,0.022713,0.000000,0.033724,0.006474,0.010020,0.180175,0.038017,0.000000,0.005554,0.000000,0.009777,0,1,1,2,1,2,2
0.445790,0.005659,0.075360,0.012649,0.058187,0.022791,0.000000,0.043691,0.030410,0.009908,0.136332,0.034129,0.000000,0.004524,0.000000,0.012150,0,1,1,2,1,2,2
0.448683,0.005918,0.082270,0.007783,0.060903,0.023922,0.000000,0.049230,0.007326,0.010066,0.163980,0.022029,0.000000,0.006717,0.000000,0.008539,0,1,1,2,2,2,2
