Assistance_LaneMonitoring_SPAWN->Assistance_LaneMonitoring_START,Assistance_LaneMonitoring_SPAWN->Assistance_LaneMonitoring_START
0.067063,0.067063
0.000000,0.000000
0.000000,0.000000
0.045954,0.045954
0.044804,0.044804
0.000000,0.000000
0.000000,0.000000
0.011486,0.011486
0.000000,0.000000
0.046194,0.046194
0.023385,0.023385
0.000000,0.000000
0.001960,0.001960
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011794,0.011794
0.000000,0.000000
0.000000,0.000000
0.000417,0.000417
0.027658,0.027658
0.026429,0.026429
0.000000,0.000000
0.012913,0.012913
0.014849,0.014849
0.001121,0.001121
0.000000,0.000000
0.010972,0.010972
0.000000,0.000000
0.000026,0.000026
0.043605,0.043605
0.050843,0.050843
0.032863,0.032863
0.000000,0.000000
0.005209,0.005209
0.013376,0.013376
0.000000,0.000000
0.000000,0.000000
0.001732,0.001732
0.000000,0.000000
0.000400,0.000400
0.003618,0.003618
0.010843,0.010843
0.000000,0.000000
0.016057,0.016057
0.001095,0.001095
0.001603,0.001603
0.029997,0.029997
0.000000,0.000000
0.004150,0.004150
0.002813,0.002813
0.027841,0.027841
0.037004,0.037004
0.024294,0.024294
0.038121,0.038121
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.029267,0.029267
0.000000,0.000000
0.000000,0.000000
0.002503,0.002503
0.001625,0.001625
0.036155,0.036155
0.002225,0.002225
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007374,0.007374
0.008165,0.008165
0.000216,0.000216
0.010076,0.010076
0.037088,0.037088
0.005417,0.005417
0.000000,0.000000
0.004644,0.004644
0.000000,0.000000
0.032875,0.032875
0.000934,0.000934
0.000000,0.000000
0.027319,0.027319
0.015302,0.015302
0.011682,0.011682
0.041691,0.041691
0.034188,0.034188
0.015951,0.015951
0.006787,0.006787
0.083466,0.083466
0.000000,0.000000
0.000000,0.000000
0.026047,0.026047
0.000000,0.000000
0.000000,0.000000
0.041278,0.041278
0.000000,0.000000
0.001369,0.001369
0.025365,0.025365
0.000000,0.000000
0.004168,0.004168
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005331,0.005331
0.041038,0.041038
0.000000,0.000000
0.000000,0.000000
0.012616,0.012616
0.000000,0.000000
0.000000,0.000000
0.003617,0.003617
0.037788,0.037788
0.000410,0.000410
0.001875,0.001875
0.025205,0.025205
0.000000,0.000000
0.002783,0.002783
0.043946,0.043946
0.048542,0.048542
0.000000,0.000000
0.000000,0.000000
0.015813,0.015813
0.000000,0.000000
0.006659,0.006659
0.018169,0.018169
0.000000,0.000000
0.023069,0.023069
0.000000,0.000000
0.007269,0.007269
0.000000,0.000000
0.000000,0.000000
0.013339,0.013339
0.048646,0.048646
0.015569,0.015569
0.002558,0.002558
0.009440,0.009440
0.000000,0.000000
0.055845,0.055845
0.000000,0.000000
0.000000,0.000000
0.041211,0.041211
0.000000,0.000000
0.000000,0.000000
0.014622,0.014622
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005881,0.005881
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002771,0.002771
0.000000,0.000000
0.000000,0.000000
0.003009,0.003009
0.016612,0.016612
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.087766,0.087766
0.000000,0.000000
0.007862,0.007862
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000738,0.000738
0.000000,0.000000
0.024598,0.024598
0.000000,0.000000
0.042717,0.042717
0.005838,0.005838
0.046945,0.046945
0.001666,0.001666
0.010679,0.010679
0.000000,0.000000
0.039693,0.039693
0.073150,0.073150
0.028133,0.028133
0.003305,0.003305
0.000000,0.000000
0.016923,0.016923
0.000000,0.000000
0.043272,0.043272
0.000000,0.000000
0.000000,0.000000
0.000276,0.000276
0.000000,0.000000
0.019059,0.019059
0.000000,0.000000
0.014713,0.014713
0.000000,0.000000
0.000000,0.000000
0.006200,0.006200
0.024201,0.024201
0.000000,0.000000
0.020955,0.020955
0.003802,0.003802
0.049729,0.049729
0.009329,0.009329
0.000000,0.000000
0.010641,0.010641
0.013528,0.013528
0.089772,0.089772
0.006613,0.006613
0.007035,0.007035
0.001195,0.001195
0.012597,0.012597
0.000000,0.000000
0.062410,0.062410
0.023488,0.023488
0.000000,0.000000
0.000000,0.000000
0.018933,0.018933
0.004400,0.004400
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004950,0.004950
0.000000,0.000000
0.003908,0.003908
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.015149,0.015149
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.003667,0.003667
0.000000,0.000000
0.000000,0.000000
0.017944,0.017944
0.000000,0.000000
0.016666,0.016666
0.000000,0.000000
0.000000,0.000000
0.036696,0.036696
0.000000,0.000000
0.026830,0.026830
0.000000,0.000000
0.049528,0.049528
0.000000,0.000000
0.040603,0.040603
0.021091,0.021091
0.006987,0.006987
0.000000,0.000000
0.060836,0.060836
0.000000,0.000000
0.038828,0.038828
0.000000,0.000000
0.046596,0.046596
0.000000,0.000000
0.015861,0.015861
0.000000,0.000000
0.027739,0.027739
0.000734,0.000734
0.000000,0.000000
0.013239,0.013239
0.017120,0.017120
0.000000,0.000000
0.020238,0.020238
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006380,0.006380
0.073931,0.073931
0.004773,0.004773
0.002745,0.002745
0.000000,0.000000
0.000000,0.000000
0.022230,0.022230
0.000000,0.000000
0.006577,0.006577
0.000000,0.000000
0.014005,0.014005
0.018500,0.018500
0.003882,0.003882
0.000000,0.000000
0.000000,0.000000
0.012582,0.012582
0.037668,0.037668
0.000000,0.000000
0.043840,0.043840
0.100410,0.100410
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005198,0.005198
0.000000,0.000000
0.021270,0.021270
0.000747,0.000747
0.000479,0.000479
0.000000,0.000000
0.025263,0.025263
0.000000,0.000000
0.032239,0.032239
0.029502,0.029502
0.000396,0.000396
0.009762,0.009762
0.000336,0.000336
0.000000,0.000000
0.035889,0.035889
0.002941,0.002941
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.017764,0.017764
0.020576,0.020576
0.064493,0.064493
0.000000,0.000000
0.000000,0.000000
0.024340,0.024340
0.013573,0.013573
0.000000,0.000000
0.026392,0.026392
0.011904,0.011904
0.002195,0.002195
0.032058,0.032058
0.001512,0.001512
0.025672,0.025672
0.023660,0.023660
0.008542,0.008542
0.025657,0.025657
0.000000,0.000000
0.056736,0.056736
0.019635,0.019635
0.000000,0.000000
0.000000,0.000000
0.004125,0.004125
0.017202,0.017202
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.023698,0.023698
0.000000,0.000000
0.000000,0.000000
0.001029,0.001029
0.000000,0.000000
0.000000,0.000000
0.018995,0.018995
0.000000,0.000000
0.000000,0.000000
0.000289,0.000289
0.000000,0.000000
0.000910,0.000910
0.008073,0.008073
0.026550,0.026550
0.017085,0.017085
0.009021,0.009021
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.014852,0.014852
0.000000,0.000000
0.000000,0.000000
0.001030,0.001030
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011583,0.011583
0.008579,0.008579
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001975,0.001975
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.013867,0.013867
0.002469,0.002469
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005785,0.005785
0.015918,0.015918
0.072625,0.072625
0.000000,0.000000
0.030713,0.030713
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.046264,0.046264
0.000000,0.000000
0.031669,0.031669
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.002606,0.002606
0.000000,0.000000
0.002565,0.002565
0.005396,0.005396
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.058477,0.058477
0.001498,0.001498
0.008102,0.008102
0.000000,0.000000
0.013417,0.013417
0.005000,0.005000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.012454,0.012454
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007009,0.007009
0.000000,0.000000
0.000000,0.000000
0.008655,0.008655
0.000533,0.000533
0.000000,0.000000
0.063874,0.063874
0.003416,0.003416
0.000000,0.000000
0.011464,0.011464
0.034939,0.034939
0.000000,0.000000
0.040376,0.040376
0.002302,0.002302
0.000000,0.000000
0.000000,0.000000
0.005663,0.005663
0.048381,0.048381
0.000909,0.000909
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.042056,0.042056
0.000000,0.000000
0.000000,0.000000
0.038556,0.038556
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.035349,0.035349
0.000000,0.000000
0.027219,0.027219
0.000000,0.000000
0.000000,0.000000
0.037926,0.037926
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.038445,0.038445
0.000000,0.000000
0.032134,0.032134
0.005020,0.005020
0.024520,0.024520
0.007027,0.007027
0.000000,0.000000
0.000000,0.000000
0.001819,0.001819
0.000000,0.000000
0.006403,0.006403
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.014479,0.014479
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.057543,0.057543
0.000000,0.000000
0.000000,0.000000
0.005587,0.005587
0.026987,0.026987
0.000789,0.000789
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.098817,0.098817
0.003497,0.003497
0.000000,0.000000
0.000000,0.000000
0.005166,0.005166
0.000000,0.000000
0.000000,0.000000
0.008841,0.008841
0.027801,0.027801
0.061850,0.061850
0.000000,0.000000
0.028636,0.028636
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001922,0.001922
0.000000,0.000000
0.000000,0.000000
0.053557,0.053557
0.000000,0.000000
0.000000,0.000000
0.005655,0.005655
0.008859,0.008859
0.020608,0.020608
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004343,0.004343
0.018691,0.018691
0.011280,0.011280
0.002236,0.002236
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.028820,0.028820
0.000000,0.000000
0.007688,0.007688
0.041671,0.041671
0.001089,0.001089
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004961,0.004961
0.012925,0.012925
0.000000,0.000000
0.000000,0.000000
0.013803,0.013803
0.000000,0.000000
0.014475,0.014475
0.022691,0.022691
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000526,0.000526
0.000000,0.000000
0.027304,0.027304
0.006630,0.006630
0.024979,0.024979
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007765,0.007765
0.000000,0.000000
0.006735,0.006735
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008447,0.008447
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011736,0.011736
0.000000,0.000000
0.004079,0.004079
0.011777,0.011777
0.019216,0.019216
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.008441,0.008441
0.016613,0.016613
0.012697,0.012697
0.000000,0.000000
0.000000,0.000000
0.002030,0.002030
0.005767,0.005767
0.000000,0.000000
0.025813,0.025813
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.035263,0.035263
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009670,0.009670
0.040716,0.040716
0.000000,0.000000
0.052349,0.052349
0.000000,0.000000
0.053911,0.053911
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001328,0.001328
0.000000,0.000000
0.000000,0.000000
0.002279,0.002279
0.010055,0.010055
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.037136,0.037136
0.000000,0.000000
0.000000,0.000000
0.001193,0.001193
0.003281,0.003281
0.061223,0.061223
0.000000,0.000000
0.003874,0.003874
0.000000,0.000000
0.000000,0.000000
0.002356,0.002356
0.000000,0.000000
0.000000,0.000000
0.007494,0.007494
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.040226,0.040226
0.053269,0.053269
0.000000,0.000000
0.004326,0.004326
0.000000,0.000000
0.063547,0.063547
0.000000,0.000000
0.004925,0.004925
0.001041,0.001041
0.000000,0.000000
0.015082,0.015082
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006377,0.006377
0.015353,0.015353
0.000000,0.000000
0.000000,0.000000
0.004521,0.004521
0.035845,0.035845
0.015172,0.015172
0.000000,0.000000
0.000000,0.000000
0.035637,0.035637
0.005148,0.005148
0.000000,0.000000
0.023799,0.023799
0.000000,0.000000
0.000000,0.000000
0.001572,0.001572
0.027357,0.027357
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.021465,0.021465
0.030376,0.030376
0.011419,0.011419
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.026185,0.026185
0.024232,0.024232
0.000000,0.000000
0.047611,0.047611
0.046158,0.046158
0.002914,0.002914
0.010762,0.010762
0.011764,0.011764
0.045432,0.045432
0.015662,0.015662
0.026989,0.026989
0.006862,0.006862
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009834,0.009834
0.000000,0.000000
0.054683,0.054683
0.066914,0.066914
0.023233,0.023233
0.000000,0.000000
0.009853,0.009853
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.032000,0.032000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.009318,0.009318
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.039435,0.039435
0.006526,0.006526
0.024050,0.024050
0.005932,0.005932
0.028759,0.028759
0.000000,0.000000
0.049457,0.049457
0.013782,0.013782
0.000000,0.000000
0.000942,0.000942
0.034095,0.034095
0.016981,0.016981
0.057254,0.057254
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.044840,0.044840
0.000792,0.000792
0.000000,0.000000
0.051826,0.051826
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.016040,0.016040
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007845,0.007845
0.000000,0.000000
0.019220,0.019220
0.000000,0.000000
0.008656,0.008656
0.029450,0.029450
0.018208,0.018208
0.026552,0.026552
0.000000,0.000000
0.000000,0.000000
0.000698,0.000698
0.000000,0.000000
0.040207,0.040207
0.000000,0.000000
0.031998,0.031998
0.029314,0.029314
0.019794,0.019794
0.000000,0.000000
0.049003,0.049003
0.001688,0.001688
0.000561,0.000561
0.000000,0.000000
0.016580,0.016580
0.030970,0.030970
0.000000,0.000000
0.002947,0.002947
0.072838,0.072838
0.000000,0.000000
0.000000,0.000000
0.033718,0.033718
0.008902,0.008902
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.027505,0.027505
0.000000,0.000000
0.028851,0.028851
0.000000,0.000000
0.073540,0.073540
0.010268,0.010268
0.040320,0.040320
0.000000,0.000000
0.000000,0.000000
0.002176,0.002176
0.005096,0.005096
0.007750,0.007750
0.000055,0.000055
0.043150,0.043150
0.000000,0.000000
0.000000,0.000000
0.025638,0.025638
0.118943,0.118943
0.021937,0.021937
0.000000,0.000000
0.000000,0.000000
0.033762,0.033762
0.018295,0.018295
0.010191,0.010191
0.000000,0.000000
0.006039,0.006039
0.000000,0.000000
0.002251,0.002251
0.033933,0.033933
0.000565,0.000565
0.006642,0.006642
0.000000,0.000000
0.000285,0.000285
0.000000,0.000000
0.018620,0.018620
0.000000,0.000000
0.000000,0.000000
0.011139,0.011139
0.005789,0.005789
0.000000,0.000000
0.020589,0.020589
0.000000,0.000000
0.000000,0.000000
0.024700,0.024700
0.038550,0.038550
0.001694,0.001694
0.042013,0.042013
0.023505,0.023505
0.000000,0.000000
0.000000,0.000000
0.030248,0.030248
0.000000,0.000000
0.000000,0.000000
0.043212,0.043212
0.007864,0.007864
0.000000,0.000000
0.023093,0.023093
0.020326,0.020326
0.008550,0.008550
0.046794,0.046794
0.028696,0.028696
0.000000,0.000000
0.033420,0.033420
0.036836,0.036836
0.022838,0.022838
0.000000,0.000000
0.019654,0.019654
0.009442,0.009442
0.000241,0.000241
0.000000,0.000000
0.028585,0.028585
0.000000,0.000000
0.002236,0.002236
0.000000,0.000000
0.007977,0.007977
0.000000,0.000000
0.024911,0.024911
0.001323,0.001323
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.026317,0.026317
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.007489,0.007489
0.000000,0.000000
0.016374,0.016374
0.073528,0.073528
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.039671,0.039671
0.000000,0.000000
0.000000,0.000000
0.028671,0.028671
0.005889,0.005889
0.033581,0.033581
0.000000,0.000000
0.017193,0.017193
0.086701,0.086701
0.001274,0.001274
0.000000,0.000000
0.000000,0.000000
0.052600,0.052600
0.000000,0.000000
0.008396,0.008396
0.000000,0.000000
0.000000,0.000000
0.025752,0.025752
0.000874,0.000874
0.034660,0.034660
0.000000,0.000000
0.040696,0.040696
0.000000,0.000000
0.000419,0.000419
0.003320,0.003320
0.036765,0.036765
0.000000,0.000000
0.004792,0.004792
0.000000,0.000000
0.000000,0.000000
0.007581,0.007581
0.019296,0.019296
0.000000,0.000000
0.049605,0.049605
0.004865,0.004865
0.000000,0.000000
0.000000,0.000000
0.002486,0.002486
0.021773,0.021773
0.035684,0.035684
0.010258,0.010258
0.039825,0.039825
0.005472,0.005472
0.009211,0.009211
0.032622,0.032622
0.032178,0.032178
0.005719,0.005719
0.099681,0.099681
0.000953,0.000953
0.000000,0.000000
0.000000,0.000000
0.006307,0.006307
0.004378,0.004378
0.020404,0.020404
0.008824,0.008824
0.017461,0.017461
0.000000,0.000000
0.015841,0.015841
0.000000,0.000000
0.000353,0.000353
0.010816,0.010816
0.032222,0.032222
0.000000,0.000000
0.029507,0.029507
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005109,0.005109
0.007592,0.007592
0.033776,0.033776
0.036562,0.036562
0.000000,0.000000
0.015938,0.015938
0.000000,0.000000
0.002277,0.002277
0.003646,0.003646
0.000443,0.000443
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.014821,0.014821
0.005351,0.005351
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.010618,0.010618
0.000000,0.000000
0.004241,0.004241
0.000000,0.000000
0.032406,0.032406
0.006652,0.006652
0.000000,0.000000
0.019426,0.019426
0.036203,0.036203
0.000000,0.000000
0.000000,0.000000
0.010323,0.010323
0.034348,0.034348
0.000000,0.000000
0.025393,0.025393
0.015408,0.015408
0.000000,0.000000
0.017544,0.017544
0.011486,0.011486
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.036304,0.036304
0.000000,0.000000
0.000000,0.000000
0.003880,0.003880
0.026301,0.026301
0.119623,0.119623
0.012924,0.012924
0.005604,0.005604
0.025790,0.025790
0.008307,0.008307
0.045564,0.045564
0.003135,0.003135
0.000000,0.000000
0.003623,0.003623
0.017362,0.017362
0.000000,0.000000
0.042511,0.042511
0.014623,0.014623
0.058033,0.058033
0.001748,0.001748
0.025898,0.025898
0.031582,0.031582
0.008326,0.008326
0.000000,0.000000
0.016759,0.016759
0.000000,0.000000
0.041238,0.041238
0.003563,0.003563
0.054612,0.054612
0.030325,0.030325
0.000000,0.000000
0.000000,0.000000
0.042759,0.042759
0.053010,0.053010
0.001236,0.001236
0.000000,0.000000
0.014978,0.014978
0.047515,0.047515
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.054887,0.054887
0.061084,0.061084
0.000000,0.000000
0.042842,0.042842
0.000000,0.000000
0.017871,0.017871
0.009658,0.009658
0.041386,0.041386
0.023596,0.023596
0.001189,0.001189
0.028616,0.028616
0.007299,0.007299
0.000000,0.000000
0.000544,0.000544
0.037334,0.037334
0.032520,0.032520
0.008158,0.008158
0.052629,0.052629
0.030980,0.030980
0.038467,0.038467
0.007098,0.007098
0.000606,0.000606
0.000000,0.000000
0.019303,0.019303
0.013324,0.013324
0.034810,0.034810
0.000000,0.000000
0.000000,0.000000
0.071821,0.071821
0.008993,0.008993
0.011357,0.011357
0.000000,0.000000
0.014193,0.014193
0.046809,0.046809
0.012881,0.012881
0.000000,0.000000
0.000128,0.000128
0.006454,0.006454
0.000000,0.000000
0.020452,0.020452
0.000000,0.000000
0.004617,0.004617
0.000000,0.000000
0.011063,0.011063
0.026900,0.026900
0.015635,0.015635
0.049280,0.049280
0.031362,0.031362
0.000000,0.000000
0.044429,0.044429
0.038253,0.038253
0.037594,0.037594
0.006925,0.006925
0.017301,0.017301
0.047024,0.047024
0.031492,0.031492
0.006343,0.006343
0.020830,0.020830
0.025869,0.025869
0.034648,0.034648
0.033871,0.033871
0.007172,0.007172
0.000000,0.000000
0.010547,0.010547
0.043551,0.043551
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.030576,0.030576
0.035997,0.035997
0.007905,0.007905
0.010813,0.010813
0.007986,0.007986
0.000000,0.000000
0.000000,0.000000
0.012743,0.012743
0.028106,0.028106
0.052679,0.052679
0.020539,0.020539
0.026325,0.026325
0.000000,0.000000
0.000000,0.000000
0.028196,0.028196
0.012799,0.012799
0.041598,0.041598
0.059060,0.059060
0.048714,0.048714
0.025382,0.025382
0.024102,0.024102
0.000000,0.000000
0.006213,0.006213
0.046088,0.046088
0.017149,0.017149
0.000000,0.000000
0.045199,0.045199
0.000200,0.000200
0.000000,0.000000
0.031153,0.031153
0.007234,0.007234
0.035922,0.035922
0.019737,0.019737
0.000000,0.000000
0.039712,0.039712
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.039808,0.039808
0.023896,0.023896
0.000000,0.000000
0.053360,0.053360
0.002156,0.002156
0.007275,0.007275
0.000833,0.000833
0.004013,0.004013
0.000000,0.000000
0.027977,0.027977
0.028410,0.028410
0.021734,0.021734
0.001829,0.001829
0.004158,0.004158
0.000000,0.000000
0.000000,0.000000
0.028720,0.028720
0.033012,0.033012
0.001636,0.001636
0.009636,0.009636
0.023992,0.023992
0.015821,0.015821
0.022579,0.022579
0.019491,0.019491
0.000000,0.000000
0.000000,0.000000
0.037608,0.037608
0.005333,0.005333
0.024432,0.024432
0.006678,0.006678
0.054730,0.054730
0.025321,0.025321
0.023428,0.023428
0.027666,0.027666
0.006524,0.006524
0.030091,0.030091
0.017315,0.017315
0.029885,0.029885
0.009738,0.009738
0.007435,0.007435
0.030052,0.030052
0.034226,0.034226
0.001713,0.001713
0.001428,0.001428
0.046671,0.046671
0.013658,0.013658
0.026351,0.026351
0.000000,0.000000
0.019667,0.019667
0.003496,0.003496
0.024387,0.024387
0.000000,0.000000
0.000000,0.000000
0.050814,0.050814
0.063807,0.063807
0.020959,0.020959
0.029287,0.029287
0.047839,0.047839
0.018684,0.018684
0.038429,0.038429
0.010272,0.010272
0.009051,0.009051
0.083922,0.083922
0.000000,0.000000
0.053710,0.053710
0.042605,0.042605
0.000000,0.000000
0.006320,0.006320
0.026179,0.026179
0.042718,0.042718
0.013260,0.013260
0.000000,0.000000
0.000000,0.000000
0.031237,0.031237
0.005159,0.005159
0.000000,0.000000
0.053450,0.053450
0.105505,0.105505
0.034094,0.034094
0.003910,0.003910
0.044508,0.044508
0.029351,0.029351
0.004421,0.004421
0.012785,0.012785
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.045134,0.045134
0.000000,0.000000
0.061743,0.061743
0.061727,0.061727
0.046876,0.046876
0.000000,0.000000
0.032523,0.032523
0.015147,0.015147
0.000000,0.000000
0.000000,0.000000
0.025187,0.025187
0.017205,0.017205
0.024180,0.024180
0.001622,0.001622
0.032206,0.032206
0.021724,0.021724
0.040575,0.040575
0.006571,0.006571
0.000000,0.000000
0.015130,0.015130
0.002814,0.002814
0.000000,0.000000
0.006306,0.006306
0.025994,0.025994
0.000767,0.000767
0.085569,0.085569
0.009279,0.009279
0.014577,0.014577
0.000000,0.000000
0.007813,0.007813
0.010564,0.010564
0.031108,0.031108
0.018779,0.018779
0.030115,0.030115
0.005175,0.005175
0.036023,0.036023
0.000000,0.000000
0.000000,0.000000
0.001711,0.001711
0.038929,0.038929
0.012288,0.012288
0.000000,0.000000
0.024624,0.024624
0.000000,0.000000
0.025758,0.025758
0.000000,0.000000
0.014485,0.014485
0.046964,0.046964
0.000000,0.000000
0.015125,0.015125
0.029825,0.029825
0.000000,0.000000
0.044618,0.044618
0.063316,0.063316
0.055322,0.055322
0.008883,0.008883
0.036607,0.036607
0.025445,0.025445
0.043443,0.043443
0.057966,0.057966
0.025540,0.025540
0.011160,0.011160
0.000000,0.000000
0.064492,0.064492
0.036606,0.036606
0.009308,0.009308
0.000000,0.000000
0.000000,0.000000
0.022811,0.022811
0.018425,0.018425
0.043635,0.043635
0.007072,0.007072
0.029918,0.029918
0.032155,0.032155
0.032964,0.032964
0.034189,0.034189
0.000000,0.000000
0.035307,0.035307
0.000000,0.000000
0.000000,0.000000
0.039920,0.039920
0.000000,0.000000
0.000000,0.000000
0.007580,0.007580
0.055148,0.055148
0.047281,0.047281
0.032010,0.032010
0.000000,0.000000
0.104145,0.104145
0.015690,0.015690
0.022734,0.022734
0.035052,0.035052
0.011475,0.011475
0.035097,0.035097
0.008863,0.008863
0.046295,0.046295
0.047802,0.047802
0.007108,0.007108
0.034895,0.034895
0.006981,0.006981
0.021525,0.021525
0.033865,0.033865
0.017469,0.017469
0.077280,0.077280
0.000000,0.000000
0.032321,0.032321
0.032531,0.032531
0.013320,0.013320
0.045877,0.045877
0.010990,0.010990
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.019898,0.019898
0.003311,0.003311
0.000000,0.000000
0.006176,0.006176
0.004373,0.004373
0.002541,0.002541
0.000000,0.000000
0.043989,0.043989
0.000000,0.000000
0.000000,0.000000
