bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=7
0.058000,0.004156,0.000140,0.001921,0.001432,0.000559,0.000105,0.000000,0.000000,0.000000
0.059000,0.003911,0.000279,0.002270,0.001048,0.000314,0.000000,0.000000,0.000000,0.000000
0.060000,0.004470,0.000419,0.002165,0.001572,0.000279,0.000035,0.000000,0.000000,0.000000
0.061000,0.003353,0.000140,0.001886,0.001013,0.000314,0.000000,0.000000,0.000000,0.000000
0.062000,0.003842,0.000210,0.001886,0.001187,0.000454,0.000035,0.000070,0.000000,0.000000
0.063000,0.003492,0.000244,0.001711,0.001257,0.000210,0.000070,0.000000,0.000000,0.000000
0.064000,0.003388,0.000279,0.001572,0.001187,0.000314,0.000000,0.000035,0.000000,0.000000
0.065000,0.002480,0.000210,0.001152,0.000943,0.000140,0.000000,0.000035,0.000000,0.000000
0.066000,0.002584,0.000244,0.001292,0.000768,0.000210,0.000070,0.000000,0.000000,0.000000
0.067000,0.003108,0.000210,0.001222,0.001187,0.000349,0.000105,0.000035,0.000000,0.000000
0.068000,0.003737,0.000070,0.001641,0.001327,0.000698,0.000000,0.000000,0.000000,0.000000
0.069000,0.003492,0.000140,0.001257,0.001641,0.000349,0.000105,0.000000,0.000000,0.000000
0.070000,0.003318,0.000175,0.001327,0.001362,0.000384,0.000035,0.000035,0.000000,0.000000
0.071000,0.003003,0.000070,0.001397,0.001187,0.000279,0.000070,0.000000,0.000000,0.000000
0.072000,0.002794,0.000175,0.001152,0.001083,0.000279,0.000035,0.000070,0.000000,0.000000
0.073000,0.003248,0.000140,0.001292,0.001432,0.000349,0.000035,0.000000,0.000000,0.000000
0.074000,0.003248,0.000000,0.001397,0.001362,0.000454,0.000035,0.000000,0.000000,0.000000
0.075000,0.003283,0.000000,0.001572,0.001467,0.000210,0.000035,0.000000,0.000000,0.000000
0.076000,0.002899,0.000035,0.001048,0.001362,0.000384,0.000070,0.000000,0.000000,0.000000
0.077000,0.003283,0.000105,0.001711,0.001083,0.000349,0.000035,0.000000,0.000000,0.000000
0.078000,0.003038,0.000000,0.001537,0.001048,0.000349,0.000105,0.000000,0.000000,0.000000
0.079000,0.002829,0.000070,0.000908,0.001362,0.000454,0.000035,0.000000,0.000000,0.000000
0.080000,0.003492,0.000000,0.001502,0.001327,0.000559,0.000105,0.000000,0.000000,0.000000
0.081000,0.002724,0.000035,0.000943,0.001187,0.000454,0.000070,0.000035,0.000000,0.000000
0.082000,0.002305,0.000070,0.001187,0.000803,0.000105,0.000140,0.000000,0.000000,0.000000
0.083000,0.003283,0.000175,0.001118,0.001572,0.000279,0.000105,0.000000,0.000035,0.000000
0.084000,0.002235,0.000035,0.001013,0.000873,0.000314,0.000000,0.000000,0.000000,0.000000
0.085000,0.002654,0.000035,0.000908,0.001327,0.000314,0.000070,0.000000,0.000000,0.000000
0.086000,0.002480,0.000070,0.000943,0.000943,0.000489,0.000035,0.000000,0.000000,0.000000
0.087000,0.002514,0.000105,0.001083,0.000873,0.000349,0.000035,0.000070,0.000000,0.000000
0.088000,0.002794,0.000105,0.001083,0.001292,0.000244,0.000070,0.000000,0.000000,0.000000
0.089000,0.002026,0.000000,0.000698,0.001013,0.000279,0.000035,0.000000,0.000000,0.000000
0.090000,0.001606,0.000070,0.000594,0.000733,0.000175,0.000035,0.000000,0.000000,0.000000
0.091000,0.001641,0.000000,0.000524,0.000838,0.000175,0.000070,0.000035,0.000000,0.000000
0.092000,0.001886,0.000035,0.000698,0.000838,0.000314,0.000000,0.000000,0.000000,0.000000
0.093000,0.001432,0.000000,0.000419,0.000594,0.000175,0.000244,0.000000,0.000000,0.000000
0.094000,0.001083,0.000035,0.000524,0.000454,0.000070,0.000000,0.000000,0.000000,0.000000
0.095000,0.001781,0.000140,0.000733,0.000733,0.000140,0.000000,0.000035,0.000000,0.000000
0.096000,0.001292,0.000105,0.000454,0.000559,0.000140,0.000035,0.000000,0.000000,0.000000
0.097000,0.001432,0.000070,0.000559,0.000594,0.000210,0.000000,0.000000,0.000000,0.000000
0.098000,0.001292,0.000140,0.000524,0.000454,0.000140,0.000035,0.000000,0.000000,0.000000
0.099000,0.001676,0.000070,0.000629,0.000629,0.000279,0.000070,0.000000,0.000000,0.000000
0.100000,0.000978,0.000070,0.000454,0.000175,0.000244,0.000000,0.000035,0.000000,0.000000
0.101000,0.000943,0.000070,0.000349,0.000454,0.000070,0.000000,0.000000,0.000000,0.000000
0.102000,0.000698,0.000035,0.000210,0.000314,0.000140,0.000000,0.000000,0.000000,0.000000
0.103000,0.000629,0.000140,0.000244,0.000105,0.000105,0.000035,0.000000,0.000000,0.000000
0.104000,0.000803,0.000035,0.000279,0.000210,0.000244,0.000035,0.000000,0.000000,0.000000
0.105000,0.000698,0.000035,0.000349,0.000140,0.000105,0.000070,0.000000,0.000000,0.000000
0.106000,0.000664,0.000035,0.000349,0.000175,0.000070,0.000035,0.000000,0.000000,0.000000
0.107000,0.000698,0.000070,0.000244,0.000244,0.000105,0.000000,0.000035,0.000000,0.000000
0.108000,0.000803,0.000035,0.000454,0.000175,0.000070,0.000070,0.000000,0.000000,0.000000
0.109000,0.000594,0.000035,0.000314,0.000175,0.000070,0.000000,0.000000,0.000000,0.000000
0.110000,0.000454,0.000000,0.000210,0.000210,0.000035,0.000000,0.000000,0.000000,0.000000
0.111000,0.000594,0.000105,0.000210,0.000244,0.000035,0.000000,0.000000,0.000000,0.000000
0.112000,0.000349,0.000070,0.000105,0.000140,0.000035,0.000000,0.000000,0.000000,0.000000
0.113000,0.000384,0.000070,0.000175,0.000070,0.000070,0.000000,0.000000,0.000000,0.000000
0.114000,0.000594,0.000035,0.000175,0.000349,0.000035,0.000000,0.000000,0.000000,0.000000
0.115000,0.000349,0.000000,0.000140,0.000175,0.000035,0.000000,0.000000,0.000000,0.000000
0.116000,0.000594,0.000000,0.000175,0.000279,0.000140,0.000000,0.000000,0.000000,0.000000
0.117000,0.000594,0.000000,0.000244,0.000244,0.000035,0.000070,0.000000,0.000000,0.000000
0.118000,0.000314,0.000000,0.000105,0.000175,0.000035,0.000000,0.000000,0.000000,0.000000
0.119000,0.000594,0.000000,0.000314,0.000210,0.000070,0.000000,0.000000,0.000000,0.000000
0.120000,0.000559,0.000000,0.000279,0.000210,0.000035,0.000035,0.000000,0.000000,0.000000
0.121000,0.000664,0.000000,0.000314,0.000244,0.000070,0.000035,0.000000,0.000000,0.000000
0.122000,0.000419,0.000035,0.000140,0.000140,0.000105,0.000000,0.000000,0.000000,0.000000
0.123000,0.000314,0.000000,0.000210,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000
0.124000,0.000524,0.000000,0.000070,0.000384,0.000070,0.000000,0.000000,0.000000,0.000000
0.125000,0.000559,0.000000,0.000244,0.000175,0.000140,0.000000,0.000000,0.000000,0.000000
0.126000,0.000489,0.000000,0.000210,0.000210,0.000035,0.000035,0.000000,0.000000,0.000000
0.127000,0.000698,0.000000,0.000175,0.000349,0.000140,0.000035,0.000000,0.000000,0.000000
0.128000,0.000454,0.000000,0.000140,0.000175,0.000105,0.000035,0.000000,0.000000,0.000000
0.129000,0.000314,0.000000,0.000175,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000
0.130000,0.000559,0.000000,0.000244,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000
0.131000,0.000489,0.000000,0.000244,0.000175,0.000070,0.000000,0.000000,0.000000,0.000000
0.132000,0.000559,0.000000,0.000210,0.000279,0.000035,0.000035,0.000000,0.000000,0.000000
0.133000,0.000314,0.000000,0.000210,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000
0.134000,0.000419,0.000000,0.000210,0.000175,0.000035,0.000000,0.000000,0.000000,0.000000
0.135000,0.000384,0.000000,0.000140,0.000210,0.000035,0.000000,0.000000,0.000000,0.000000
0.136000,0.000524,0.000000,0.000105,0.000244,0.000175,0.000000,0.000000,0.000000,0.000000
0.137000,0.000279,0.000035,0.000070,0.000140,0.000035,0.000000,0.000000,0.000000,0.000000
0.138000,0.000419,0.000000,0.000105,0.000105,0.000175,0.000035,0.000000,0.000000,0.000000
0.139000,0.000349,0.000000,0.000175,0.000105,0.000000,0.000070,0.000000,0.000000,0.000000
0.140000,0.000279,0.000000,0.000105,0.000070,0.000105,0.000000,0.000000,0.000000,0.000000
0.141000,0.000314,0.000000,0.000140,0.000070,0.000105,0.000000,0.000000,0.000000,0.000000
0.142000,0.000140,0.000000,0.000070,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000
0.143000,0.000314,0.000000,0.000175,0.000070,0.000035,0.000000,0.000035,0.000000,0.000000
0.144000,0.000105,0.000000,0.000000,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000
0.145000,0.000105,0.000000,0.000070,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.146000,0.000349,0.000035,0.000175,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000
0.147000,0.000210,0.000035,0.000070,0.000035,0.000070,0.000000,0.000000,0.000000,0.000000
0.148000,0.000210,0.000000,0.000105,0.000035,0.000070,0.000000,0.000000,0.000000,0.000000
0.149000,0.000244,0.000035,0.000000,0.000105,0.000070,0.000035,0.000000,0.000000,0.000000
0.150000,0.000244,0.000035,0.000175,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.151000,0.000175,0.000000,0.000035,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000
0.152000,0.000105,0.000035,0.000000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000
0.153000,0.000140,0.000035,0.000070,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000
0.154000,0.000175,0.000000,0.000070,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000
0.155000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.156000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.157000,0.000105,0.000035,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.158000,0.000105,0.000000,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.159000,0.000070,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160000,0.000175,0.000035,0.000140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.161000,0.000105,0.000000,0.000070,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.162000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.164000,0.000105,0.000000,0.000000,0.000070,0.000035,0.000000,0.000000,0.000000,0.000000
0.165000,0.000140,0.000000,0.000070,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000
0.166000,0.000070,0.000000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.167000,0.000070,0.000000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000
0.168000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.170000,0.000105,0.000000,0.000035,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000
0.171000,0.000070,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000
0.172000,0.000105,0.000000,0.000000,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000
0.173000,0.000105,0.000000,0.000035,0.000000,0.000035,0.000035,0.000000,0.000000,0.000000
0.175000,0.000070,0.000000,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.176000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.178000,0.000070,0.000000,0.000000,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000
0.179000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.180000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.181000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.182000,0.000105,0.000000,0.000000,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000
0.183000,0.000070,0.000000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.185000,0.000070,0.000000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.186000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.187000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.188000,0.000140,0.000000,0.000000,0.000070,0.000035,0.000035,0.000000,0.000000,0.000000
0.189000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.190000,0.000175,0.000035,0.000035,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000
0.192000,0.000070,0.000000,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.193000,0.000035,0.000000,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000
0.195000,0.000035,0.000000,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000
0.196000,0.000070,0.000000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.197000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,0.000070,0.000000,0.000035,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.215000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.216000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.220000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.224000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.226000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.239000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.247000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.260000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.269000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.320000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
