bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=7
0.000000,0.148879,0.023992,0.078194,0.035797,0.009325,0.001327,0.000244,0.000000,0.000000
0.001000,0.007753,0.000978,0.003981,0.002130,0.000524,0.000140,0.000000,0.000000,0.000000
0.002000,0.008836,0.001502,0.004261,0.002410,0.000559,0.000035,0.000070,0.000000,0.000000
0.003000,0.008277,0.000943,0.004226,0.002200,0.000873,0.000000,0.000035,0.000000,0.000000
0.004000,0.009325,0.001048,0.005308,0.002305,0.000489,0.000175,0.000000,0.000000,0.000000
0.005000,0.009150,0.000908,0.004889,0.002619,0.000629,0.000105,0.000000,0.000000,0.000000
0.006000,0.010652,0.001013,0.005308,0.003178,0.000873,0.000210,0.000070,0.000000,0.000000
0.007000,0.010337,0.000873,0.005588,0.003178,0.000524,0.000140,0.000035,0.000000,0.000000
0.008000,0.013446,0.001292,0.007089,0.003911,0.001013,0.000140,0.000000,0.000000,0.000000
0.009000,0.011979,0.001467,0.006181,0.002968,0.001152,0.000210,0.000000,0.000000,0.000000
0.010000,0.016205,0.001956,0.008766,0.004226,0.001048,0.000175,0.000035,0.000000,0.000000
0.011000,0.013865,0.001886,0.006845,0.004191,0.000768,0.000175,0.000000,0.000000,0.000000
0.012000,0.014493,0.001257,0.007578,0.004191,0.001362,0.000105,0.000000,0.000000,0.000000
0.013000,0.012922,0.001432,0.006670,0.004051,0.000664,0.000105,0.000000,0.000000,0.000000
0.014000,0.013550,0.001467,0.006915,0.004156,0.000908,0.000070,0.000035,0.000000,0.000000
0.015000,0.013760,0.001816,0.006950,0.003527,0.001257,0.000140,0.000035,0.000035,0.000000
0.016000,0.013620,0.000943,0.006915,0.004296,0.001013,0.000384,0.000070,0.000000,0.000000
0.017000,0.014074,0.000908,0.006356,0.005378,0.001222,0.000140,0.000070,0.000000,0.000000
0.018000,0.015716,0.000943,0.006915,0.005972,0.001606,0.000210,0.000070,0.000000,0.000000
0.019000,0.020745,0.000594,0.008696,0.008312,0.002584,0.000454,0.000070,0.000000,0.000035
0.020000,0.018614,0.000768,0.007823,0.007194,0.002130,0.000489,0.000210,0.000000,0.000000
0.021000,0.016239,0.000803,0.006915,0.006426,0.001572,0.000419,0.000105,0.000000,0.000000
0.022000,0.015855,0.000454,0.006321,0.006670,0.002095,0.000279,0.000000,0.000035,0.000000
0.023000,0.014493,0.000489,0.005623,0.006391,0.001781,0.000175,0.000035,0.000000,0.000000
0.024000,0.017182,0.000664,0.007858,0.006216,0.001816,0.000524,0.000070,0.000035,0.000000
0.025000,0.016763,0.000454,0.006426,0.007055,0.002480,0.000244,0.000105,0.000000,0.000000
0.026000,0.018509,0.000733,0.007334,0.007648,0.002445,0.000279,0.000070,0.000000,0.000000
0.027000,0.018160,0.000559,0.007229,0.007683,0.002165,0.000454,0.000070,0.000000,0.000000
0.028000,0.020291,0.000559,0.007823,0.008591,0.002654,0.000664,0.000000,0.000000,0.000000
0.029000,0.024691,0.000803,0.009220,0.010233,0.003632,0.000698,0.000070,0.000000,0.000035
0.030000,0.017532,0.000454,0.006601,0.007474,0.002654,0.000349,0.000000,0.000000,0.000000
0.031000,0.014808,0.000524,0.006251,0.005518,0.001991,0.000489,0.000035,0.000000,0.000000
0.032000,0.015855,0.000279,0.005658,0.007334,0.001991,0.000594,0.000000,0.000000,0.000000
0.033000,0.014773,0.000349,0.004994,0.006985,0.001956,0.000454,0.000035,0.000000,0.000000
0.034000,0.014004,0.000210,0.004680,0.006321,0.002235,0.000419,0.000105,0.000035,0.000000
0.035000,0.014668,0.000419,0.004715,0.006880,0.001991,0.000594,0.000035,0.000035,0.000000
0.036000,0.015506,0.000384,0.005308,0.007194,0.002270,0.000279,0.000070,0.000000,0.000000
0.037000,0.015017,0.000454,0.005623,0.006147,0.002200,0.000524,0.000070,0.000000,0.000000
0.038000,0.015646,0.000349,0.006391,0.006391,0.001956,0.000524,0.000035,0.000000,0.000000
0.039000,0.013934,0.000314,0.005588,0.005762,0.001781,0.000454,0.000000,0.000035,0.000000
0.040000,0.013061,0.000175,0.005239,0.005204,0.001991,0.000349,0.000105,0.000000,0.000000
0.041000,0.012642,0.000314,0.005099,0.004750,0.001851,0.000524,0.000035,0.000070,0.000000
0.042000,0.009883,0.000070,0.003667,0.003946,0.001572,0.000384,0.000210,0.000035,0.000000
0.043000,0.009848,0.000175,0.003562,0.004645,0.000943,0.000384,0.000105,0.000035,0.000000
0.044000,0.008940,0.000384,0.003248,0.003457,0.001467,0.000314,0.000070,0.000000,0.000000
0.045000,0.009185,0.000244,0.003423,0.004051,0.001152,0.000244,0.000070,0.000000,0.000000
0.046000,0.008871,0.000489,0.003667,0.002968,0.001397,0.000314,0.000035,0.000000,0.000000
0.047000,0.008382,0.000733,0.003073,0.003108,0.001292,0.000175,0.000000,0.000000,0.000000
0.048000,0.008626,0.000559,0.003597,0.003353,0.000908,0.000210,0.000000,0.000000,0.000000
0.049000,0.008312,0.000419,0.003283,0.003423,0.000873,0.000244,0.000070,0.000000,0.000000
0.050000,0.007509,0.000244,0.003213,0.002864,0.000943,0.000175,0.000070,0.000000,0.000000
0.051000,0.006286,0.000559,0.002829,0.001851,0.000838,0.000210,0.000000,0.000000,0.000000
0.052000,0.005762,0.000384,0.002724,0.001781,0.000733,0.000140,0.000000,0.000000,0.000000
0.053000,0.004331,0.000279,0.001537,0.001816,0.000594,0.000035,0.000070,0.000000,0.000000
0.054000,0.004505,0.000349,0.001991,0.001711,0.000349,0.000105,0.000000,0.000000,0.000000
0.055000,0.003667,0.000210,0.001362,0.001641,0.000384,0.000070,0.000000,0.000000,0.000000
0.056000,0.004051,0.000140,0.002130,0.001362,0.000279,0.000105,0.000035,0.000000,0.000000
0.057000,0.003632,0.000105,0.001711,0.001292,0.000384,0.000105,0.000035,0.000000,0.000000
