bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=7
0.060000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.061000,0.000175,0.000140,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.062000,0.000454,0.000175,0.000279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.063000,0.000419,0.000314,0.000105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.064000,0.000559,0.000349,0.000175,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.065000,0.000454,0.000314,0.000105,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000
0.066000,0.000698,0.000279,0.000349,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000
0.067000,0.001013,0.000594,0.000349,0.000070,0.000000,0.000000,0.000000,0.000000,0.000000
0.068000,0.000943,0.000384,0.000419,0.000105,0.000035,0.000000,0.000000,0.000000,0.000000
0.069000,0.001816,0.000803,0.000838,0.000105,0.000070,0.000000,0.000000,0.000000,0.000000
0.070000,0.001467,0.000489,0.000698,0.000244,0.000035,0.000000,0.000000,0.000000,0.000000
0.071000,0.001606,0.000664,0.000803,0.000105,0.000035,0.000000,0.000000,0.000000,0.000000
0.072000,0.001641,0.000524,0.000908,0.000210,0.000000,0.000000,0.000000,0.000000,0.000000
0.073000,0.001851,0.000733,0.000908,0.000140,0.000035,0.000000,0.000035,0.000000,0.000000
0.074000,0.002584,0.001187,0.001083,0.000210,0.000070,0.000000,0.000035,0.000000,0.000000
0.075000,0.003143,0.001152,0.001432,0.000489,0.000070,0.000000,0.000000,0.000000,0.000000
0.076000,0.003981,0.001537,0.002060,0.000244,0.000140,0.000000,0.000000,0.000000,0.000000
0.077000,0.005029,0.001467,0.002899,0.000559,0.000105,0.000000,0.000000,0.000000,0.000000
0.078000,0.007159,0.002095,0.004191,0.000803,0.000070,0.000000,0.000000,0.000000,0.000000
0.079000,0.009185,0.001991,0.005727,0.001292,0.000175,0.000000,0.000000,0.000000,0.000000
0.080000,0.010337,0.002375,0.006077,0.001606,0.000244,0.000035,0.000000,0.000000,0.000000
0.081000,0.011420,0.002200,0.006985,0.001991,0.000244,0.000000,0.000000,0.000000,0.000000
0.082000,0.012293,0.002480,0.007997,0.001397,0.000349,0.000035,0.000035,0.000000,0.000000
0.083000,0.012607,0.002480,0.007753,0.001991,0.000384,0.000000,0.000000,0.000000,0.000000
0.084000,0.013830,0.002514,0.008451,0.002410,0.000384,0.000070,0.000000,0.000000,0.000000
0.085000,0.013725,0.002514,0.008277,0.002654,0.000279,0.000000,0.000000,0.000000,0.000000
0.086000,0.011210,0.001816,0.006985,0.002095,0.000314,0.000000,0.000000,0.000000,0.000000
0.087000,0.011210,0.002130,0.006880,0.001781,0.000349,0.000035,0.000035,0.000000,0.000000
