Assistance_Speeding_SPAWN->Assistance_Speeding_START,Assistance_Speeding_SPAWN->Assistance_Speeding_START
0.023716,0.023716
0.000000,0.000000
0.079695,0.079695
0.040091,0.040091
0.000000,0.000000
0.007762,0.007762
0.020075,0.020075
0.000000,0.000000
0.002138,0.002138
0.049266,0.049266
0.016993,0.016993
0.000000,0.000000
0.013383,0.013383
0.000000,0.000000
0.043069,0.043069
0.006639,0.006639
0.000000,0.000000
0.039961,0.039961
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.004877,0.004877
0.033359,0.033359
0.027144,0.027144
0.055973,0.055973
0.029406,0.029406
0.032741,0.032741
0.013224,0.013224
0.063889,0.063889
0.002723,0.002723
0.034134,0.034134
0.000000,0.000000
0.000000,0.000000
0.000730,0.000730
0.037832,0.037832
0.022562,0.022562
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.045546,0.045546
0.004229,0.004229
0.013795,0.013795
0.038243,0.038243
0.005216,0.005216
0.000000,0.000000
0.039948,0.039948
0.005687,0.005687
0.000000,0.000000
0.037212,0.037212
0.052685,0.052685
0.009866,0.009866
0.026999,0.026999
0.002942,0.002942
0.040488,0.040488
0.000000,0.000000
0.000000,0.000000
0.025395,0.025395
0.004487,0.004487
0.000000,0.000000
0.017498,0.017498
0.044622,0.044622
0.062423,0.062423
0.032339,0.032339
0.009540,0.009540
0.000000,0.000000
0.000000,0.000000
0.007398,0.007398
0.009254,0.009254
0.020060,0.020060
0.031065,0.031065
0.014732,0.014732
0.050862,0.050862
0.003553,0.003553
0.035075,0.035075
0.040993,0.040993
0.007301,0.007301
0.020700,0.020700
0.025779,0.025779
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005159,0.005159
0.000000,0.000000
0.018558,0.018558
0.106375,0.106375
0.035858,0.035858
0.000000,0.000000
0.010754,0.010754
0.002337,0.002337
0.000000,0.000000
0.064544,0.064544
0.047345,0.047345
0.000000,0.000000
0.003921,0.003921
0.015640,0.015640
0.000000,0.000000
0.017667,0.017667
0.044362,0.044362
0.033536,0.033536
0.034515,0.034515
0.010698,0.010698
0.000000,0.000000
0.056723,0.056723
0.014675,0.014675
0.025369,0.025369
0.000000,0.000000
0.026147,0.026147
0.002774,0.002774
0.011721,0.011721
0.000000,0.000000
0.047687,0.047687
0.041770,0.041770
0.025307,0.025307
0.004555,0.004555
0.003983,0.003983
0.000000,0.000000
0.001065,0.001065
0.018901,0.018901
0.000000,0.000000
0.000000,0.000000
0.006858,0.006858
0.000000,0.000000
0.000000,0.000000
0.025930,0.025930
0.000000,0.000000
0.033771,0.033771
0.000000,0.000000
0.004968,0.004968
0.000000,0.000000
0.041871,0.041871
0.004805,0.004805
0.000000,0.000000
0.018035,0.018035
0.063061,0.063061
0.018430,0.018430
0.019778,0.019778
0.000000,0.000000
0.059387,0.059387
0.000000,0.000000
0.036147,0.036147
0.008243,0.008243
0.077421,0.077421
0.047777,0.047777
0.000000,0.000000
0.000000,0.000000
0.045614,0.045614
0.009402,0.009402
0.031142,0.031142
0.003892,0.003892
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.048235,0.048235
0.031405,0.031405
0.000000,0.000000
0.009948,0.009948
0.000000,0.000000
0.026061,0.026061
0.000000,0.000000
0.037524,0.037524
0.000000,0.000000
0.007215,0.007215
0.024103,0.024103
0.000000,0.000000
0.004991,0.004991
0.010694,0.010694
0.025740,0.025740
0.032478,0.032478
0.019624,0.019624
0.033144,0.033144
0.000000,0.000000
0.003143,0.003143
0.000009,0.000009
0.003860,0.003860
0.006368,0.006368
0.012804,0.012804
0.004122,0.004122
0.000000,0.000000
0.049485,0.049485
0.067773,0.067773
0.045488,0.045488
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.093359,0.093359
0.000000,0.000000
0.035981,0.035981
0.011275,0.011275
0.000000,0.000000
0.000000,0.000000
0.008249,0.008249
0.012720,0.012720
0.025622,0.025622
0.000000,0.000000
0.000000,0.000000
0.005345,0.005345
0.006869,0.006869
0.000000,0.000000
0.048504,0.048504
0.000000,0.000000
0.000000,0.000000
0.025155,0.025155
0.015809,0.015809
0.013767,0.013767
0.002341,0.002341
0.042109,0.042109
0.011861,0.011861
0.000000,0.000000
0.059704,0.059704
0.074199,0.074199
0.000000,0.000000
0.005237,0.005237
0.018956,0.018956
0.002828,0.002828
0.015252,0.015252
0.000000,0.000000
0.015456,0.015456
0.003520,0.003520
0.024499,0.024499
0.016158,0.016158
0.000000,0.000000
0.043328,0.043328
0.047663,0.047663
0.001457,0.001457
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.046808,0.046808
0.011198,0.011198
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000478,0.000478
0.040363,0.040363
0.003678,0.003678
0.031772,0.031772
0.019224,0.019224
0.000000,0.000000
0.035844,0.035844
0.003465,0.003465
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.005647,0.005647
0.000000,0.000000
0.011493,0.011493
0.020249,0.020249
0.059945,0.059945
0.039706,0.039706
0.045212,0.045212
0.049225,0.049225
0.006354,0.006354
0.005296,0.005296
0.035457,0.035457
0.019849,0.019849
0.014522,0.014522
0.056667,0.056667
0.000000,0.000000
0.000000,0.000000
0.008028,0.008028
0.047952,0.047952
0.015380,0.015380
0.010058,0.010058
0.007436,0.007436
0.008048,0.008048
0.000000,0.000000
0.000000,0.000000
0.016365,0.016365
0.030022,0.030022
0.003652,0.003652
0.000000,0.000000
0.024584,0.024584
0.000000,0.000000
0.002487,0.002487
0.015723,0.015723
0.000000,0.000000
0.000000,0.000000
0.025593,0.025593
0.026726,0.026726
0.000000,0.000000
0.000000,0.000000
0.108616,0.108616
0.001443,0.001443
0.040662,0.040662
0.000000,0.000000
0.000400,0.000400
0.015123,0.015123
0.000000,0.000000
0.000000,0.000000
0.067882,0.067882
0.020706,0.020706
0.011840,0.011840
0.033817,0.033817
0.017187,0.017187
0.007285,0.007285
0.010763,0.010763
0.019343,0.019343
0.000000,0.000000
0.011191,0.011191
0.004506,0.004506
0.001622,0.001622
0.000000,0.000000
0.044120,0.044120
0.055866,0.055866
0.000000,0.000000
0.060133,0.060133
0.097795,0.097795
0.000033,0.000033
0.044553,0.044553
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.006715,0.006715
0.000000,0.000000
0.001299,0.001299
0.000000,0.000000
0.000318,0.000318
0.059838,0.059838
0.036253,0.036253
0.057305,0.057305
0.062044,0.062044
0.000847,0.000847
0.045738,0.045738
0.000000,0.000000
0.002088,0.002088
0.000000,0.000000
0.014772,0.014772
0.000000,0.000000
0.047235,0.047235
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.011159,0.011159
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.016062,0.016062
0.041795,0.041795
0.020745,0.020745
0.000513,0.000513
0.008946,0.008946
0.015155,0.015155
0.000000,0.000000
0.028112,0.028112
0.000000,0.000000
0.034264,0.034264
0.020829,0.020829
0.000000,0.000000
0.000000,0.000000
0.026962,0.026962
0.003018,0.003018
0.000000,0.000000
0.027490,0.027490
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.037312,0.037312
0.064132,0.064132
0.015179,0.015179
0.067775,0.067775
0.041862,0.041862
0.060407,0.060407
0.029938,0.029938
0.030940,0.030940
0.031576,0.031576
0.000000,0.000000
0.065371,0.065371
0.000000,0.000000
0.041157,0.041157
0.000000,0.000000
0.041823,0.041823
0.037686,0.037686
0.069272,0.069272
0.013817,0.013817
0.009557,0.009557
0.011852,0.011852
0.041403,0.041403
0.000000,0.000000
0.046951,0.046951
0.047342,0.047342
0.000000,0.000000
0.005179,0.005179
0.038056,0.038056
0.000000,0.000000
0.017939,0.017939
0.000000,0.000000
0.032799,0.032799
0.000000,0.000000
0.005582,0.005582
0.022389,0.022389
0.000000,0.000000
0.000000,0.000000
0.053584,0.053584
0.000000,0.000000
0.005113,0.005113
0.014500,0.014500
0.010480,0.010480
0.013385,0.013385
0.017379,0.017379
0.040096,0.040096
0.000901,0.000901
0.026246,0.026246
0.000000,0.000000
0.038051,0.038051
0.011404,0.011404
0.042196,0.042196
0.000000,0.000000
0.030879,0.030879
0.005655,0.005655
0.000000,0.000000
0.003780,0.003780
0.012350,0.012350
0.001092,0.001092
0.000000,0.000000
0.007942,0.007942
0.006061,0.006061
0.000000,0.000000
0.036842,0.036842
0.082398,0.082398
0.023947,0.023947
0.000069,0.000069
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.044255,0.044255
0.026007,0.026007
0.015466,0.015466
0.087824,0.087824
0.001720,0.001720
0.000000,0.000000
0.012924,0.012924
0.000000,0.000000
0.028765,0.028765
0.034850,0.034850
0.006320,0.006320
0.006676,0.006676
0.000000,0.000000
0.000561,0.000561
0.032227,0.032227
0.000000,0.000000
0.012207,0.012207
0.013016,0.013016
0.030928,0.030928
0.003428,0.003428
0.007465,0.007465
0.000000,0.000000
0.000000,0.000000
0.001933,0.001933
0.067103,0.067103
0.004196,0.004196
0.005658,0.005658
0.031047,0.031047
0.009560,0.009560
0.000000,0.000000
0.011108,0.011108
0.000000,0.000000
0.029787,0.029787
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.013789,0.013789
0.016650,0.016650
0.011974,0.011974
0.012763,0.012763
0.012942,0.012942
0.010460,0.010460
0.000000,0.000000
0.037119,0.037119
0.000000,0.000000
0.000000,0.000000
0.003065,0.003065
0.039369,0.039369
0.000000,0.000000
0.042745,0.042745
0.019638,0.019638
0.034556,0.034556
0.044376,0.044376
0.015502,0.015502
0.000000,0.000000
