bin,total,start3=0,start3=1,start3=2,start3=3
0.000000,0.014715,0.005504,0.008705,0.000505,0.000000
0.001000,0.016625,0.006403,0.009716,0.000505,0.000000
0.002000,0.014883,0.005167,0.008986,0.000730,0.000000
0.003000,0.016231,0.005392,0.010222,0.000618,0.000000
0.004000,0.015557,0.005841,0.009323,0.000393,0.000000
0.005000,0.015333,0.004605,0.009829,0.000899,0.000000
0.006000,0.016119,0.004212,0.010896,0.000955,0.000056
0.007000,0.018141,0.005336,0.011514,0.001292,0.000000
0.008000,0.016849,0.004381,0.011345,0.001123,0.000000
0.009000,0.016288,0.004437,0.010166,0.001685,0.000000
0.010000,0.015557,0.003875,0.010559,0.001123,0.000000
0.011000,0.016007,0.003089,0.011008,0.001910,0.000000
0.012000,0.015614,0.002696,0.011177,0.001741,0.000000
0.013000,0.014715,0.002415,0.010447,0.001853,0.000000
0.014000,0.013311,0.001910,0.009323,0.002078,0.000000
0.015000,0.013704,0.002022,0.008874,0.002808,0.000000
0.016000,0.012693,0.002134,0.007470,0.003033,0.000056
0.017000,0.014097,0.001292,0.008986,0.003707,0.000112
0.018000,0.012637,0.001404,0.007077,0.004156,0.000000
0.019000,0.012805,0.001179,0.007863,0.003707,0.000056
0.020000,0.013704,0.000955,0.007694,0.004999,0.000056
0.021000,0.014827,0.000505,0.008593,0.005673,0.000056
0.022000,0.015670,0.000505,0.008537,0.006627,0.000000
0.023000,0.017804,0.000786,0.010166,0.006796,0.000056
0.024000,0.017130,0.000281,0.009660,0.007189,0.000000
0.025000,0.018422,0.000281,0.010278,0.007807,0.000056
0.026000,0.018759,0.000225,0.009885,0.008649,0.000000
0.027000,0.019994,0.000112,0.011626,0.008200,0.000056
0.028000,0.018141,0.000168,0.009885,0.008088,0.000000
0.029000,0.019994,0.000112,0.011289,0.008481,0.000112
0.030000,0.019994,0.000281,0.011008,0.008593,0.000112
0.031000,0.020051,0.000056,0.011738,0.008200,0.000056
0.032000,0.020781,0.000168,0.011457,0.009042,0.000112
0.033000,0.019545,0.000168,0.010783,0.008425,0.000168
0.034000,0.022353,0.000000,0.013367,0.008930,0.000056
0.035000,0.019938,0.000000,0.010952,0.008986,0.000000
0.036000,0.021511,0.000112,0.012356,0.008874,0.000168
0.037000,0.021061,0.000056,0.011963,0.008986,0.000056
0.038000,0.023196,0.000225,0.012974,0.009829,0.000168
0.039000,0.022297,0.000056,0.013423,0.008705,0.000112
0.040000,0.020612,0.000056,0.012131,0.008368,0.000056
0.041000,0.021623,0.000056,0.011738,0.009660,0.000168
0.042000,0.021679,0.000056,0.013086,0.008368,0.000168
0.043000,0.019714,0.000000,0.012188,0.007357,0.000168
0.044000,0.020051,0.000056,0.011794,0.008144,0.000056
0.045000,0.022185,0.000000,0.013030,0.008930,0.000225
0.046000,0.020163,0.000000,0.010952,0.008986,0.000225
0.047000,0.017242,0.000000,0.008930,0.008088,0.000225
0.048000,0.015726,0.000056,0.008649,0.006964,0.000056
0.049000,0.014940,0.000000,0.008649,0.006122,0.000168
0.050000,0.015670,0.000056,0.008200,0.007301,0.000112
0.051000,0.012862,0.000056,0.007357,0.005336,0.000112
0.052000,0.010896,0.000056,0.006178,0.004437,0.000225
0.053000,0.010503,0.000000,0.006010,0.004437,0.000056
0.054000,0.008818,0.000000,0.004886,0.003819,0.000112
0.055000,0.006627,0.000000,0.003931,0.002584,0.000112
0.056000,0.006347,0.000000,0.003651,0.002696,0.000000
0.057000,0.004381,0.000000,0.002415,0.001853,0.000112
0.058000,0.005841,0.000000,0.003370,0.002415,0.000056
0.059000,0.004325,0.000000,0.002247,0.001966,0.000112
