bin,total,start3=0,start3=1,start3=2,start3=3
0.030000,0.036934,0.003893,0.026689,0.006322,0.000031
0.031000,0.054685,0.006945,0.039799,0.007754,0.000187
0.032000,0.071035,0.008315,0.051665,0.010931,0.000125
0.033000,0.090561,0.011336,0.063561,0.015478,0.000187
0.034000,0.112890,0.012363,0.082526,0.017751,0.000249
0.035000,0.126717,0.015291,0.091713,0.019401,0.000311
0.036000,0.134533,0.015384,0.096260,0.022547,0.000343
0.037000,0.133537,0.017253,0.094267,0.021768,0.000249
0.038000,0.125751,0.016256,0.089595,0.019495,0.000405
0.039000,0.113357,0.014232,0.081249,0.017595,0.000280
