bin,total,start3=0,start3=1,start3=2,start3=3
0.010000,0.082402,0.011834,0.057582,0.012830,0.000156
0.011000,0.098782,0.013858,0.068357,0.016350,0.000218
0.012000,0.113980,0.014294,0.081436,0.017969,0.000280
0.013000,0.124256,0.015509,0.086575,0.021768,0.000405
0.014000,0.126779,0.015571,0.091433,0.019401,0.000374
0.015000,0.121952,0.013734,0.089159,0.018872,0.000187
0.016000,0.108997,0.012550,0.079723,0.016474,0.000249
0.017000,0.095793,0.011087,0.069197,0.015384,0.000125
0.018000,0.070723,0.007256,0.051789,0.011429,0.000249
0.019000,0.056274,0.005574,0.042042,0.008533,0.000125
0.020000,0.000062,0.000000,0.000031,0.000031,0.000000
