bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.000000,0.011386,0.006243,0.005001,0.000142,0.000000,0.000000
0.001000,0.011847,0.006775,0.004966,0.000106,0.000000,0.000000
0.002000,0.013834,0.006917,0.006810,0.000106,0.000000,0.000000
0.003000,0.017203,0.009081,0.008016,0.000106,0.000000,0.000000
0.004000,0.020289,0.011173,0.009010,0.000106,0.000000,0.000000
0.005000,0.026993,0.013621,0.013195,0.000177,0.000000,0.000000
0.006000,0.028341,0.013869,0.014259,0.000213,0.000000,0.000000
0.007000,0.031427,0.016104,0.014933,0.000355,0.000035,0.000000
0.008000,0.035897,0.016955,0.018339,0.000568,0.000035,0.000000
0.009000,0.039160,0.018977,0.019935,0.000248,0.000000,0.000000
0.010000,0.039302,0.018161,0.020786,0.000355,0.000000,0.000000
0.011000,0.038344,0.018551,0.019438,0.000355,0.000000,0.000000
0.012000,0.037174,0.017239,0.019367,0.000568,0.000000,0.000000
0.013000,0.033556,0.015146,0.017948,0.000461,0.000000,0.000000
0.014000,0.029051,0.012096,0.016565,0.000355,0.000035,0.000000
0.015000,0.025504,0.011351,0.013550,0.000603,0.000000,0.000000
0.016000,0.019970,0.008761,0.010393,0.000816,0.000000,0.000000
0.017000,0.015075,0.005392,0.008726,0.000958,0.000000,0.000000
0.018000,0.012096,0.003902,0.006704,0.001490,0.000000,0.000000
0.019000,0.009648,0.002838,0.005108,0.001632,0.000071,0.000000
0.020000,0.008513,0.001100,0.004647,0.002731,0.000035,0.000000
0.021000,0.009045,0.000532,0.004398,0.004044,0.000071,0.000000
0.022000,0.010216,0.000177,0.005463,0.004540,0.000035,0.000000
0.023000,0.010677,0.000000,0.005533,0.005143,0.000000,0.000000
0.024000,0.011812,0.000000,0.005711,0.006066,0.000035,0.000000
0.025000,0.013231,0.000000,0.006456,0.006669,0.000106,0.000000
0.026000,0.014401,0.000000,0.007094,0.007236,0.000071,0.000000
0.027000,0.014579,0.000000,0.006491,0.008016,0.000071,0.000000
0.028000,0.015891,0.000000,0.006810,0.008832,0.000248,0.000000
0.029000,0.013940,0.000000,0.005853,0.008087,0.000000,0.000000
0.030000,0.013195,0.000000,0.005675,0.007449,0.000071,0.000000
0.031000,0.014224,0.000000,0.006243,0.007910,0.000071,0.000000
0.032000,0.015146,0.000000,0.005179,0.009932,0.000035,0.000000
0.033000,0.015607,0.000000,0.005569,0.009967,0.000071,0.000000
0.034000,0.015536,0.000000,0.005675,0.009861,0.000000,0.000000
0.035000,0.017487,0.000000,0.007307,0.009932,0.000248,0.000000
0.036000,0.020289,0.000000,0.008513,0.011670,0.000106,0.000000
0.037000,0.021815,0.000000,0.009471,0.012096,0.000248,0.000000
0.038000,0.022418,0.000000,0.010712,0.011635,0.000071,0.000000
0.039000,0.025255,0.000000,0.012805,0.012273,0.000177,0.000000
0.040000,0.021886,0.000000,0.010251,0.011564,0.000071,0.000000
0.041000,0.024262,0.000000,0.013408,0.010712,0.000142,0.000000
0.042000,0.022453,0.000000,0.012060,0.010074,0.000284,0.000035
0.043000,0.021176,0.000000,0.011599,0.009577,0.000000,0.000000
0.044000,0.019438,0.000000,0.010748,0.008584,0.000106,0.000000
0.045000,0.020077,0.000000,0.011209,0.008726,0.000142,0.000000
0.046000,0.015465,0.000000,0.008726,0.006704,0.000035,0.000000
0.047000,0.013834,0.000000,0.008549,0.005179,0.000106,0.000000
0.048000,0.010677,0.000000,0.006243,0.004434,0.000000,0.000000
0.049000,0.011209,0.000000,0.006243,0.004966,0.000000,0.000000
0.050000,0.006846,0.000000,0.003937,0.002909,0.000000,0.000000
0.051000,0.004930,0.000000,0.003015,0.001880,0.000035,0.000000
0.052000,0.003795,0.000000,0.001986,0.001809,0.000000,0.000000
0.053000,0.002625,0.000000,0.001632,0.000993,0.000000,0.000000
0.054000,0.001383,0.000000,0.000745,0.000603,0.000035,0.000000
0.055000,0.000532,0.000000,0.000319,0.000213,0.000000,0.000000
0.056000,0.000035,0.000000,0.000035,0.000000,0.000000,0.000000
