bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.075000,0.000142,0.000035,0.000106,0.000000,0.000000,0.000000
0.076000,0.001277,0.000993,0.000284,0.000000,0.000000,0.000000
0.077000,0.003299,0.001844,0.001454,0.000000,0.000000,0.000000
0.078000,0.006278,0.003866,0.002412,0.000000,0.000000,0.000000
0.079000,0.010783,0.005746,0.005037,0.000000,0.000000,0.000000
0.080000,0.018161,0.009790,0.008371,0.000000,0.000000,0.000000
0.081000,0.023837,0.012947,0.010890,0.000000,0.000000,0.000000
0.082000,0.035045,0.017700,0.017345,0.000000,0.000000,0.000000
0.083000,0.039621,0.021141,0.018480,0.000000,0.000000,0.000000
0.084000,0.048702,0.023659,0.025043,0.000000,0.000000,0.000000
0.085000,0.053348,0.026320,0.027029,0.000000,0.000000,0.000000
0.086000,0.054448,0.026426,0.028022,0.000000,0.000000,0.000000
0.087000,0.051256,0.025184,0.026071,0.000000,0.000000,0.000000
0.088000,0.045332,0.020680,0.024652,0.000000,0.000000,0.000000
0.089000,0.035968,0.016068,0.019899,0.000000,0.000000,0.000000
0.090000,0.025114,0.010925,0.014188,0.000000,0.000000,0.000000
0.091000,0.016068,0.007023,0.009045,0.000000,0.000000,0.000000
0.092000,0.009010,0.003512,0.005498,0.000000,0.000000,0.000000
0.093000,0.003121,0.000993,0.002128,0.000000,0.000000,0.000000
0.094000,0.000674,0.000106,0.000568,0.000000,0.000000,0.000000
0.095000,0.000106,0.000000,0.000106,0.000000,0.000000,0.000000
0.125000,0.000213,0.000000,0.000106,0.000106,0.000000,0.000000
0.126000,0.001135,0.000000,0.000780,0.000355,0.000000,0.000000
0.127000,0.003760,0.000000,0.002377,0.001383,0.000000,0.000000
0.128000,0.007236,0.000000,0.004327,0.002909,0.000000,0.000000
0.129000,0.012308,0.000000,0.006243,0.006066,0.000000,0.000000
0.130000,0.017594,0.000000,0.009790,0.007804,0.000000,0.000000
0.131000,0.028199,0.000000,0.014614,0.013585,0.000000,0.000000
0.132000,0.037848,0.000000,0.020077,0.017771,0.000000,0.000000
0.133000,0.044729,0.000000,0.023588,0.021141,0.000000,0.000000
0.134000,0.049908,0.000000,0.025007,0.024901,0.000000,0.000000
0.135000,0.054909,0.000000,0.029547,0.025362,0.000000,0.000000
0.136000,0.059982,0.000000,0.029086,0.030895,0.000000,0.000000
0.137000,0.053455,0.000000,0.024262,0.029193,0.000000,0.000000
0.138000,0.046290,0.000000,0.021957,0.024333,0.000000,0.000000
0.139000,0.035755,0.000000,0.016317,0.019438,0.000000,0.000000
0.140000,0.027384,0.000000,0.012379,0.015004,0.000000,0.000000
0.141000,0.018835,0.000000,0.007236,0.011599,0.000000,0.000000
0.142000,0.008797,0.000000,0.003370,0.005427,0.000000,0.000000
0.143000,0.003405,0.000000,0.001348,0.002057,0.000000,0.000000
0.144000,0.000958,0.000000,0.000319,0.000638,0.000000,0.000000
0.176000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000
0.177000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000
0.178000,0.000106,0.000000,0.000000,0.000106,0.000000,0.000000
0.179000,0.000035,0.000000,0.000000,0.000000,0.000035,0.000000
0.180000,0.000319,0.000000,0.000000,0.000142,0.000177,0.000000
0.181000,0.000177,0.000000,0.000000,0.000071,0.000106,0.000000
0.182000,0.000248,0.000000,0.000000,0.000071,0.000177,0.000000
0.183000,0.000745,0.000000,0.000000,0.000248,0.000497,0.000000
0.184000,0.000780,0.000000,0.000000,0.000461,0.000319,0.000000
0.185000,0.000532,0.000000,0.000000,0.000177,0.000355,0.000000
0.186000,0.000638,0.000000,0.000000,0.000319,0.000319,0.000000
0.187000,0.000461,0.000000,0.000000,0.000177,0.000284,0.000000
0.188000,0.000532,0.000000,0.000000,0.000213,0.000319,0.000000
0.189000,0.000390,0.000000,0.000000,0.000284,0.000106,0.000000
0.190000,0.000319,0.000000,0.000000,0.000248,0.000071,0.000000
0.191000,0.000177,0.000000,0.000000,0.000106,0.000071,0.000000
0.192000,0.000071,0.000000,0.000000,0.000035,0.000035,0.000000
0.193000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000
0.232000,0.000035,0.000000,0.000000,0.000000,0.000035,0.000000
0.241000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000035
