bin,total,Braking_START->Braking_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Camera1_START->Camera1_FINISH,CollisionDetection_BrakingDecision_FINISH->Braking_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,Perception_Fusion_START->Perception_Fusion_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH
0.517000,0.004745,0.000090,0.000943,0.000054,0.000000,0.000044,0.000034,0.000274,0.000770,0.000090,0.000000,0.000242,0.000142,0.000496,0.001470,0.000095
0.518000,0.003559,0.000073,0.000642,0.000032,0.000000,0.000030,0.000025,0.000205,0.000560,0.000085,0.000000,0.000168,0.000155,0.000360,0.001153,0.000071
0.519000,0.001186,0.000026,0.000299,0.000013,0.000000,0.000012,0.000022,0.000076,0.000156,0.000023,0.000000,0.000061,0.000023,0.000091,0.000364,0.000021
0.520000,0.003559,0.000067,0.000602,0.000035,0.000000,0.000041,0.000032,0.000235,0.000625,0.000072,0.000015,0.000166,0.000095,0.000381,0.001122,0.000071
0.521000,0.004152,0.000075,0.000828,0.000043,0.000000,0.000037,0.000000,0.000240,0.000580,0.000083,0.000000,0.000202,0.000093,0.000471,0.001418,0.000080
0.522000,0.002966,0.000063,0.000585,0.000029,0.000000,0.000026,0.000025,0.000164,0.000457,0.000049,0.000000,0.000153,0.000120,0.000287,0.000950,0.000058
0.523000,0.003559,0.000078,0.000597,0.000031,0.000000,0.000041,0.000026,0.000213,0.000593,0.000073,0.000027,0.000196,0.000122,0.000382,0.001115,0.000065
0.524000,0.001186,0.000027,0.000190,0.000013,0.000000,0.000012,0.000000,0.000076,0.000200,0.000028,0.000000,0.000065,0.000069,0.000093,0.000394,0.000019
0.525000,0.001186,0.000022,0.000239,0.000013,0.000000,0.000007,0.000000,0.000076,0.000186,0.000019,0.000000,0.000050,0.000062,0.000128,0.000361,0.000023
0.526000,0.001779,0.000037,0.000335,0.000014,0.000000,0.000021,0.000000,0.000096,0.000298,0.000024,0.000000,0.000094,0.000091,0.000205,0.000533,0.000032
0.527000,0.001779,0.000038,0.000338,0.000019,0.000000,0.000019,0.000009,0.000104,0.000254,0.000033,0.000009,0.000086,0.000062,0.000188,0.000586,0.000035
0.528000,0.002966,0.000061,0.000553,0.000030,0.000000,0.000024,0.000034,0.000180,0.000507,0.000057,0.000000,0.000146,0.000097,0.000293,0.000928,0.000056
0.529000,0.001779,0.000029,0.000343,0.000016,0.000000,0.000017,0.000011,0.000102,0.000300,0.000033,0.000000,0.000077,0.000076,0.000190,0.000552,0.000033
0.530000,0.001779,0.000037,0.000339,0.000027,0.000000,0.000020,0.000012,0.000104,0.000302,0.000029,0.000000,0.000093,0.000065,0.000174,0.000544,0.000033
0.531000,0.001186,0.000021,0.000241,0.000014,0.000000,0.000016,0.000000,0.000062,0.000182,0.000025,0.000000,0.000058,0.000056,0.000125,0.000363,0.000022
0.532000,0.000593,0.000012,0.000108,0.000007,0.000000,0.000004,0.000000,0.000031,0.000106,0.000012,0.000000,0.000035,0.000015,0.000066,0.000185,0.000013
0.533000,0.001186,0.000018,0.000224,0.000014,0.000000,0.000011,0.000013,0.000077,0.000203,0.000013,0.000000,0.000051,0.000025,0.000122,0.000396,0.000021
0.534000,0.002372,0.000050,0.000441,0.000026,0.000000,0.000029,0.000010,0.000156,0.000391,0.000036,0.000012,0.000132,0.000042,0.000281,0.000719,0.000046
0.536000,0.001186,0.000021,0.000221,0.000010,0.000000,0.000009,0.000010,0.000075,0.000182,0.000033,0.000000,0.000061,0.000019,0.000145,0.000378,0.000025
0.539000,0.000593,0.000011,0.000106,0.000002,0.000000,0.000007,0.000012,0.000036,0.000105,0.000012,0.000000,0.000021,0.000000,0.000069,0.000200,0.000011
0.540000,0.001186,0.000025,0.000241,0.000012,0.000000,0.000010,0.000011,0.000075,0.000174,0.000025,0.000000,0.000055,0.000049,0.000106,0.000379,0.000025
0.541000,0.001186,0.000022,0.000235,0.000013,0.000000,0.000013,0.000000,0.000075,0.000196,0.000029,0.000000,0.000067,0.000048,0.000103,0.000363,0.000023
0.542000,0.001779,0.000029,0.000289,0.000016,0.000000,0.000018,0.000011,0.000110,0.000310,0.000034,0.000000,0.000076,0.000042,0.000195,0.000618,0.000030
0.543000,0.000593,0.000010,0.000094,0.000006,0.000000,0.000006,0.000000,0.000034,0.000112,0.000009,0.000000,0.000026,0.000033,0.000066,0.000187,0.000011
0.544000,0.001186,0.000025,0.000280,0.000011,0.000000,0.000014,0.000012,0.000066,0.000180,0.000019,0.000000,0.000064,0.000045,0.000115,0.000333,0.000022
0.546000,0.000593,0.000011,0.000119,0.000008,0.000000,0.000006,0.000000,0.000040,0.000084,0.000011,0.000000,0.000026,0.000027,0.000055,0.000194,0.000012
0.549000,0.000593,0.000010,0.000129,0.000005,0.000000,0.000003,0.000012,0.000034,0.000092,0.000013,0.000000,0.000027,0.000020,0.000052,0.000186,0.000012
0.552000,0.000593,0.000010,0.000106,0.000005,0.000000,0.000009,0.000000,0.000036,0.000116,0.000009,0.000000,0.000035,0.000004,0.000060,0.000193,0.000009
0.557000,0.000593,0.000010,0.000107,0.000006,0.000000,0.000009,0.000000,0.000038,0.000098,0.000007,0.000000,0.000030,0.000032,0.000056,0.000193,0.000009
0.566000,0.000593,0.000014,0.000119,0.000004,0.000000,0.000007,0.000000,0.000035,0.000081,0.000014,0.000013,0.000031,0.000038,0.000069,0.000158,0.000011
