start1->finish3,start1->finish1,finish1->start2,start2->finish2,finish2->start3,start3->finish3,start3
0.059735,0.000000,0.000000,0.000000,0.000000,0.059735,0
0.086049,0.000000,0.000000,0.000000,0.086049,0.000000,0
0.488273,0.000000,0.283197,0.000000,0.050935,0.154141,6
1.092984,0.000000,0.227028,0.134578,0.000000,0.731378,7
1.095538,0.000000,0.285167,0.137205,0.000000,0.673166,7
1.284522,0.000000,0.370680,0.058056,0.000000,0.855786,7
1.982892,0.000000,0.405736,0.230231,0.048198,1.298727,8
2.220520,0.000000,0.713129,0.059706,0.000000,1.447685,10
2.304107,0.000000,0.791124,0.000000,0.165187,1.347796,10
2.428402,0.000000,0.930125,0.000000,0.000000,1.498277,10
2.562877,0.000000,0.872507,0.004646,0.000000,1.685724,11
2.856768,0.078069,0.837853,0.076989,0.000000,1.863857,13
2.953424,0.000000,0.855786,0.087291,0.000000,2.010347,13
2.874847,0.143116,0.578357,0.162227,0.000000,1.991147,12
2.786381,0.032578,0.632070,0.150296,0.072259,1.899178,13
2.742363,0.000000,0.643450,0.205736,0.000000,1.893177,12
3.232384,0.140314,0.506210,0.527257,0.000000,2.058603,16
3.185015,0.000000,0.547751,0.530127,0.063274,2.043863,16
3.261022,0.087291,0.527676,0.449303,0.000000,2.196752,15
3.252628,0.280096,0.262216,0.461109,0.000000,2.249207,13
3.311457,0.377380,0.106403,0.494123,0.000000,2.333551,13
3.450619,0.395693,0.193799,0.438446,0.000000,2.422681,16
3.688466,0.352159,0.445278,0.345182,0.000000,2.545847,18
3.655446,0.298010,0.378390,0.495863,0.003544,2.479639,19
3.711090,0.185470,0.410904,0.513608,0.000000,2.601108,20
4.224102,0.177968,0.488115,0.766921,0.000000,2.791098,24
4.057034,0.164932,0.382812,0.761942,0.006236,2.741112,22
3.951648,0.237643,0.209917,0.729163,0.000000,2.774925,21
4.027187,0.230664,0.230782,0.859860,0.000000,2.705881,21
4.147868,0.220805,0.323903,0.884515,0.000000,2.718645,24
4.648483,0.231589,0.312739,1.064675,0.000000,3.039480,27
4.767075,0.498171,0.105036,1.053157,0.000000,3.110711,28
4.815208,0.562944,0.054492,1.016408,0.000000,3.181364,28
4.913370,0.531896,0.235025,0.908795,0.000000,3.237654,29
5.016323,0.585808,0.117622,0.877435,0.000000,3.435458,28
5.460148,0.585808,0.182126,0.924522,0.000000,3.767692,31
5.126124,0.289675,0.219402,0.894858,0.000000,3.722189,26
4.986912,0.120248,0.274708,0.853428,0.000000,3.738528,24
5.280665,0.274052,0.185152,0.878277,0.000000,3.943184,27
5.804144,0.275708,0.213724,0.957319,0.095828,4.261565,29
5.925924,0.497267,0.086236,1.000575,0.000000,4.341846,30
6.149753,0.487996,0.071210,1.047019,0.000000,4.543528,31
6.062398,0.467280,0.022308,1.078062,0.000000,4.494748,32
5.977096,0.379891,0.145155,0.951907,0.000000,4.500143,30
6.002993,0.410604,0.086220,0.941520,0.023462,4.541187,30
6.109770,0.344616,0.084804,1.032808,0.000000,4.647542,31
6.096033,0.167463,0.116142,1.130456,0.000000,4.681972,31
6.230549,0.312292,0.030716,1.130700,0.000000,4.756841,31
6.289357,0.387527,0.050963,1.042382,0.000000,4.808485,31
6.543855,0.294088,0.145833,1.094790,0.000000,5.009144,32
6.738125,0.311078,0.174797,1.224179,0.000000,5.028071,33
6.704176,0.412306,0.007093,1.299309,0.000000,4.985468,32
6.724033,0.333915,0.000000,1.361435,0.051832,4.976851,31
6.770475,0.386218,0.182260,1.138285,0.000000,5.063712,30
6.595856,0.230134,0.171005,1.138231,0.090701,4.965785,26
6.504666,0.069079,0.123880,1.280301,0.000000,5.031406,25
6.453859,0.085741,0.119951,1.293798,0.000000,4.954369,26
6.930893,0.091490,0.160324,1.402006,0.088676,5.188397,29
6.969181,0.065001,0.393627,1.409272,0.000000,5.101281,30
7.040912,0.081812,0.414758,1.416383,0.000000,5.127959,29
7.335594,0.053519,0.509294,1.438281,0.000000,5.334500,30
8.052332,0.024993,0.578684,1.457914,0.000000,5.990741,32
8.045520,0.197183,0.472218,1.386245,0.050638,5.939236,32
7.869909,0.139063,0.425587,1.434951,0.034767,5.835541,30
7.804211,0.333155,0.217070,1.422688,0.024455,5.806843,28
7.876502,0.266632,0.188835,1.443470,0.031913,5.945652,28
7.877973,0.183149,0.268636,1.477135,0.043482,5.905571,28
7.924711,0.152758,0.253410,1.582477,0.000000,5.936066,28
8.028113,0.007714,0.298598,1.638317,0.000000,6.083484,28
8.005253,0.053297,0.275518,1.553932,0.000000,6.122506,27
7.991086,0.090701,0.268803,1.534903,0.016759,6.079920,27
8.209266,0.011173,0.591189,1.220574,0.000000,6.386330,27
8.505679,0.050051,0.632652,1.146239,0.000000,6.676737,28
8.659594,0.137038,0.707296,1.122342,0.000000,6.692918,30
8.827544,0.179295,0.695277,1.418079,0.000000,6.534893,32
8.614124,0.000000,0.634592,1.407673,0.000000,6.571859,28
8.697746,0.081129,0.659740,1.305105,0.000000,6.651772,29
8.952542,0.097626,0.664177,1.393847,0.000000,6.796892,30
8.820458,0.028201,0.573461,1.392686,0.080514,6.745596,29
9.061551,0.053356,0.673418,1.464774,0.000000,6.870003,30
8.957136,0.042049,0.514488,1.447504,0.000000,6.953095,27
9.099599,0.175905,0.465263,1.385232,0.000000,7.073199,27
9.157835,0.202875,0.449135,1.442238,0.120148,6.943439,28
8.926352,0.196795,0.388607,1.450405,0.000000,6.890545,26
8.868481,0.343330,0.193990,1.447570,0.032478,6.851113,27
8.969507,0.242879,0.204189,1.439932,0.000000,7.082507,27
8.996258,0.228150,0.446903,1.509753,0.000000,6.811452,28
8.934105,0.193990,0.491732,1.457719,0.000000,6.790664,28
9.008856,0.253871,0.603095,1.419438,0.000000,6.732452,30
9.210477,0.431391,0.575785,1.329458,0.000000,6.873843,30
9.295493,0.504578,0.554319,1.320869,0.000000,6.915727,30
9.421276,0.539288,0.650914,1.355185,0.064000,6.811889,33
9.382267,0.573002,0.673788,1.354661,0.000000,6.780816,33
9.479421,0.573478,0.672738,1.318201,0.000000,6.915004,33
9.623004,0.506477,0.657348,1.332965,0.000000,7.126214,33
9.792904,0.497232,0.604505,1.326435,0.000000,7.364732,33
9.654703,0.188684,0.636180,1.248292,0.013840,7.567707,31
9.713085,0.244917,0.611436,1.366369,0.000000,7.490363,31
9.693945,0.095763,0.702503,1.389408,0.000000,7.506271,31
9.712868,0.048877,0.749733,1.354183,0.000000,7.560075,30
9.787774,0.080239,0.774654,1.296975,0.015980,7.619926,30
9.659960,0.202528,0.604277,1.362354,0.067976,7.422825,29
9.617770,0.135711,0.598579,1.482559,0.000000,7.400921,30
10.017043,0.171814,0.623124,1.563461,0.000000,7.658644,32
10.098722,0.120647,0.641443,1.604303,0.000000,7.732329,32
10.127256,0.110228,0.693278,1.634348,0.000000,7.689402,32
10.034002,0.080325,1.085750,1.172289,0.000000,7.695638,31
10.304643,0.083017,1.091600,1.401279,0.169326,7.559421,33
10.101593,0.036200,0.965679,1.494949,0.000000,7.604765,31
10.168308,0.135840,0.927303,1.439079,0.000000,7.666086,31
10.216439,0.165748,0.865346,1.424502,0.098311,7.662532,30
10.165902,0.000000,0.870444,1.575766,0.000000,7.719692,29
10.279733,0.000000,0.881950,1.620815,0.000000,7.776968,29
10.326895,0.000000,1.051492,1.369225,0.000000,7.906178,29
10.566655,0.021141,1.012287,1.427412,0.000000,8.105815,29
10.563833,0.013840,1.120305,1.335862,0.000000,8.093826,28
10.739705,0.000000,1.181921,1.219549,0.000000,8.338235,29
10.908537,0.097464,1.065992,1.296947,0.004689,8.443445,30
10.623589,0.006309,1.134474,1.010269,0.000000,8.472537,27
10.621227,0.067976,1.108092,1.067732,0.095492,8.281935,28
10.575170,0.165945,1.012019,1.036497,0.000000,8.360709,28
10.589873,0.059543,1.031999,1.003677,0.048692,8.445962,26
10.424775,0.000000,1.061029,0.836016,0.010188,8.517542,23
10.335886,0.097372,1.003441,0.643086,0.096836,8.495151,23
9.961360,0.093659,0.669705,0.687691,0.054742,8.455563,21
9.898560,0.223567,0.586807,0.750703,0.000000,8.337483,21
10.014152,0.237930,0.558279,0.690723,0.000000,8.527220,22
9.936081,0.130855,0.650501,0.655240,0.224344,8.275141,21
10.291938,0.219307,0.555379,0.811324,0.000000,8.705928,21
10.262828,0.157357,0.553115,0.824886,0.000000,8.727470,21
10.285085,0.200823,0.420190,0.950646,0.000000,8.713426,21
10.455875,0.216073,0.390252,0.986770,0.000000,8.862780,21
10.319676,0.000000,0.317991,1.238639,0.000000,8.763046,19
10.380150,0.000000,0.447965,1.139934,0.098935,8.693316,20
10.454558,0.145757,0.261458,1.239273,0.000000,8.808070,21
10.375495,0.088450,0.370639,1.272178,0.000000,8.644228,20
10.382574,0.149516,0.350816,1.221826,0.000000,8.660416,20
10.684983,0.164971,0.353170,1.249612,0.000000,8.917230,21
10.748863,0.156770,0.446233,1.204487,0.071234,8.870139,22
10.584580,0.122605,0.399474,1.166566,0.000000,8.895935,19
10.583004,0.099086,0.386581,1.213843,0.045591,8.837903,21
10.620284,0.143466,0.452794,1.096447,0.000000,8.927577,20
10.562276,0.080878,0.440525,1.049572,0.000000,8.991301,21
10.624454,0.064587,0.535326,0.966817,0.000000,9.057724,21
10.469888,0.000000,0.463163,0.993280,0.000000,9.013445,20
10.544152,0.275153,0.465752,0.741036,0.000000,9.062211,20
10.655295,0.240907,0.417101,0.737719,0.000000,9.259568,19
10.554088,0.000000,0.409153,0.533704,0.000000,9.611231,16
10.470063,0.048734,0.329694,0.517864,0.000000,9.573771,17
10.494007,0.000000,0.302396,0.487801,0.005038,9.698772,15
10.269403,0.000000,0.162921,0.433263,0.000000,9.673219,13
10.194765,0.068426,0.248421,0.200400,0.000000,9.677518,13
10.284570,0.071616,0.116387,0.323073,0.000000,9.773494,14
10.681216,0.000000,0.145605,0.408954,0.000000,10.126657,17
10.997868,0.080836,0.099569,0.521891,0.000000,10.295572,19
11.107255,0.140002,0.093878,0.508062,0.000000,10.365313,20
11.157040,0.130401,0.138319,0.556351,0.000000,10.331969,21
11.167049,0.171275,0.110268,0.568137,0.042258,10.275111,21
11.266129,0.248706,0.094685,0.526100,0.000000,10.396638,20
11.430482,0.204239,0.219404,0.490533,0.000000,10.516306,20
11.502330,0.151798,0.232546,0.519777,0.008547,10.589662,19
11.768882,0.232546,0.123718,0.592538,0.000000,10.820080,17
