start1->finish3,start1->finish1,finish1->start2,start2->finish2,finish2->start3,start3->finish3,start3
0.011141,0.000000,0.008200,0.000000,0.002941,0.000000,1
0.038152,0.002941,0.000000,0.010461,0.003636,0.021114,2
0.034222,0.000000,0.007742,0.000000,0.013372,0.013108,1
0.032212,0.000000,0.013372,0.013108,0.000000,0.005732,2
0.051970,0.008639,0.000000,0.019795,0.000000,0.023536,4
0.044767,0.000000,0.003934,0.016864,0.000000,0.023969,3
0.070620,0.000000,0.020179,0.012951,0.013807,0.023683,3
0.057376,0.012951,0.013807,0.008555,0.015128,0.006935,2
0.046562,0.019595,0.005339,0.016724,0.004904,0.000000,2
0.062804,0.018194,0.020326,0.017146,0.000000,0.007138,4
0.051778,0.005339,0.021628,0.019380,0.005431,0.000000,4
0.056835,0.000000,0.031219,0.021427,0.000000,0.004189,5
0.058228,0.000000,0.029715,0.020185,0.006491,0.001837,5
0.062987,0.016490,0.037403,0.000000,0.000000,0.009094,6
0.068059,0.020664,0.027839,0.012179,0.000000,0.007377,7
0.062479,0.007901,0.032117,0.022461,0.000000,0.000000,8
0.074179,0.008328,0.026977,0.020654,0.000000,0.018220,8
0.099807,0.009258,0.049999,0.003221,0.000000,0.037329,9
0.097226,0.000000,0.048088,0.011244,0.003958,0.033936,8
0.099535,0.000000,0.060313,0.000000,0.008452,0.030770,8
0.098821,0.015084,0.046304,0.001783,0.000000,0.035650,8
0.092413,0.015359,0.049011,0.003348,0.002372,0.022323,7
0.089329,0.013010,0.049138,0.009356,0.006663,0.011162,7
0.087514,0.008431,0.046300,0.022323,0.000000,0.010460,7
0.089020,0.009992,0.043292,0.025799,0.000000,0.009937,7
0.086231,0.004070,0.054561,0.015437,0.004960,0.007203,7
0.104221,0.018057,0.038990,0.025114,0.022060,0.000000,8
0.049413,0.000000,0.034223,0.007606,0.000000,0.007584,3
0.044343,0.007284,0.025130,0.007584,0.004345,0.000000,3
0.049975,0.029666,0.011929,0.008380,0.000000,0.000000,3
0.057613,0.027178,0.022799,0.000000,0.000000,0.007636,4
0.064634,0.036451,0.013519,0.005862,0.008802,0.000000,5
0.042321,0.022055,0.014664,0.005602,0.000000,0.000000,3
0.029589,0.005862,0.014404,0.009323,0.000000,0.000000,2
0.041344,0.010307,0.023023,0.000000,0.008014,0.000000,4
0.063206,0.012155,0.033973,0.000000,0.000000,0.017078,5
0.086264,0.014405,0.046419,0.008668,0.000000,0.016772,6
0.084526,0.008014,0.051705,0.008227,0.000000,0.016580,6
0.088234,0.014414,0.041306,0.015072,0.005720,0.011722,8
0.093567,0.024572,0.024669,0.021575,0.000000,0.022751,8
0.085357,0.017078,0.055644,0.000000,0.005577,0.007058,8
0.074043,0.000000,0.055211,0.000000,0.018832,0.000000,7
