bin,total,finish1->start2,finish2->start3,start1->finish1,start2->finish2,start3->finish3
0.066000,0.000063,0.000000,0.000003,0.000012,0.000020,0.000029
0.067000,0.000251,0.000000,0.000014,0.000042,0.000081,0.000114
0.068000,0.000565,0.000002,0.000019,0.000106,0.000180,0.000257
0.069000,0.001382,0.000000,0.000050,0.000268,0.000435,0.000628
0.070000,0.002073,0.000006,0.000081,0.000370,0.000670,0.000946
0.071000,0.002513,0.000006,0.000089,0.000461,0.000800,0.001157
0.072000,0.004837,0.000012,0.000209,0.000868,0.001535,0.002212
0.073000,0.005779,0.000018,0.000236,0.001068,0.001808,0.002649
0.074000,0.007726,0.000017,0.000343,0.001374,0.002397,0.003595
0.075000,0.007412,0.000023,0.000344,0.001331,0.002263,0.003451
0.076000,0.008480,0.000040,0.000420,0.001481,0.002580,0.003959
0.077000,0.009736,0.000023,0.000499,0.001703,0.002930,0.004582
0.078000,0.010176,0.000032,0.000485,0.001794,0.003057,0.004808
0.079000,0.007475,0.000034,0.000395,0.001282,0.002218,0.003547
0.080000,0.005967,0.000039,0.000335,0.001002,0.001766,0.002824
0.081000,0.004334,0.000022,0.000201,0.000775,0.001279,0.002057
0.082000,0.002261,0.000011,0.000155,0.000361,0.000662,0.001072
0.083000,0.000942,0.000000,0.000057,0.000159,0.000282,0.000444
0.084000,0.000251,0.000005,0.000010,0.000042,0.000077,0.000118
0.086000,0.000126,0.000000,0.000028,0.000018,0.000035,0.000045
0.088000,0.000063,0.000000,0.000015,0.000009,0.000017,0.000022
0.089000,0.000063,0.000000,0.000012,0.000008,0.000015,0.000027
0.090000,0.000188,0.000010,0.000035,0.000027,0.000050,0.000066
0.091000,0.000440,0.000003,0.000092,0.000070,0.000114,0.000161
0.092000,0.000440,0.000000,0.000083,0.000081,0.000114,0.000162
0.093000,0.000691,0.000036,0.000117,0.000105,0.000180,0.000253
0.094000,0.000942,0.000014,0.000203,0.000139,0.000249,0.000338
0.095000,0.001068,0.000023,0.000228,0.000161,0.000283,0.000372
0.096000,0.001633,0.000107,0.000286,0.000255,0.000417,0.000568
0.097000,0.002324,0.000123,0.000475,0.000347,0.000579,0.000800
0.098000,0.002450,0.000089,0.000486,0.000375,0.000637,0.000863
0.099000,0.003015,0.000086,0.000700,0.000443,0.000752,0.001035
0.100000,0.005025,0.000155,0.001188,0.000700,0.001242,0.001739
0.101000,0.004899,0.000176,0.001165,0.000702,0.001208,0.001648
0.102000,0.006470,0.000329,0.001479,0.000916,0.001546,0.002199
0.103000,0.007915,0.000242,0.002094,0.001087,0.001848,0.002644
0.104000,0.007663,0.000291,0.001964,0.001062,0.001778,0.002569
0.105000,0.008920,0.000302,0.002359,0.001219,0.002063,0.002976
0.106000,0.011307,0.000355,0.003050,0.001541,0.002624,0.003737
0.107000,0.010867,0.000410,0.002986,0.001509,0.002471,0.003491
0.108000,0.012186,0.000537,0.003317,0.001651,0.002720,0.003960
0.109000,0.013631,0.000405,0.003959,0.001833,0.003061,0.004372
0.110000,0.014573,0.000689,0.004114,0.001914,0.003204,0.004651
0.111000,0.016206,0.000770,0.004615,0.002104,0.003529,0.005187
0.112000,0.018153,0.000829,0.005344,0.002337,0.003929,0.005715
0.113000,0.018593,0.000679,0.005662,0.002382,0.004020,0.005850
0.114000,0.017776,0.000804,0.005264,0.002276,0.003862,0.005571
0.115000,0.019975,0.000821,0.006197,0.002542,0.004254,0.006162
0.116000,0.020666,0.000953,0.006500,0.002579,0.004386,0.006247
0.117000,0.021671,0.001104,0.006882,0.002723,0.004530,0.006432
0.118000,0.024183,0.001379,0.007633,0.003019,0.005079,0.007074
0.119000,0.030716,0.001965,0.009750,0.003788,0.006368,0.008845
0.120000,0.040264,0.002622,0.012845,0.004998,0.008318,0.011480
0.121000,0.044661,0.002883,0.014386,0.005459,0.009203,0.012730
0.122000,0.054020,0.003970,0.017109,0.006582,0.011081,0.015278
0.123000,0.054397,0.004423,0.016982,0.006570,0.010979,0.015442
0.124000,0.061935,0.005013,0.019230,0.007525,0.012490,0.017677
0.125000,0.066897,0.005345,0.020816,0.008030,0.013437,0.019268
0.126000,0.065264,0.005351,0.020257,0.007816,0.012953,0.018888
0.127000,0.058668,0.004769,0.018336,0.006886,0.011600,0.017077
0.128000,0.049623,0.004209,0.015407,0.005791,0.009701,0.014516
0.129000,0.036495,0.003083,0.011412,0.004235,0.007092,0.010673
0.130000,0.025188,0.002239,0.007739,0.002940,0.004870,0.007400
0.131000,0.017148,0.001404,0.005401,0.001999,0.003289,0.005056
0.132000,0.008417,0.000781,0.002625,0.000937,0.001597,0.002476
0.133000,0.002952,0.000307,0.000882,0.000337,0.000556,0.000870
0.134000,0.000440,0.000045,0.000139,0.000051,0.000075,0.000129
0.137000,0.000063,0.000009,0.000017,0.000007,0.000013,0.000016
0.138000,0.000063,0.000010,0.000018,0.000008,0.000011,0.000016
0.140000,0.000063,0.000010,0.000020,0.000007,0.000012,0.000013
0.142000,0.000063,0.000022,0.000011,0.000007,0.000009,0.000014
0.144000,0.000126,0.000019,0.000039,0.000014,0.000023,0.000030
0.145000,0.000188,0.000038,0.000055,0.000016,0.000034,0.000046
0.146000,0.000251,0.000042,0.000081,0.000026,0.000044,0.000059
0.147000,0.000251,0.000043,0.000077,0.000026,0.000044,0.000061
0.148000,0.000188,0.000037,0.000054,0.000019,0.000036,0.000043
0.149000,0.000063,0.000015,0.000016,0.000007,0.000009,0.000015
0.150000,0.000188,0.000036,0.000054,0.000022,0.000032,0.000045
0.151000,0.000314,0.000055,0.000095,0.000036,0.000055,0.000074
0.152000,0.000377,0.000067,0.000115,0.000042,0.000063,0.000090
0.153000,0.000691,0.000171,0.000173,0.000065,0.000117,0.000165
0.154000,0.000942,0.000187,0.000278,0.000097,0.000163,0.000217
0.155000,0.000314,0.000068,0.000090,0.000033,0.000054,0.000068
0.156000,0.000251,0.000055,0.000076,0.000026,0.000040,0.000054
0.157000,0.000503,0.000113,0.000145,0.000051,0.000080,0.000113
0.158000,0.000377,0.000092,0.000098,0.000039,0.000061,0.000087
0.159000,0.000754,0.000185,0.000210,0.000070,0.000124,0.000165
0.160000,0.000440,0.000112,0.000126,0.000041,0.000066,0.000095
0.161000,0.000565,0.000145,0.000163,0.000050,0.000087,0.000121
0.162000,0.000440,0.000115,0.000121,0.000041,0.000068,0.000095
0.163000,0.001005,0.000247,0.000284,0.000102,0.000152,0.000220
0.164000,0.000628,0.000170,0.000158,0.000057,0.000105,0.000139
0.165000,0.000377,0.000097,0.000105,0.000035,0.000058,0.000081
0.166000,0.000691,0.000187,0.000190,0.000066,0.000105,0.000143
0.167000,0.000691,0.000188,0.000189,0.000065,0.000105,0.000144
0.168000,0.000942,0.000269,0.000246,0.000086,0.000145,0.000197
0.169000,0.000691,0.000198,0.000178,0.000067,0.000107,0.000141
0.170000,0.000879,0.000246,0.000251,0.000078,0.000126,0.000178
0.171000,0.001633,0.000530,0.000391,0.000147,0.000241,0.000325
0.172000,0.000817,0.000274,0.000192,0.000066,0.000117,0.000167
0.173000,0.000817,0.000291,0.000172,0.000067,0.000122,0.000165
0.174000,0.001319,0.000434,0.000312,0.000107,0.000197,0.000270
0.175000,0.001256,0.000423,0.000297,0.000099,0.000184,0.000253
0.176000,0.001947,0.000613,0.000480,0.000159,0.000289,0.000405
0.177000,0.001382,0.000434,0.000344,0.000111,0.000202,0.000292
0.178000,0.001193,0.000360,0.000306,0.000100,0.000177,0.000250
0.179000,0.000879,0.000281,0.000217,0.000071,0.000123,0.000187
0.180000,0.000503,0.000168,0.000118,0.000038,0.000070,0.000108
0.181000,0.000691,0.000216,0.000176,0.000054,0.000098,0.000147
0.182000,0.000314,0.000094,0.000086,0.000026,0.000042,0.000067
0.183000,0.000126,0.000037,0.000034,0.000009,0.000018,0.000027
0.184000,0.000063,0.000019,0.000017,0.000003,0.000010,0.000013
0.219000,0.000063,0.000028,0.000013,0.000004,0.000008,0.000009
0.221000,0.000063,0.000032,0.000012,0.000004,0.000006,0.000009
0.222000,0.000063,0.000025,0.000014,0.000005,0.000008,0.000010
0.225000,0.000063,0.000039,0.000003,0.000003,0.000008,0.000010
