bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.030000,0.037624,0.008786,0.019060,0.009672,0.000106,0.000000
0.031000,0.055443,0.012258,0.027987,0.014986,0.000213,0.000000
0.032000,0.072873,0.017891,0.035144,0.019485,0.000354,0.000000
0.033000,0.092040,0.021575,0.045099,0.024905,0.000425,0.000035
0.034000,0.111702,0.026854,0.054877,0.029546,0.000425,0.000000
0.035000,0.123640,0.031601,0.060439,0.031211,0.000390,0.000000
0.036000,0.135863,0.030928,0.068587,0.035923,0.000390,0.000035
0.037000,0.136182,0.031282,0.069189,0.035285,0.000425,0.000000
0.038000,0.123605,0.027952,0.061501,0.033656,0.000496,0.000000
0.039000,0.111028,0.024764,0.056081,0.029830,0.000354,0.000000
