bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.000000,0.010947,0.006200,0.004606,0.000142,0.000000,0.000000
0.001000,0.012329,0.006448,0.005668,0.000213,0.000000,0.000000
0.002000,0.013498,0.007227,0.006271,0.000000,0.000000,0.000000
0.003000,0.017536,0.009246,0.008148,0.000142,0.000000,0.000000
0.004000,0.019697,0.009849,0.009672,0.000177,0.000000,0.000000
0.005000,0.025012,0.013356,0.011301,0.000354,0.000000,0.000000
0.006000,0.028625,0.014809,0.013498,0.000319,0.000000,0.000000
0.007000,0.033018,0.015588,0.016970,0.000461,0.000000,0.000000
0.008000,0.037836,0.016544,0.020831,0.000461,0.000000,0.000000
0.009000,0.039289,0.018812,0.019875,0.000602,0.000000,0.000000
0.010000,0.037624,0.017288,0.019875,0.000461,0.000000,0.000000
0.011000,0.037234,0.018174,0.018387,0.000673,0.000000,0.000000
0.012000,0.038970,0.018776,0.019733,0.000425,0.000035,0.000000
0.013000,0.033904,0.015127,0.018210,0.000567,0.000000,0.000000
0.014000,0.028873,0.012010,0.016190,0.000673,0.000000,0.000000
0.015000,0.025755,0.011053,0.013958,0.000744,0.000000,0.000000
0.016000,0.019095,0.007581,0.010664,0.000779,0.000071,0.000000
0.017000,0.016686,0.006731,0.009034,0.000921,0.000000,0.000000
0.018000,0.012754,0.004145,0.007440,0.001134,0.000035,0.000000
0.019000,0.010097,0.002515,0.005704,0.001842,0.000035,0.000000
0.020000,0.008325,0.001346,0.004499,0.002409,0.000071,0.000000
0.021000,0.008715,0.000779,0.004606,0.003259,0.000071,0.000000
0.022000,0.010734,0.000213,0.005314,0.005208,0.000000,0.000000
0.023000,0.011408,0.000071,0.005704,0.005597,0.000035,0.000000
0.024000,0.013994,0.000000,0.007156,0.006696,0.000142,0.000000
0.025000,0.014667,0.000000,0.006625,0.007865,0.000177,0.000000
0.026000,0.014313,0.000000,0.006554,0.007688,0.000071,0.000000
0.027000,0.015304,0.000000,0.006944,0.008219,0.000142,0.000000
0.028000,0.013639,0.000000,0.006058,0.007546,0.000035,0.000000
0.029000,0.014738,0.000000,0.006058,0.008538,0.000142,0.000000
0.030000,0.014490,0.000000,0.006271,0.008148,0.000071,0.000000
0.031000,0.014525,0.000000,0.005208,0.009176,0.000142,0.000000
0.032000,0.013746,0.000000,0.004783,0.008892,0.000071,0.000000
0.033000,0.014242,0.000000,0.005314,0.008892,0.000035,0.000000
0.034000,0.016367,0.000000,0.006377,0.009849,0.000142,0.000000
0.035000,0.018458,0.000000,0.006979,0.011266,0.000213,0.000000
0.036000,0.020441,0.000000,0.007971,0.012258,0.000213,0.000000
0.037000,0.020335,0.000000,0.009282,0.010876,0.000177,0.000000
0.038000,0.022071,0.000000,0.010026,0.011903,0.000142,0.000000
0.039000,0.022354,0.000000,0.010841,0.011266,0.000248,0.000000
0.040000,0.023276,0.000000,0.012151,0.011053,0.000071,0.000000
0.041000,0.024161,0.000000,0.012293,0.011868,0.000000,0.000000
0.042000,0.022177,0.000000,0.012081,0.009920,0.000177,0.000000
0.043000,0.020654,0.000000,0.011939,0.008609,0.000106,0.000000
0.044000,0.018564,0.000000,0.010097,0.008325,0.000106,0.000035
0.045000,0.018422,0.000000,0.010026,0.008148,0.000248,0.000000
0.046000,0.016828,0.000000,0.009990,0.006731,0.000071,0.000035
0.047000,0.012435,0.000000,0.006767,0.005597,0.000071,0.000000
0.048000,0.011974,0.000000,0.007192,0.004747,0.000035,0.000000
0.049000,0.008538,0.000000,0.005031,0.003507,0.000000,0.000000
0.050000,0.007298,0.000000,0.004003,0.003188,0.000106,0.000000
0.051000,0.005491,0.000000,0.002940,0.002515,0.000035,0.000000
0.052000,0.003578,0.000000,0.002090,0.001488,0.000000,0.000000
0.053000,0.002480,0.000000,0.001453,0.000992,0.000035,0.000000
0.054000,0.001311,0.000000,0.000709,0.000602,0.000000,0.000000
0.055000,0.000850,0.000000,0.000425,0.000425,0.000000,0.000000
0.056000,0.000283,0.000000,0.000177,0.000106,0.000000,0.000000
0.057000,0.000035,0.000000,0.000000,0.000035,0.000000,0.000000
