bin,total,start3=0,start3=1,start3=2,start3=3,start3=4
0.010000,0.084529,0.021823,0.041202,0.021327,0.000177,0.000000
0.011000,0.103660,0.026535,0.050732,0.025933,0.000461,0.000000
0.012000,0.120877,0.027704,0.060687,0.032274,0.000213,0.000000
0.013000,0.126971,0.030999,0.062175,0.033337,0.000461,0.000000
0.014000,0.125128,0.029263,0.061962,0.033479,0.000390,0.000035
0.015000,0.119921,0.028129,0.059836,0.031495,0.000461,0.000000
0.016000,0.106317,0.024516,0.053247,0.028235,0.000319,0.000000
0.017000,0.093811,0.020229,0.048641,0.024268,0.000638,0.000035
0.018000,0.068055,0.014065,0.034258,0.019591,0.000142,0.000000
0.019000,0.050732,0.010628,0.025224,0.014561,0.000319,0.000000
