bin,total,start3=0,start3=1,start3=2,start3=3
0.030000,0.034223,0.002978,0.020511,0.010621,0.000112
0.031000,0.054285,0.004552,0.032650,0.016859,0.000225
0.032000,0.070132,0.005676,0.043495,0.020736,0.000225
0.033000,0.091936,0.006968,0.054341,0.030065,0.000562
0.034000,0.111042,0.009160,0.064400,0.036920,0.000562
0.035000,0.123855,0.010565,0.070863,0.041809,0.000618
0.036000,0.133914,0.010452,0.077887,0.044956,0.000618
0.037000,0.138016,0.010059,0.082776,0.044675,0.000506
0.038000,0.126103,0.009328,0.076201,0.040011,0.000562
0.039000,0.116493,0.009722,0.066536,0.040011,0.000225
