bin,total,start3=0,start3=1,start3=2,start3=3
0.065000,0.000056,0.000056,0.000000,0.000000,0.000000
0.068000,0.000056,0.000056,0.000000,0.000000,0.000000
0.069000,0.000056,0.000000,0.000056,0.000000,0.000000
0.070000,0.000112,0.000112,0.000000,0.000000,0.000000
0.071000,0.000112,0.000112,0.000000,0.000000,0.000000
0.072000,0.000337,0.000281,0.000056,0.000000,0.000000
0.073000,0.000787,0.000393,0.000393,0.000000,0.000000
0.074000,0.001124,0.000731,0.000393,0.000000,0.000000
0.075000,0.001068,0.000843,0.000225,0.000000,0.000000
0.076000,0.002192,0.001630,0.000562,0.000000,0.000000
0.077000,0.002866,0.001798,0.001068,0.000000,0.000000
0.078000,0.003540,0.001967,0.001573,0.000000,0.000000
0.079000,0.006069,0.003259,0.002810,0.000000,0.000000
0.080000,0.006856,0.003372,0.003484,0.000000,0.000000
0.081000,0.008373,0.003484,0.004833,0.000056,0.000000
0.082000,0.010059,0.004496,0.005563,0.000000,0.000000
0.083000,0.012644,0.005058,0.007530,0.000056,0.000000
0.084000,0.012756,0.004271,0.008486,0.000000,0.000000
0.085000,0.012644,0.004327,0.008317,0.000000,0.000000
0.086000,0.013318,0.003091,0.010228,0.000000,0.000000
0.087000,0.012082,0.003484,0.008598,0.000000,0.000000
0.088000,0.014779,0.004158,0.010565,0.000056,0.000000
0.089000,0.012138,0.002754,0.009385,0.000000,0.000000
0.090000,0.012307,0.003035,0.009272,0.000000,0.000000
0.091000,0.011576,0.003428,0.008148,0.000000,0.000000
0.092000,0.011464,0.003091,0.008373,0.000000,0.000000
0.093000,0.009160,0.002416,0.006743,0.000000,0.000000
0.094000,0.008148,0.001911,0.006238,0.000000,0.000000
0.095000,0.007249,0.001405,0.005788,0.000056,0.000000
0.096000,0.006800,0.001461,0.005339,0.000000,0.000000
0.097000,0.005226,0.001349,0.003821,0.000056,0.000000
0.098000,0.005620,0.001517,0.004046,0.000056,0.000000
0.099000,0.004496,0.000955,0.003428,0.000112,0.000000
0.100000,0.004102,0.000731,0.003372,0.000000,0.000000
0.101000,0.004889,0.000787,0.004046,0.000056,0.000000
0.102000,0.004327,0.000899,0.003428,0.000000,0.000000
0.103000,0.004608,0.000506,0.003990,0.000112,0.000000
0.104000,0.002922,0.000787,0.002079,0.000056,0.000000
0.105000,0.003597,0.000562,0.003035,0.000000,0.000000
0.106000,0.003653,0.000562,0.002978,0.000112,0.000000
0.107000,0.002641,0.000393,0.002192,0.000056,0.000000
0.108000,0.003877,0.000450,0.003259,0.000169,0.000000
0.109000,0.004046,0.000506,0.003316,0.000225,0.000000
0.110000,0.004608,0.000169,0.004215,0.000225,0.000000
0.111000,0.004102,0.000169,0.003877,0.000056,0.000000
0.112000,0.004327,0.000393,0.003765,0.000169,0.000000
0.113000,0.005507,0.000337,0.004889,0.000281,0.000000
0.114000,0.006125,0.000225,0.005507,0.000393,0.000000
0.115000,0.006125,0.000056,0.005395,0.000674,0.000000
0.116000,0.007362,0.000169,0.006631,0.000562,0.000000
0.117000,0.007643,0.000112,0.006800,0.000731,0.000000
0.118000,0.008092,0.000169,0.006800,0.001124,0.000000
0.119000,0.008317,0.000056,0.007193,0.001068,0.000000
0.120000,0.009666,0.000169,0.008261,0.001236,0.000000
0.121000,0.011071,0.000169,0.009441,0.001461,0.000000
0.122000,0.013094,0.000000,0.010621,0.002473,0.000000
0.123000,0.011352,0.000056,0.008879,0.002416,0.000000
0.124000,0.014386,0.000056,0.012138,0.002192,0.000000
0.125000,0.015454,0.000112,0.012363,0.002978,0.000000
0.126000,0.018039,0.000056,0.013880,0.004102,0.000000
0.127000,0.020568,0.000056,0.015510,0.005001,0.000000
0.128000,0.022815,0.000169,0.016128,0.006519,0.000000
0.129000,0.028379,0.000000,0.018994,0.009385,0.000000
0.130000,0.026468,0.000000,0.017196,0.009216,0.000056
0.131000,0.029390,0.000056,0.018320,0.011014,0.000000
0.132000,0.030627,0.000056,0.017364,0.013094,0.000112
0.133000,0.032088,0.000112,0.017926,0.013993,0.000056
0.134000,0.032481,0.000000,0.016241,0.016184,0.000056
0.135000,0.033043,0.000000,0.016072,0.016971,0.000000
0.136000,0.032481,0.000000,0.013880,0.018601,0.000000
0.137000,0.033268,0.000000,0.014330,0.018882,0.000056
0.138000,0.029559,0.000000,0.012700,0.016802,0.000056
0.139000,0.025794,0.000000,0.010284,0.015510,0.000000
0.140000,0.025513,0.000000,0.009497,0.016016,0.000000
0.141000,0.023265,0.000000,0.008373,0.014892,0.000000
0.142000,0.018432,0.000000,0.007643,0.010790,0.000000
0.143000,0.016128,0.000000,0.005844,0.010284,0.000000
0.144000,0.013262,0.000000,0.005058,0.008205,0.000000
0.145000,0.012588,0.000056,0.004383,0.008092,0.000056
0.146000,0.010790,0.000000,0.003653,0.007137,0.000000
0.147000,0.010284,0.000000,0.004102,0.006182,0.000000
0.148000,0.009047,0.000000,0.002754,0.006294,0.000000
0.149000,0.007811,0.000000,0.002978,0.004833,0.000000
0.150000,0.006350,0.000000,0.002810,0.003484,0.000056
0.151000,0.006743,0.000000,0.002810,0.003934,0.000000
0.152000,0.005901,0.000000,0.002304,0.003597,0.000000
0.153000,0.003990,0.000000,0.001405,0.002585,0.000000
0.154000,0.004271,0.000000,0.001573,0.002641,0.000056
0.155000,0.003765,0.000000,0.001292,0.002473,0.000000
