bin,total,start3=0,start3=1,start3=2,start3=3
0.066000,0.000063,0.000063,0.000000,0.000000,0.000000
0.067000,0.000251,0.000251,0.000000,0.000000,0.000000
0.068000,0.000565,0.000565,0.000000,0.000000,0.000000
0.069000,0.001318,0.001318,0.000000,0.000000,0.000000
0.070000,0.002510,0.002510,0.000000,0.000000,0.000000
0.071000,0.003075,0.003075,0.000000,0.000000,0.000000
0.072000,0.004330,0.004330,0.000000,0.000000,0.000000
0.073000,0.006777,0.006777,0.000000,0.000000,0.000000
0.074000,0.008785,0.008785,0.000000,0.000000,0.000000
0.075000,0.007844,0.007844,0.000000,0.000000,0.000000
0.076000,0.009162,0.009162,0.000000,0.000000,0.000000
0.077000,0.008158,0.008158,0.000000,0.000000,0.000000
0.078000,0.008722,0.008722,0.000000,0.000000,0.000000
0.079000,0.006903,0.006903,0.000000,0.000000,0.000000
0.080000,0.005961,0.005961,0.000000,0.000000,0.000000
0.081000,0.004267,0.004267,0.000000,0.000000,0.000000
0.082000,0.001945,0.001945,0.000000,0.000000,0.000000
0.083000,0.000690,0.000690,0.000000,0.000000,0.000000
0.084000,0.000126,0.000126,0.000000,0.000000,0.000000
0.088000,0.000063,0.000000,0.000063,0.000000,0.000000
0.089000,0.000188,0.000000,0.000188,0.000000,0.000000
0.090000,0.000314,0.000000,0.000314,0.000000,0.000000
0.091000,0.000377,0.000000,0.000377,0.000000,0.000000
0.092000,0.000251,0.000000,0.000251,0.000000,0.000000
0.093000,0.000502,0.000000,0.000502,0.000000,0.000000
0.094000,0.000816,0.000000,0.000816,0.000000,0.000000
0.095000,0.001443,0.000000,0.001443,0.000000,0.000000
0.096000,0.001067,0.000000,0.001067,0.000000,0.000000
0.097000,0.001883,0.000000,0.001883,0.000000,0.000000
0.098000,0.002698,0.000000,0.002698,0.000000,0.000000
0.099000,0.002949,0.000000,0.002949,0.000000,0.000000
0.100000,0.004142,0.000000,0.004142,0.000000,0.000000
0.101000,0.005836,0.000000,0.005836,0.000000,0.000000
0.102000,0.004832,0.000000,0.004832,0.000000,0.000000
0.103000,0.006965,0.000000,0.006965,0.000000,0.000000
0.104000,0.007907,0.000000,0.007907,0.000000,0.000000
0.105000,0.008785,0.000000,0.008785,0.000000,0.000000
0.106000,0.011232,0.000000,0.011232,0.000000,0.000000
0.107000,0.012048,0.000000,0.012048,0.000000,0.000000
0.108000,0.013366,0.000000,0.013366,0.000000,0.000000
0.109000,0.014433,0.000000,0.014433,0.000000,0.000000
0.110000,0.016880,0.000000,0.016880,0.000000,0.000000
0.111000,0.016064,0.000000,0.016064,0.000000,0.000000
0.112000,0.016692,0.000000,0.016692,0.000000,0.000000
0.113000,0.020143,0.000000,0.020143,0.000000,0.000000
0.114000,0.017884,0.000000,0.017884,0.000000,0.000000
0.115000,0.019076,0.000000,0.019076,0.000000,0.000000
0.116000,0.021524,0.000000,0.021524,0.000000,0.000000
0.117000,0.022339,0.000000,0.022339,0.000000,0.000000
0.118000,0.024536,0.000000,0.024536,0.000000,0.000000
0.119000,0.033070,0.000000,0.033070,0.000000,0.000000
0.120000,0.035266,0.000000,0.035266,0.000000,0.000000
0.121000,0.045934,0.000000,0.045934,0.000000,0.000000
0.122000,0.050640,0.000000,0.050640,0.000000,0.000000
0.123000,0.060555,0.000000,0.060555,0.000000,0.000000
0.124000,0.060555,0.000000,0.060555,0.000000,0.000000
0.125000,0.066516,0.000000,0.066516,0.000000,0.000000
0.126000,0.061119,0.000000,0.061057,0.000063,0.000000
0.127000,0.055848,0.000000,0.055848,0.000000,0.000000
0.128000,0.048005,0.000000,0.048005,0.000000,0.000000
0.129000,0.037776,0.000000,0.037776,0.000000,0.000000
0.130000,0.027610,0.000000,0.027610,0.000000,0.000000
0.131000,0.017006,0.000000,0.017006,0.000000,0.000000
0.132000,0.009287,0.000000,0.009287,0.000000,0.000000
0.133000,0.003075,0.000000,0.003075,0.000000,0.000000
0.134000,0.000816,0.000000,0.000816,0.000000,0.000000
0.135000,0.000063,0.000000,0.000063,0.000000,0.000000
0.141000,0.000063,0.000000,0.000000,0.000063,0.000000
0.142000,0.000063,0.000000,0.000000,0.000063,0.000000
0.143000,0.000126,0.000000,0.000000,0.000126,0.000000
0.144000,0.000063,0.000000,0.000000,0.000063,0.000000
0.145000,0.000063,0.000000,0.000000,0.000063,0.000000
0.146000,0.000126,0.000000,0.000000,0.000126,0.000000
0.147000,0.000188,0.000000,0.000000,0.000188,0.000000
0.148000,0.000314,0.000000,0.000000,0.000314,0.000000
0.149000,0.000314,0.000000,0.000000,0.000314,0.000000
0.150000,0.000377,0.000000,0.000000,0.000377,0.000000
0.151000,0.000251,0.000000,0.000000,0.000251,0.000000
0.152000,0.000439,0.000000,0.000000,0.000439,0.000000
0.153000,0.000565,0.000000,0.000000,0.000565,0.000000
0.154000,0.000502,0.000000,0.000000,0.000502,0.000000
0.155000,0.000251,0.000000,0.000000,0.000251,0.000000
0.156000,0.000628,0.000000,0.000000,0.000628,0.000000
0.157000,0.000879,0.000000,0.000000,0.000879,0.000000
0.158000,0.000690,0.000000,0.000000,0.000690,0.000000
0.159000,0.000816,0.000000,0.000000,0.000816,0.000000
0.160000,0.001067,0.000000,0.000000,0.001067,0.000000
0.161000,0.000690,0.000000,0.000000,0.000690,0.000000
0.162000,0.000753,0.000000,0.000000,0.000753,0.000000
0.163000,0.000377,0.000000,0.000000,0.000377,0.000000
0.164000,0.000628,0.000000,0.000000,0.000628,0.000000
0.165000,0.000377,0.000000,0.000000,0.000377,0.000000
0.166000,0.000439,0.000000,0.000000,0.000439,0.000000
0.167000,0.000502,0.000000,0.000000,0.000502,0.000000
0.168000,0.000690,0.000000,0.000000,0.000690,0.000000
0.169000,0.000690,0.000000,0.000000,0.000690,0.000000
0.170000,0.001004,0.000000,0.000000,0.001004,0.000000
0.171000,0.001381,0.000000,0.000000,0.001381,0.000000
0.172000,0.001004,0.000000,0.000000,0.001004,0.000000
0.173000,0.002196,0.000000,0.000000,0.002196,0.000000
0.174000,0.001820,0.000000,0.000000,0.001820,0.000000
0.175000,0.001318,0.000000,0.000000,0.001318,0.000000
0.176000,0.001318,0.000000,0.000000,0.001318,0.000000
0.177000,0.000879,0.000000,0.000000,0.000879,0.000000
0.178000,0.001130,0.000000,0.000000,0.001130,0.000000
0.179000,0.000879,0.000000,0.000000,0.000879,0.000000
0.180000,0.000941,0.000000,0.000000,0.000941,0.000000
0.181000,0.000502,0.000000,0.000000,0.000502,0.000000
0.182000,0.000502,0.000000,0.000000,0.000502,0.000000
0.183000,0.000188,0.000000,0.000000,0.000188,0.000000
0.205000,0.000063,0.000000,0.000000,0.000000,0.000063
0.225000,0.000063,0.000000,0.000000,0.000000,0.000063
0.230000,0.000063,0.000000,0.000000,0.000000,0.000063
