bin,total,start3=0,start3=1,start3=2,start3=3
0.030000,0.037149,0.003012,0.033133,0.001004,0.000000
0.031000,0.052083,0.004079,0.046687,0.001318,0.000000
0.032000,0.073042,0.006024,0.064257,0.002761,0.000000
0.033000,0.095884,0.007907,0.085718,0.002259,0.000000
0.034000,0.111634,0.010228,0.098080,0.003326,0.000000
0.035000,0.119541,0.010856,0.106049,0.002636,0.000000
0.036000,0.133597,0.009852,0.120356,0.003326,0.000063
0.037000,0.135793,0.010919,0.121047,0.003702,0.000126
0.038000,0.127573,0.009413,0.113768,0.004393,0.000000
0.039000,0.113642,0.009162,0.101155,0.003326,0.000000
0.040000,0.000063,0.000000,0.000063,0.000000,0.000000
