bin,total,finish1->start2,finish2->start3,start1->finish1,start2->finish2,start3->finish3
0.060000,0.000063,0.000000,0.000000,0.000011,0.000021,0.000031
0.061000,0.000189,0.000000,0.000000,0.000033,0.000062,0.000094
0.062000,0.000126,0.000000,0.000000,0.000023,0.000041,0.000062
0.063000,0.000252,0.000001,0.000000,0.000046,0.000081,0.000122
0.064000,0.000378,0.000004,0.000000,0.000067,0.000124,0.000183
0.065000,0.000535,0.000002,0.000003,0.000094,0.000177,0.000260
0.066000,0.000755,0.000001,0.000002,0.000144,0.000241,0.000367
0.067000,0.001196,0.000002,0.000003,0.000229,0.000395,0.000567
0.068000,0.001259,0.000006,0.000004,0.000239,0.000409,0.000600
0.069000,0.001290,0.000012,0.000007,0.000239,0.000428,0.000605
0.070000,0.001636,0.000012,0.000018,0.000293,0.000526,0.000787
0.071000,0.001699,0.000018,0.000011,0.000320,0.000547,0.000804
0.072000,0.001888,0.000024,0.000029,0.000348,0.000600,0.000887
0.073000,0.002203,0.000019,0.000017,0.000430,0.000715,0.001022
0.074000,0.002612,0.000061,0.000045,0.000481,0.000835,0.001190
0.075000,0.002990,0.000049,0.000083,0.000569,0.000968,0.001320
0.076000,0.003902,0.000079,0.000128,0.000742,0.001257,0.001697
0.077000,0.005413,0.000144,0.000256,0.001046,0.001695,0.002271
0.078000,0.008151,0.000210,0.000347,0.001556,0.002645,0.003393
0.079000,0.008938,0.000263,0.000509,0.001684,0.002843,0.003639
0.080000,0.010417,0.000361,0.000704,0.001925,0.003193,0.004234
0.081000,0.010952,0.000443,0.000730,0.002015,0.003333,0.004430
0.082000,0.012305,0.000474,0.000975,0.002199,0.003682,0.004976
0.083000,0.013438,0.000561,0.000993,0.002418,0.003960,0.005506
0.084000,0.012210,0.000464,0.000954,0.002172,0.003579,0.005041
0.085000,0.011644,0.000469,0.000897,0.002042,0.003381,0.004854
0.086000,0.011864,0.000546,0.000969,0.001999,0.003419,0.004931
0.087000,0.010983,0.000553,0.000927,0.001841,0.003090,0.004571
0.088000,0.010826,0.000571,0.000979,0.001797,0.002994,0.004485
0.089000,0.009032,0.000571,0.000881,0.001453,0.002471,0.003656
0.090000,0.007868,0.000565,0.000773,0.001254,0.002153,0.003123
0.091000,0.007742,0.000552,0.000893,0.001193,0.002102,0.003002
0.092000,0.006388,0.000510,0.000836,0.000957,0.001691,0.002395
0.093000,0.005633,0.000431,0.000866,0.000816,0.001465,0.002055
0.094000,0.005822,0.000389,0.000961,0.000874,0.001500,0.002098
0.095000,0.006168,0.000552,0.000889,0.000907,0.001611,0.002210
0.096000,0.006986,0.000663,0.000980,0.001053,0.001811,0.002479
0.097000,0.007396,0.000658,0.001167,0.001103,0.001868,0.002600
0.098000,0.008182,0.000720,0.001331,0.001237,0.002053,0.002843
0.099000,0.009661,0.000960,0.001546,0.001416,0.002396,0.003343
0.100000,0.009661,0.001009,0.001628,0.001405,0.002371,0.003248
0.101000,0.009535,0.000999,0.001668,0.001386,0.002289,0.003193
0.102000,0.008119,0.000871,0.001449,0.001156,0.001941,0.002703
0.103000,0.007836,0.000793,0.001416,0.001131,0.001884,0.002612
0.104000,0.006735,0.000790,0.001251,0.000914,0.001602,0.002177
0.105000,0.006672,0.000659,0.001378,0.000942,0.001533,0.002161
0.106000,0.007301,0.000805,0.001419,0.001031,0.001663,0.002383
0.107000,0.008308,0.000928,0.001639,0.001152,0.001896,0.002694
0.108000,0.007175,0.000800,0.001448,0.000998,0.001636,0.002293
0.109000,0.008403,0.000931,0.001729,0.001124,0.001926,0.002692
0.110000,0.008025,0.001084,0.001637,0.001030,0.001805,0.002470
0.111000,0.008403,0.001030,0.001746,0.001094,0.001879,0.002654
0.112000,0.007427,0.000990,0.001517,0.000953,0.001636,0.002332
0.113000,0.008560,0.001202,0.001802,0.001083,0.001857,0.002615
0.114000,0.008528,0.001194,0.001803,0.001080,0.001866,0.002586
0.115000,0.007710,0.001138,0.001571,0.000982,0.001682,0.002337
0.116000,0.007742,0.001230,0.001550,0.001020,0.001664,0.002278
0.117000,0.008056,0.001308,0.001625,0.001007,0.001727,0.002389
0.118000,0.007742,0.001198,0.001675,0.000964,0.001646,0.002259
0.119000,0.008654,0.001293,0.001952,0.001076,0.001802,0.002531
0.120000,0.007112,0.001131,0.001573,0.000886,0.001477,0.002046
0.121000,0.008308,0.001307,0.001933,0.001020,0.001709,0.002339
0.122000,0.007490,0.001159,0.001761,0.000904,0.001549,0.002118
0.123000,0.007049,0.001171,0.001616,0.000843,0.001435,0.001983
0.124000,0.007836,0.001320,0.001835,0.000956,0.001558,0.002167
0.125000,0.009095,0.001605,0.002179,0.001063,0.001812,0.002436
0.126000,0.010952,0.002050,0.002583,0.001273,0.002182,0.002864
0.127000,0.014571,0.002900,0.003348,0.001712,0.002860,0.003750
0.128000,0.014791,0.002914,0.003452,0.001760,0.002901,0.003764
0.129000,0.016427,0.003323,0.003823,0.001935,0.003173,0.004173
0.130000,0.018379,0.003866,0.004227,0.002111,0.003501,0.004674
0.131000,0.020896,0.004197,0.004965,0.002400,0.004011,0.005323
0.132000,0.019606,0.003965,0.004646,0.002239,0.003714,0.005042
0.133000,0.021211,0.004394,0.004980,0.002353,0.003993,0.005491
0.134000,0.020393,0.004145,0.004726,0.002313,0.003840,0.005368
0.135000,0.020896,0.004327,0.004810,0.002343,0.003874,0.005543
0.136000,0.016113,0.003342,0.003700,0.001767,0.002978,0.004325
0.137000,0.016585,0.003449,0.003869,0.001813,0.003033,0.004422
0.138000,0.013312,0.002786,0.003083,0.001478,0.002445,0.003522
0.139000,0.011361,0.002355,0.002756,0.001229,0.002026,0.002995
0.140000,0.009032,0.001904,0.002224,0.000943,0.001620,0.002342
0.141000,0.007742,0.001584,0.002011,0.000821,0.001367,0.001958
0.142000,0.006766,0.001428,0.001746,0.000725,0.001169,0.001699
0.143000,0.004343,0.000911,0.001193,0.000442,0.000752,0.001045
0.144000,0.005570,0.001202,0.001528,0.000550,0.000975,0.001316
0.145000,0.007396,0.001621,0.002011,0.000751,0.001296,0.001717
0.146000,0.007553,0.001829,0.001927,0.000759,0.001289,0.001748
0.147000,0.007427,0.001569,0.002079,0.000763,0.001279,0.001737
0.148000,0.008025,0.001858,0.002148,0.000831,0.001331,0.001857
0.149000,0.006986,0.001516,0.001964,0.000706,0.001196,0.001605
0.150000,0.007836,0.001791,0.002165,0.000797,0.001280,0.001803
0.151000,0.007238,0.001719,0.001984,0.000706,0.001189,0.001641
0.152000,0.005004,0.001243,0.001327,0.000488,0.000821,0.001124
0.153000,0.004595,0.001104,0.001272,0.000449,0.000734,0.001037
0.154000,0.003493,0.000870,0.000936,0.000349,0.000557,0.000781
0.155000,0.002990,0.000722,0.000849,0.000287,0.000474,0.000659
0.156000,0.003902,0.000963,0.001071,0.000368,0.000637,0.000864
0.157000,0.004154,0.000932,0.001246,0.000395,0.000648,0.000933
0.158000,0.004406,0.001068,0.001240,0.000414,0.000699,0.000987
0.159000,0.003871,0.000959,0.001083,0.000357,0.000623,0.000849
0.160000,0.003808,0.000984,0.001035,0.000351,0.000593,0.000846
0.161000,0.004595,0.001343,0.001131,0.000409,0.000720,0.000991
0.162000,0.003997,0.001012,0.001150,0.000364,0.000608,0.000863
0.163000,0.003934,0.001034,0.001083,0.000354,0.000608,0.000855
0.164000,0.004186,0.001057,0.001215,0.000381,0.000630,0.000902
0.165000,0.003367,0.000882,0.000940,0.000316,0.000519,0.000710
0.166000,0.003556,0.000829,0.001131,0.000319,0.000539,0.000738
0.167000,0.003304,0.000801,0.001042,0.000295,0.000485,0.000682
0.168000,0.003084,0.000822,0.000888,0.000281,0.000453,0.000641
0.169000,0.004028,0.001122,0.001123,0.000357,0.000599,0.000827
0.170000,0.003462,0.000892,0.001044,0.000321,0.000497,0.000709
0.171000,0.003178,0.000912,0.000883,0.000280,0.000460,0.000643
0.172000,0.003084,0.000659,0.001096,0.000272,0.000439,0.000618
0.173000,0.002895,0.000613,0.001040,0.000244,0.000414,0.000584
0.174000,0.002706,0.000690,0.000881,0.000221,0.000384,0.000530
0.175000,0.003556,0.000926,0.001141,0.000305,0.000505,0.000679
0.176000,0.003902,0.001170,0.001114,0.000335,0.000554,0.000729
0.177000,0.004406,0.001220,0.001364,0.000370,0.000636,0.000816
0.178000,0.005885,0.001736,0.001736,0.000497,0.000828,0.001087
0.179000,0.006451,0.001854,0.001976,0.000550,0.000894,0.001177
0.180000,0.007112,0.002245,0.001976,0.000596,0.000985,0.001310
0.181000,0.006483,0.001839,0.002020,0.000536,0.000899,0.001189
0.182000,0.005979,0.001818,0.001718,0.000496,0.000828,0.001118
0.183000,0.005728,0.001601,0.001798,0.000470,0.000775,0.001083
0.184000,0.006735,0.001954,0.002007,0.000553,0.000929,0.001291
0.185000,0.005696,0.001625,0.001735,0.000452,0.000768,0.001115
0.186000,0.005098,0.001505,0.001482,0.000418,0.000699,0.000994
0.187000,0.005004,0.001491,0.001472,0.000397,0.000664,0.000979
0.188000,0.004374,0.001197,0.001392,0.000348,0.000578,0.000859
0.189000,0.003808,0.001149,0.001119,0.000300,0.000506,0.000735
0.190000,0.002990,0.000902,0.000881,0.000238,0.000395,0.000573
0.191000,0.001857,0.000596,0.000516,0.000141,0.000247,0.000356
0.192000,0.001699,0.000483,0.000539,0.000137,0.000222,0.000319
0.193000,0.001636,0.000532,0.000483,0.000122,0.000207,0.000293
0.194000,0.001479,0.000486,0.000437,0.000111,0.000183,0.000262
0.195000,0.001636,0.000547,0.000474,0.000122,0.000210,0.000283
0.196000,0.002014,0.000581,0.000676,0.000148,0.000257,0.000353
0.197000,0.002423,0.000783,0.000730,0.000186,0.000305,0.000420
0.198000,0.002046,0.000667,0.000606,0.000160,0.000254,0.000359
0.199000,0.002046,0.000639,0.000651,0.000144,0.000260,0.000352
0.200000,0.001731,0.000541,0.000547,0.000133,0.000218,0.000291
0.201000,0.001699,0.000503,0.000573,0.000127,0.000206,0.000291
0.202000,0.001699,0.000529,0.000550,0.000130,0.000207,0.000284
0.203000,0.000850,0.000208,0.000317,0.000067,0.000107,0.000151
0.204000,0.000850,0.000215,0.000325,0.000063,0.000104,0.000143
0.205000,0.000724,0.000217,0.000248,0.000051,0.000085,0.000122
0.206000,0.001164,0.000319,0.000417,0.000085,0.000145,0.000197
0.207000,0.001259,0.000457,0.000339,0.000092,0.000154,0.000216
0.208000,0.000913,0.000300,0.000286,0.000068,0.000107,0.000151
0.209000,0.001259,0.000406,0.000399,0.000090,0.000146,0.000217
0.210000,0.000976,0.000352,0.000274,0.000072,0.000115,0.000163
0.211000,0.001290,0.000385,0.000459,0.000090,0.000151,0.000205
0.212000,0.001007,0.000295,0.000357,0.000076,0.000114,0.000165
0.213000,0.001133,0.000361,0.000388,0.000074,0.000125,0.000185
0.214000,0.001007,0.000311,0.000347,0.000073,0.000114,0.000162
0.215000,0.000913,0.000242,0.000353,0.000062,0.000110,0.000145
0.216000,0.000913,0.000268,0.000330,0.000061,0.000105,0.000149
0.217000,0.001039,0.000383,0.000307,0.000073,0.000115,0.000160
0.218000,0.000661,0.000234,0.000204,0.000040,0.000077,0.000107
0.219000,0.000566,0.000156,0.000221,0.000036,0.000064,0.000089
0.220000,0.000598,0.000146,0.000248,0.000039,0.000067,0.000098
0.221000,0.000692,0.000234,0.000222,0.000047,0.000082,0.000107
