bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=7,start3=8
0.030000,0.211524,0.013057,0.090513,0.076227,0.025672,0.005109,0.000820,0.000095,0.000000,0.000032
0.031000,0.095496,0.007758,0.042450,0.033399,0.009556,0.001766,0.000473,0.000095,0.000000,0.000000
0.032000,0.084521,0.006150,0.037025,0.030560,0.008704,0.001829,0.000189,0.000063,0.000000,0.000000
0.033000,0.081273,0.005614,0.036016,0.029456,0.007758,0.001892,0.000442,0.000063,0.000032,0.000000
0.034000,0.078434,0.005361,0.036237,0.026397,0.008389,0.001577,0.000347,0.000126,0.000000,0.000000
0.035000,0.077961,0.006560,0.034313,0.027059,0.008011,0.001640,0.000315,0.000032,0.000032,0.000000
0.036000,0.076511,0.005078,0.034376,0.026618,0.008610,0.001514,0.000221,0.000095,0.000000,0.000000
0.037000,0.081683,0.005614,0.037120,0.028826,0.008294,0.001577,0.000189,0.000063,0.000000,0.000000
0.038000,0.088180,0.006465,0.038476,0.031569,0.009493,0.001829,0.000315,0.000032,0.000000,0.000000
0.039000,0.121231,0.008515,0.054939,0.043333,0.011259,0.002649,0.000442,0.000063,0.000000,0.000032
0.040000,0.003185,0.000063,0.001104,0.001514,0.000378,0.000126,0.000000,0.000000,0.000000,0.000000
