bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=7,start3=8
0.000000,0.149741,0.026618,0.077898,0.034597,0.008736,0.001577,0.000284,0.000032,0.000000,0.000000
0.001000,0.008137,0.000946,0.003879,0.002618,0.000536,0.000126,0.000032,0.000000,0.000000,0.000000
0.002000,0.008074,0.000978,0.004415,0.002145,0.000410,0.000095,0.000032,0.000000,0.000000,0.000000
0.003000,0.008578,0.001262,0.004258,0.002271,0.000631,0.000158,0.000000,0.000000,0.000000,0.000000
0.004000,0.009177,0.000915,0.005424,0.002208,0.000505,0.000095,0.000032,0.000000,0.000000,0.000000
0.005000,0.010061,0.001262,0.005109,0.002523,0.001009,0.000158,0.000000,0.000000,0.000000,0.000000
0.006000,0.009619,0.000915,0.005519,0.002428,0.000631,0.000126,0.000000,0.000000,0.000000,0.000000
0.007000,0.010628,0.001009,0.005456,0.002933,0.001009,0.000158,0.000063,0.000000,0.000000,0.000000
0.008000,0.011921,0.001198,0.006339,0.003406,0.000915,0.000063,0.000000,0.000000,0.000000,0.000000
0.009000,0.012237,0.001388,0.006844,0.002712,0.000978,0.000221,0.000095,0.000000,0.000000,0.000000
0.010000,0.016841,0.002018,0.008894,0.004352,0.001293,0.000221,0.000063,0.000000,0.000000,0.000000
0.011000,0.015517,0.001577,0.008862,0.003879,0.000978,0.000189,0.000032,0.000000,0.000000,0.000000
0.012000,0.013656,0.001703,0.006907,0.004068,0.000757,0.000158,0.000063,0.000000,0.000000,0.000000
0.013000,0.012804,0.001419,0.006560,0.003942,0.000852,0.000000,0.000000,0.000032,0.000000,0.000000
0.014000,0.014034,0.001703,0.007601,0.003753,0.000757,0.000221,0.000000,0.000000,0.000000,0.000000
0.015000,0.011953,0.001451,0.005614,0.004037,0.000694,0.000158,0.000000,0.000000,0.000000,0.000000
0.016000,0.013814,0.001009,0.006465,0.004573,0.001451,0.000221,0.000095,0.000000,0.000000,0.000000
0.017000,0.014003,0.000946,0.006465,0.004825,0.001262,0.000347,0.000126,0.000032,0.000000,0.000000
0.018000,0.016463,0.000599,0.007285,0.006244,0.001924,0.000347,0.000063,0.000000,0.000000,0.000000
0.019000,0.019270,0.000915,0.008042,0.008137,0.001798,0.000315,0.000063,0.000000,0.000000,0.000000
0.020000,0.020342,0.000599,0.008547,0.008326,0.002239,0.000568,0.000063,0.000000,0.000000,0.000000
0.021000,0.015390,0.000347,0.007064,0.005992,0.001577,0.000252,0.000158,0.000000,0.000000,0.000000
0.022000,0.015895,0.000599,0.006181,0.006812,0.001892,0.000378,0.000032,0.000000,0.000000,0.000000
0.023000,0.015706,0.000568,0.007285,0.005677,0.001798,0.000378,0.000000,0.000000,0.000000,0.000000
0.024000,0.017819,0.000473,0.007380,0.007191,0.002145,0.000536,0.000095,0.000000,0.000000,0.000000
0.025000,0.016337,0.000284,0.006339,0.006844,0.002208,0.000442,0.000158,0.000063,0.000000,0.000000
0.026000,0.017062,0.000662,0.007033,0.006749,0.002113,0.000347,0.000126,0.000032,0.000000,0.000000
0.027000,0.018828,0.000473,0.007159,0.007474,0.002933,0.000505,0.000252,0.000032,0.000000,0.000000
0.028000,0.020689,0.000473,0.008389,0.008515,0.002775,0.000442,0.000063,0.000000,0.000032,0.000000
0.029000,0.024158,0.000568,0.008799,0.010754,0.003154,0.000662,0.000126,0.000095,0.000000,0.000000
0.030000,0.017472,0.000284,0.006907,0.007254,0.002618,0.000347,0.000063,0.000000,0.000000,0.000000
0.031000,0.016021,0.000252,0.005614,0.007222,0.002302,0.000536,0.000063,0.000032,0.000000,0.000000
0.032000,0.014381,0.000315,0.005393,0.006276,0.002018,0.000347,0.000032,0.000000,0.000000,0.000000
0.033000,0.014097,0.000284,0.005172,0.005898,0.002113,0.000505,0.000095,0.000032,0.000000,0.000000
0.034000,0.014444,0.000378,0.005235,0.006276,0.002208,0.000189,0.000063,0.000095,0.000000,0.000000
0.035000,0.013624,0.000158,0.004825,0.006150,0.001861,0.000599,0.000032,0.000000,0.000000,0.000000
0.036000,0.015170,0.000252,0.005235,0.006718,0.002239,0.000662,0.000063,0.000000,0.000000,0.000000
0.037000,0.014728,0.000284,0.005424,0.006591,0.001892,0.000442,0.000000,0.000095,0.000000,0.000000
0.038000,0.015832,0.000252,0.005740,0.006654,0.002555,0.000568,0.000063,0.000000,0.000000,0.000000
0.039000,0.013908,0.000189,0.004415,0.006560,0.002271,0.000378,0.000095,0.000000,0.000000,0.000000
0.040000,0.012899,0.000315,0.004920,0.005078,0.002081,0.000442,0.000063,0.000000,0.000000,0.000000
0.041000,0.011953,0.000158,0.004668,0.004699,0.002081,0.000347,0.000000,0.000000,0.000000,0.000000
0.042000,0.010597,0.000221,0.004037,0.004510,0.001356,0.000378,0.000095,0.000000,0.000000,0.000000
0.043000,0.009241,0.000158,0.003816,0.003469,0.001198,0.000505,0.000063,0.000032,0.000000,0.000000
0.044000,0.009083,0.000347,0.003280,0.003595,0.001577,0.000221,0.000063,0.000000,0.000000,0.000000
0.045000,0.008641,0.000378,0.003375,0.003217,0.001388,0.000252,0.000032,0.000000,0.000000,0.000000
0.046000,0.008736,0.000410,0.003721,0.003217,0.000915,0.000347,0.000126,0.000000,0.000000,0.000000
0.047000,0.008641,0.000820,0.003280,0.003438,0.000946,0.000158,0.000000,0.000000,0.000000,0.000000
0.048000,0.009871,0.000631,0.004195,0.003627,0.001293,0.000126,0.000000,0.000000,0.000000,0.000000
0.049000,0.007821,0.000442,0.002901,0.003280,0.001041,0.000158,0.000000,0.000000,0.000000,0.000000
0.050000,0.006970,0.000505,0.002712,0.002933,0.000536,0.000252,0.000000,0.000032,0.000000,0.000000
0.051000,0.007128,0.000505,0.002712,0.002712,0.000978,0.000158,0.000032,0.000032,0.000000,0.000000
0.052000,0.004352,0.000410,0.001955,0.001703,0.000189,0.000095,0.000000,0.000000,0.000000,0.000000
0.053000,0.005708,0.000189,0.002460,0.002302,0.000599,0.000158,0.000000,0.000000,0.000000,0.000000
0.054000,0.004668,0.000126,0.001829,0.002018,0.000473,0.000221,0.000000,0.000000,0.000000,0.000000
0.055000,0.003721,0.000221,0.001640,0.001388,0.000347,0.000095,0.000032,0.000000,0.000000,0.000000
0.056000,0.004195,0.000221,0.002145,0.001545,0.000284,0.000000,0.000000,0.000000,0.000000,0.000000
0.057000,0.003974,0.000315,0.001766,0.001451,0.000284,0.000158,0.000000,0.000000,0.000000,0.000000
0.058000,0.003942,0.000158,0.001798,0.001325,0.000536,0.000126,0.000000,0.000000,0.000000,0.000000
0.059000,0.004037,0.000347,0.002050,0.001072,0.000410,0.000158,0.000000,0.000000,0.000000,0.000000
0.060000,0.003848,0.000599,0.001640,0.001104,0.000378,0.000095,0.000032,0.000000,0.000000,0.000000
0.061000,0.003785,0.000378,0.001955,0.001135,0.000221,0.000095,0.000000,0.000000,0.000000,0.000000
0.062000,0.003280,0.000221,0.001608,0.001104,0.000284,0.000063,0.000000,0.000000,0.000000,0.000000
0.063000,0.003091,0.000378,0.001325,0.001135,0.000126,0.000063,0.000063,0.000000,0.000000,0.000000
0.064000,0.003248,0.000378,0.001198,0.001262,0.000347,0.000063,0.000000,0.000000,0.000000,0.000000
0.065000,0.003785,0.000189,0.001861,0.001451,0.000284,0.000000,0.000000,0.000000,0.000000,0.000000
0.066000,0.003753,0.000252,0.001892,0.001167,0.000410,0.000032,0.000000,0.000000,0.000000,0.000000
0.067000,0.002712,0.000063,0.001230,0.001072,0.000284,0.000063,0.000000,0.000000,0.000000,0.000000
0.068000,0.003532,0.000126,0.001451,0.001419,0.000473,0.000063,0.000000,0.000000,0.000000,0.000000
0.069000,0.003217,0.000221,0.001388,0.001198,0.000347,0.000063,0.000000,0.000000,0.000000,0.000000
0.070000,0.003406,0.000126,0.001356,0.001545,0.000252,0.000095,0.000032,0.000000,0.000000,0.000000
0.071000,0.003532,0.000000,0.001325,0.001608,0.000410,0.000158,0.000032,0.000000,0.000000,0.000000
0.072000,0.002965,0.000095,0.001198,0.001262,0.000252,0.000095,0.000000,0.000032,0.000000,0.000032
0.073000,0.004163,0.000095,0.001703,0.001608,0.000599,0.000063,0.000095,0.000000,0.000000,0.000000
0.074000,0.003028,0.000095,0.001419,0.001041,0.000347,0.000095,0.000032,0.000000,0.000000,0.000000
0.075000,0.003028,0.000032,0.001041,0.001293,0.000536,0.000126,0.000000,0.000000,0.000000,0.000000
0.076000,0.002933,0.000032,0.001293,0.001104,0.000315,0.000095,0.000063,0.000000,0.000000,0.000032
0.077000,0.003059,0.000158,0.001293,0.001230,0.000347,0.000032,0.000000,0.000000,0.000000,0.000000
0.078000,0.004005,0.000063,0.001861,0.001419,0.000568,0.000095,0.000000,0.000000,0.000000,0.000000
0.079000,0.003343,0.000221,0.001419,0.001198,0.000315,0.000189,0.000000,0.000000,0.000000,0.000000
0.080000,0.002933,0.000032,0.001167,0.001419,0.000315,0.000000,0.000000,0.000000,0.000000,0.000000
0.081000,0.003627,0.000032,0.001608,0.001577,0.000410,0.000000,0.000000,0.000000,0.000000,0.000000
0.082000,0.002775,0.000000,0.000946,0.001419,0.000315,0.000095,0.000000,0.000000,0.000000,0.000000
0.083000,0.002365,0.000063,0.000883,0.001072,0.000252,0.000095,0.000000,0.000000,0.000000,0.000000
0.084000,0.002807,0.000032,0.001104,0.001009,0.000568,0.000063,0.000032,0.000000,0.000000,0.000000
0.085000,0.001861,0.000063,0.000820,0.000788,0.000158,0.000032,0.000000,0.000000,0.000000,0.000000
0.086000,0.002271,0.000063,0.000694,0.001135,0.000315,0.000063,0.000000,0.000000,0.000000,0.000000
0.087000,0.002555,0.000032,0.001072,0.001041,0.000315,0.000063,0.000032,0.000000,0.000000,0.000000
0.088000,0.002681,0.000032,0.000915,0.001356,0.000315,0.000032,0.000000,0.000000,0.000032,0.000000
0.089000,0.001955,0.000032,0.000757,0.000820,0.000315,0.000032,0.000000,0.000000,0.000000,0.000000
0.090000,0.002050,0.000000,0.000883,0.000757,0.000315,0.000063,0.000032,0.000000,0.000000,0.000000
0.091000,0.001672,0.000032,0.000788,0.000536,0.000189,0.000126,0.000000,0.000000,0.000000,0.000000
0.092000,0.001892,0.000000,0.000473,0.000820,0.000442,0.000158,0.000000,0.000000,0.000000,0.000000
0.093000,0.001545,0.000063,0.000631,0.000694,0.000158,0.000000,0.000000,0.000000,0.000000,0.000000
0.094000,0.001230,0.000032,0.000347,0.000599,0.000252,0.000000,0.000000,0.000000,0.000000,0.000000
0.095000,0.001198,0.000000,0.000631,0.000284,0.000252,0.000032,0.000000,0.000000,0.000000,0.000000
0.096000,0.001356,0.000095,0.000473,0.000631,0.000126,0.000000,0.000032,0.000000,0.000000,0.000000
0.097000,0.001198,0.000095,0.000442,0.000505,0.000158,0.000000,0.000000,0.000000,0.000000,0.000000
0.098000,0.001072,0.000063,0.000505,0.000284,0.000189,0.000032,0.000000,0.000000,0.000000,0.000000
0.099000,0.001135,0.000063,0.000662,0.000252,0.000158,0.000000,0.000000,0.000000,0.000000,0.000000
0.100000,0.001104,0.000032,0.000378,0.000505,0.000189,0.000000,0.000000,0.000000,0.000000,0.000000
0.101000,0.000757,0.000095,0.000347,0.000221,0.000032,0.000063,0.000000,0.000000,0.000000,0.000000
0.102000,0.000788,0.000063,0.000189,0.000315,0.000189,0.000000,0.000032,0.000000,0.000000,0.000000
0.103000,0.000788,0.000032,0.000347,0.000284,0.000063,0.000032,0.000000,0.000032,0.000000,0.000000
0.104000,0.000820,0.000063,0.000505,0.000221,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.105000,0.000820,0.000032,0.000410,0.000189,0.000189,0.000000,0.000000,0.000000,0.000000,0.000000
0.106000,0.000757,0.000032,0.000378,0.000221,0.000032,0.000095,0.000000,0.000000,0.000000,0.000000
0.107000,0.000662,0.000000,0.000095,0.000378,0.000158,0.000000,0.000032,0.000000,0.000000,0.000000
0.108000,0.000915,0.000095,0.000410,0.000221,0.000126,0.000063,0.000000,0.000000,0.000000,0.000000
0.109000,0.001167,0.000095,0.000631,0.000347,0.000032,0.000063,0.000000,0.000000,0.000000,0.000000
0.110000,0.000788,0.000095,0.000347,0.000315,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.111000,0.000568,0.000063,0.000252,0.000221,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.112000,0.000568,0.000032,0.000378,0.000126,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.113000,0.000568,0.000032,0.000158,0.000189,0.000189,0.000000,0.000000,0.000000,0.000000,0.000000
0.114000,0.000568,0.000032,0.000189,0.000284,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000
0.115000,0.000442,0.000032,0.000189,0.000221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.116000,0.000442,0.000032,0.000063,0.000252,0.000032,0.000063,0.000000,0.000000,0.000000,0.000000
0.117000,0.000599,0.000063,0.000189,0.000221,0.000126,0.000000,0.000000,0.000000,0.000000,0.000000
0.118000,0.000442,0.000000,0.000315,0.000126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.119000,0.000536,0.000000,0.000315,0.000158,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000
0.120000,0.000347,0.000000,0.000126,0.000158,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000
0.121000,0.000347,0.000000,0.000158,0.000158,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000
0.122000,0.000315,0.000032,0.000158,0.000063,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000
