bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=7,start3=8
0.010000,0.162010,0.011480,0.076858,0.054939,0.014980,0.002933,0.000662,0.000158,0.000000,0.000000
0.011000,0.106850,0.008389,0.050082,0.036048,0.009777,0.002239,0.000284,0.000000,0.000032,0.000000
0.012000,0.090387,0.006749,0.042355,0.030686,0.008831,0.001419,0.000284,0.000063,0.000000,0.000000
0.013000,0.087990,0.006654,0.039044,0.030812,0.009304,0.001861,0.000284,0.000000,0.000032,0.000000
0.014000,0.083323,0.006181,0.036647,0.028952,0.009493,0.001608,0.000378,0.000032,0.000000,0.000032
0.015000,0.078687,0.005803,0.034849,0.027501,0.008389,0.001735,0.000347,0.000063,0.000000,0.000000
0.016000,0.082755,0.006371,0.035638,0.029330,0.009209,0.001766,0.000284,0.000158,0.000000,0.000000
0.017000,0.079570,0.006118,0.032610,0.029519,0.009114,0.001829,0.000284,0.000095,0.000000,0.000000
0.018000,0.084048,0.005866,0.035953,0.030781,0.008925,0.002176,0.000252,0.000063,0.000000,0.000032
0.019000,0.096758,0.006623,0.044563,0.032295,0.010565,0.002271,0.000378,0.000063,0.000000,0.000000
0.020000,0.047622,0.000000,0.013971,0.024095,0.007538,0.001672,0.000315,0.000032,0.000000,0.000000
