bin,total,start3=0,start3=1,start3=2,start3=3,start3=4,start3=5,start3=6,start3=7,start3=8
0.020000,0.206951,0.017630,0.089157,0.073546,0.021162,0.004510,0.000852,0.000063,0.000032,0.000000
0.021000,0.092122,0.007411,0.040810,0.031475,0.010155,0.001829,0.000378,0.000063,0.000000,0.000000
0.022000,0.078529,0.005614,0.034975,0.027501,0.007948,0.002081,0.000347,0.000063,0.000000,0.000000
0.023000,0.070613,0.005393,0.032200,0.023874,0.007506,0.001262,0.000252,0.000126,0.000000,0.000000
0.024000,0.065977,0.005172,0.028952,0.023622,0.006844,0.001230,0.000095,0.000063,0.000000,0.000000
0.025000,0.065693,0.005078,0.029330,0.022991,0.006812,0.001262,0.000189,0.000000,0.000032,0.000000
0.026000,0.064747,0.004605,0.029109,0.021950,0.007317,0.001356,0.000315,0.000095,0.000000,0.000000
0.027000,0.070834,0.005078,0.030718,0.026397,0.006749,0.001672,0.000189,0.000032,0.000000,0.000000
0.028000,0.082787,0.005172,0.036300,0.030245,0.008641,0.002018,0.000410,0.000000,0.000000,0.000000
0.029000,0.115208,0.009051,0.052037,0.038886,0.012331,0.002334,0.000378,0.000158,0.000000,0.000032
0.030000,0.086540,0.000032,0.038981,0.034471,0.010660,0.001955,0.000347,0.000063,0.000000,0.000032
