bin,total,start3=0,start3=1,start3=2,start3=3
0.010000,0.081128,0.005807,0.049358,0.025628,0.000335
0.011000,0.099609,0.006477,0.061977,0.030821,0.000335
0.012000,0.118090,0.006421,0.072194,0.038693,0.000782
0.013000,0.125293,0.007314,0.073534,0.043607,0.000838
0.014000,0.128755,0.006421,0.076326,0.044724,0.001284
0.015000,0.124902,0.005304,0.073311,0.045505,0.000782
0.016000,0.109659,0.004411,0.064042,0.040201,0.001005
0.017000,0.089001,0.003741,0.050028,0.034673,0.000558
0.018000,0.071971,0.002513,0.041429,0.027136,0.000893
0.019000,0.051591,0.001954,0.028532,0.020491,0.000614
